paper,variant,model,group,accuracy_mean,predictors,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,macro_f1_mean,macro_f1_std,weighted_f1_mean,weighted_f1_std,ordinal_mae_mean,ordinal_mae_std,fit_seconds_mean,fit_seconds_std,predict_seconds_mean,predict_seconds_std,total_seconds_mean,total_seconds_std,rows,full_dataset_overall_accuracy_mean,full_dataset_overall_balanced_accuracy_mean,full_dataset_overall_macro_f1_mean,full_dataset_overall_weighted_f1_mean,full_dataset_overall_ordinal_mae_mean,full_training_primary_accuracy,full_training_primary_balanced_accuracy,full_training_primary_macro_f1,full_training_primary_weighted_f1,full_training_primary_ordinal_mae,primary_only_vs_full_training_primary_macro_f1_delta,primary_only_vs_full_training_primary_accuracy_delta
thermal_comfort,primary_only_training_and_evaluation,ANN / MLP,Primary school,0.6569324576059612,18,0.016643995861822938,0.5358325807651496,0.022282355893657846,0.5504113750307653,0.020770662216656778,0.6476468737991444,0.019697534754126125,0.39619538706765767,0.020119759077087438,0.9718323000124656,0.07594232598615104,0.0048529599793255326,0.0001823377922223448,0.9766852599917911,0.07608372816304816,5101,0.636669626341895,0.5145132478149745,0.5275864906019335,0.6213638844260762,0.4283017069364576,0.6504606939815722,0.49957845240344917,0.5163947024648518,0.6318907049153774,0.40854734365810624,0.034016672565913564,0.006471763624388949
thermal_comfort,primary_only_training_and_evaluation,Extra Trees,Primary school,0.6675155076722168,18,0.004301252302842196,0.6277400019834511,0.005394791835319916,0.600887096746616,0.005457713866112985,0.6743031775344955,0.0030573682879203663,0.40404217318661056,0.015483519067403802,1.1937712799874134,0.01379858935335575,0.04457279997877776,0.0014532770080946521,1.2383440799661911,0.013950462635630193,5101,0.642814361957927,0.5957884587675989,0.5769840310165872,0.6495912357458808,0.4348852527844689,0.6659478533620858,0.6177562653453806,0.5971254222114508,0.6716492956091636,0.39874534405018625,0.0037616745351651826,0.0015676543101309504
thermal_comfort,primary_only_training_and_evaluation,Gradient boosting,Primary school,0.6651644869505098,18,0.011202988184639748,0.4826090615005473,0.01770570663330281,0.5022374171343326,0.02258246872435057,0.627356881125416,0.015084132497680845,0.4022732423037775,0.019358666109466523,0.438665120000951,0.033199445789484326,0.006229440006427467,0.00031825389061956606,0.4448945600073785,0.03334995604003026,5101,0.6344746112346986,0.455557064872146,0.4654966256581854,0.5881546405807423,0.4502480022192209,0.650852773965889,0.45049108955576184,0.4593747391698639,0.6030587477751618,0.4238384630464615,0.04286267796446869,0.01431171298462075
thermal_comfort,primary_only_training_and_evaluation,Logistic regression,Primary school,0.49931113287626516,18,0.016969740251793746,0.5081353537947861,0.01942998989858659,0.451268443037163,0.016689245347291805,0.5262937496391473,0.016597752338037914,0.6510526012559774,0.024131282212373616,0.060215020005125554,0.003002035338420607,0.0042232199921272695,0.00020095143254226646,0.06443823999725282,0.0029420247070986623,5101,0.482881259900542,0.4841790799174371,0.4418484183327066,0.5076151777556737,0.6861249425648067,0.5000980199960792,0.4876091005937066,0.44595777922916807,0.5237065837286805,0.6373260145069595,0.005310663807994942,-0.0007868871198140059
thermal_comfort,primary_only_training_and_evaluation,Random Forest,Primary school,0.6865320427877322,18,0.005938320705460744,0.6001132736755876,0.01577296494723983,0.6003366957858081,0.011958134968361917,0.6846621984755628,0.007303148769852581,0.3656152176835475,0.007661490278747123,1.6236819600104355,0.02463914523749461,0.041715759981889276,0.0033375008334590337,1.6653977199923247,0.022401283891222496,5101,0.6690074877284153,0.5936899869195003,0.592524574480811,0.6670598523257074,0.3958148621394703,0.6904528523818859,0.5979362712014581,0.6016529603220103,0.6876909715849021,0.36326210546951576,-0.0013162645362022607,-0.003920809594153751
thermal_comfort,full_dataset_training_primary_rows_only,ANN / MLP,Primary school,0.6504606939815722,18,,0.49957845240344917,,0.5163947024648518,,0.6318907049153774,,0.40854734365810624,,,,,,,,5101,0.636669626341895,0.5145132478149745,0.5275864906019335,0.6213638844260762,0.4283017069364576,0.6504606939815722,0.49957845240344917,0.5163947024648518,0.6318907049153774,0.40854734365810624,,
thermal_comfort,full_dataset_training_primary_rows_only,Extra Trees,Primary school,0.6659478533620858,18,,0.6177562653453806,,0.5971254222114508,,0.6716492956091636,,0.39874534405018625,,,,,,,,5101,0.642814361957927,0.5957884587675989,0.5769840310165872,0.6495912357458808,0.4348852527844689,0.6659478533620858,0.6177562653453806,0.5971254222114508,0.6716492956091636,0.39874534405018625,,
thermal_comfort,full_dataset_training_primary_rows_only,Gradient boosting,Primary school,0.650852773965889,18,,0.45049108955576184,,0.4593747391698639,,0.6030587477751618,,0.4238384630464615,,,,,,,,5101,0.6344746112346986,0.455557064872146,0.4654966256581854,0.5881546405807423,0.4502480022192209,0.650852773965889,0.45049108955576184,0.4593747391698639,0.6030587477751618,0.4238384630464615,,
thermal_comfort,full_dataset_training_primary_rows_only,Logistic regression,Primary school,0.5000980199960792,18,,0.4876091005937066,,0.44595777922916807,,0.5237065837286805,,0.6373260145069595,,,,,,,,5101,0.482881259900542,0.4841790799174371,0.4418484183327066,0.5076151777556737,0.6861249425648067,0.5000980199960792,0.4876091005937066,0.44595777922916807,0.5237065837286805,0.6373260145069595,,
thermal_comfort,full_dataset_training_primary_rows_only,Random Forest,Primary school,0.6904528523818859,18,,0.5979362712014581,,0.6016529603220103,,0.6876909715849021,,0.36326210546951576,,,,,,,,5101,0.6690074877284153,0.5936899869195003,0.592524574480811,0.6670598523257074,0.3958148621394703,0.6904528523818859,0.5979362712014581,0.6016529603220103,0.6876909715849021,0.36326210546951576,,
