multiplier_dissatisfied,multiplier_neutral,multiplier_satisfied,macro_f1,accuracy,balanced_accuracy,ordinal_mae,recall_dissatisfied,recall_neutral,recall_satisfied,outer_fold,base_variant
1.0,2.0,1.0,0.2679197213695338,0.6499853672812409,0.3310201980649066,0.4208369915130231,0.0,0.008629989212513484,0.9844306049822064,1,calibrated_sigmoid_extra_trees
1.2,2.0,1.0,0.2679197213695338,0.6499853672812409,0.3310201980649066,0.4208369915130231,0.0,0.008629989212513484,0.9844306049822064,1,calibrated_sigmoid_extra_trees
1.5,2.0,1.0,0.2679197213695338,0.6499853672812409,0.3310201980649066,0.4208369915130231,0.0,0.008629989212513484,0.9844306049822064,1,calibrated_sigmoid_extra_trees
2.0,2.0,1.0,0.2679197213695338,0.6499853672812409,0.3310201980649066,0.4208369915130231,0.0,0.008629989212513484,0.9844306049822064,1,calibrated_sigmoid_extra_trees
2.5,2.0,1.0,0.2679197213695338,0.6499853672812409,0.3310201980649066,0.4208369915130231,0.0,0.008629989212513484,0.9844306049822064,1,calibrated_sigmoid_extra_trees
1.0,1.0,1.0,0.26454839658723156,0.6578870354111794,0.3333333333333333,0.4129353233830846,0.0,0.0,1.0,1,calibrated_sigmoid_extra_trees
1.0,1.2,1.0,0.26454839658723156,0.6578870354111794,0.3333333333333333,0.4129353233830846,0.0,0.0,1.0,1,calibrated_sigmoid_extra_trees
1.0,1.5,1.0,0.26454839658723156,0.6578870354111794,0.3333333333333333,0.4129353233830846,0.0,0.0,1.0,1,calibrated_sigmoid_extra_trees
1.2,1.0,1.0,0.26454839658723156,0.6578870354111794,0.3333333333333333,0.4129353233830846,0.0,0.0,1.0,1,calibrated_sigmoid_extra_trees
1.2,1.2,1.0,0.26454839658723156,0.6578870354111794,0.3333333333333333,0.4129353233830846,0.0,0.0,1.0,1,calibrated_sigmoid_extra_trees
1.2,1.5,1.0,0.26454839658723156,0.6578870354111794,0.3333333333333333,0.4129353233830846,0.0,0.0,1.0,1,calibrated_sigmoid_extra_trees
1.5,1.0,1.0,0.26454839658723156,0.6578870354111794,0.3333333333333333,0.4129353233830846,0.0,0.0,1.0,1,calibrated_sigmoid_extra_trees
1.5,1.2,1.0,0.26454839658723156,0.6578870354111794,0.3333333333333333,0.4129353233830846,0.0,0.0,1.0,1,calibrated_sigmoid_extra_trees
1.5,1.5,1.0,0.26454839658723156,0.6578870354111794,0.3333333333333333,0.4129353233830846,0.0,0.0,1.0,1,calibrated_sigmoid_extra_trees
2.0,1.0,1.0,0.26454839658723156,0.6578870354111794,0.3333333333333333,0.4129353233830846,0.0,0.0,1.0,1,calibrated_sigmoid_extra_trees
2.0,1.2,1.0,0.26454839658723156,0.6578870354111794,0.3333333333333333,0.4129353233830846,0.0,0.0,1.0,1,calibrated_sigmoid_extra_trees
2.0,1.5,1.0,0.26454839658723156,0.6578870354111794,0.3333333333333333,0.4129353233830846,0.0,0.0,1.0,1,calibrated_sigmoid_extra_trees
2.5,1.0,1.0,0.26454839658723156,0.6578870354111794,0.3333333333333333,0.4129353233830846,0.0,0.0,1.0,1,calibrated_sigmoid_extra_trees
2.5,1.2,1.0,0.26454839658723156,0.6578870354111794,0.3333333333333333,0.4129353233830846,0.0,0.0,1.0,1,calibrated_sigmoid_extra_trees
2.5,1.5,1.0,0.26454839658723156,0.6578870354111794,0.3333333333333333,0.4129353233830846,0.0,0.0,1.0,1,calibrated_sigmoid_extra_trees
1.0,2.0,1.0,0.2732876995168531,0.623939127889962,0.3223881842456609,0.4430787240269242,0.0,0.03125,0.9359145527369827,2,calibrated_sigmoid_extra_trees
1.2,2.0,1.0,0.2732876995168531,0.623939127889962,0.3223881842456609,0.4430787240269242,0.0,0.03125,0.9359145527369827,2,calibrated_sigmoid_extra_trees
1.5,2.0,1.0,0.2732876995168531,0.623939127889962,0.3223881842456609,0.4430787240269242,0.0,0.03125,0.9359145527369827,2,calibrated_sigmoid_extra_trees
2.0,2.0,1.0,0.2732876995168531,0.623939127889962,0.3223881842456609,0.4430787240269242,0.0,0.03125,0.9359145527369827,2,calibrated_sigmoid_extra_trees
2.5,2.0,1.0,0.2732876995168531,0.623939127889962,0.3223881842456609,0.4430787240269242,0.0,0.03125,0.9359145527369827,2,calibrated_sigmoid_extra_trees
1.0,1.0,1.0,0.2644774011299435,0.6575943810359964,0.3333333333333333,0.4132279777582675,0.0,0.0,1.0,2,calibrated_sigmoid_extra_trees
1.0,1.2,1.0,0.2644774011299435,0.6575943810359964,0.3333333333333333,0.4132279777582675,0.0,0.0,1.0,2,calibrated_sigmoid_extra_trees
1.0,1.5,1.0,0.2644774011299435,0.6575943810359964,0.3333333333333333,0.4132279777582675,0.0,0.0,1.0,2,calibrated_sigmoid_extra_trees
1.2,1.0,1.0,0.2644774011299435,0.6575943810359964,0.3333333333333333,0.4132279777582675,0.0,0.0,1.0,2,calibrated_sigmoid_extra_trees
1.2,1.2,1.0,0.2644774011299435,0.6575943810359964,0.3333333333333333,0.4132279777582675,0.0,0.0,1.0,2,calibrated_sigmoid_extra_trees
1.2,1.5,1.0,0.2644774011299435,0.6575943810359964,0.3333333333333333,0.4132279777582675,0.0,0.0,1.0,2,calibrated_sigmoid_extra_trees
1.5,1.0,1.0,0.2644774011299435,0.6575943810359964,0.3333333333333333,0.4132279777582675,0.0,0.0,1.0,2,calibrated_sigmoid_extra_trees
1.5,1.2,1.0,0.2644774011299435,0.6575943810359964,0.3333333333333333,0.4132279777582675,0.0,0.0,1.0,2,calibrated_sigmoid_extra_trees
1.5,1.5,1.0,0.2644774011299435,0.6575943810359964,0.3333333333333333,0.4132279777582675,0.0,0.0,1.0,2,calibrated_sigmoid_extra_trees
2.0,1.0,1.0,0.2644774011299435,0.6575943810359964,0.3333333333333333,0.4132279777582675,0.0,0.0,1.0,2,calibrated_sigmoid_extra_trees
2.0,1.2,1.0,0.2644774011299435,0.6575943810359964,0.3333333333333333,0.4132279777582675,0.0,0.0,1.0,2,calibrated_sigmoid_extra_trees
2.0,1.5,1.0,0.2644774011299435,0.6575943810359964,0.3333333333333333,0.4132279777582675,0.0,0.0,1.0,2,calibrated_sigmoid_extra_trees
2.5,1.0,1.0,0.2644774011299435,0.6575943810359964,0.3333333333333333,0.4132279777582675,0.0,0.0,1.0,2,calibrated_sigmoid_extra_trees
2.5,1.2,1.0,0.2644774011299435,0.6575943810359964,0.3333333333333333,0.4132279777582675,0.0,0.0,1.0,2,calibrated_sigmoid_extra_trees
2.5,1.5,1.0,0.2644774011299435,0.6575943810359964,0.3333333333333333,0.4132279777582675,0.0,0.0,1.0,2,calibrated_sigmoid_extra_trees
2.5,2.0,1.0,0.36143448795015104,0.6599356160374598,0.37703071369360597,0.4064969271290606,0.07024793388429752,0.1111111111111111,0.9497330960854092,1,calibrated_isotonic_extra_trees
2.0,2.0,1.0,0.35724999558837905,0.659350307287094,0.3742758927569669,0.4073748902546093,0.06198347107438017,0.1111111111111111,0.9497330960854092,1,calibrated_isotonic_extra_trees
1.5,2.0,1.0,0.3277197491228373,0.6628621597892889,0.3590587278981081,0.4006438396254024,0.004132231404958678,0.1121898597626753,0.9608540925266904,1,calibrated_isotonic_extra_trees
1.0,2.0,1.0,0.32492775743216845,0.662569505414106,0.3576813174297886,0.40122914837576823,0.0,0.1121898597626753,0.9608540925266904,1,calibrated_isotonic_extra_trees
1.2,2.0,1.0,0.32492775743216845,0.662569505414106,0.3576813174297886,0.40122914837576823,0.0,0.1121898597626753,0.9608540925266904,1,calibrated_isotonic_extra_trees
2.5,1.5,1.0,0.3194991755612622,0.6584723441615452,0.3629950968297028,0.41205736025753587,0.09090909090909091,0.011866235167206042,0.9862099644128114,1,calibrated_isotonic_extra_trees
2.5,1.2,1.0,0.3184290030315802,0.6578870354111794,0.3630824557151538,0.4135206321334504,0.09504132231404959,0.007551240560949299,0.9866548042704626,1,calibrated_isotonic_extra_trees
2.5,1.0,1.0,0.3177525807320834,0.6578870354111794,0.3628711527838495,0.4135206321334504,0.09504132231404959,0.006472491909385114,0.9870996441281139,1,calibrated_isotonic_extra_trees
2.0,1.0,1.0,0.3158483018807809,0.6575943810359964,0.36149374231553,0.4141059408838162,0.09090909090909091,0.006472491909385114,0.9870996441281139,1,calibrated_isotonic_extra_trees
2.0,1.2,1.0,0.31454455255258756,0.6573017266608135,0.3603276347785147,0.41439859525899914,0.08677685950413223,0.007551240560949299,0.9866548042704626,1,calibrated_isotonic_extra_trees
2.0,1.5,1.0,0.3100850840921925,0.6575943810359964,0.3558093826713496,0.41264266900790164,0.06611570247933884,0.015102481121898598,0.9862099644128114,1,calibrated_isotonic_extra_trees
1.5,1.0,1.0,0.2867991731081866,0.6608135791630085,0.3438813394038869,0.4073748902546093,0.024793388429752067,0.008629989212513484,0.998220640569395,1,calibrated_isotonic_extra_trees
1.5,1.5,1.0,0.2778999879730661,0.6605209247878255,0.33885522446031663,0.4064969271290606,0.004132231404958678,0.015102481121898598,0.9973309608540926,1,calibrated_isotonic_extra_trees
1.5,1.2,1.0,0.2776367615768832,0.6599356160374598,0.3389425833457677,0.4079601990049751,0.008264462809917356,0.010787486515641856,0.9977758007117438,1,calibrated_isotonic_extra_trees
1.0,1.5,1.0,0.27580492424242425,0.6605209247878255,0.33783739687585174,0.4067895815042435,0.0,0.016181229773462782,0.9973309608540926,1,calibrated_isotonic_extra_trees
1.2,1.5,1.0,0.27580492424242425,0.6605209247878255,0.33783739687585174,0.4067895815042435,0.0,0.016181229773462782,0.9973309608540926,1,calibrated_isotonic_extra_trees
1.2,1.0,1.0,0.2742155549992807,0.6596429616622769,0.3373538699461438,0.40854550775534093,0.004132231404958678,0.009708737864077669,0.998220640569395,1,calibrated_isotonic_extra_trees
1.0,1.2,1.0,0.27283310487315493,0.6596429616622769,0.33654734529298325,0.40854550775534093,0.0,0.011866235167206042,0.9977758007117438,1,calibrated_isotonic_extra_trees
1.2,1.2,1.0,0.2721401883795333,0.659350307287094,0.3361877624091285,0.4088381621305239,0.0,0.010787486515641856,0.9977758007117438,1,calibrated_isotonic_extra_trees
1.0,1.0,1.0,0.27147664531668064,0.659350307287094,0.33597645947782423,0.4088381621305239,0.0,0.009708737864077669,0.998220640569395,1,calibrated_isotonic_extra_trees
2.5,2.0,1.0,0.44039190055059846,0.6801287679250805,0.4279840994942583,0.3658179689786362,0.10330578512396695,0.2683189655172414,0.9123275478415666,2,calibrated_isotonic_extra_trees
2.0,2.0,1.0,0.4282105910482605,0.6789581504243488,0.4200163285698178,0.3672812408545508,0.07851239669421488,0.2683189655172414,0.9132176234979973,2,calibrated_isotonic_extra_trees
2.5,1.5,1.0,0.42775251351852556,0.6786654960491659,0.4186642624710257,0.3745976002341235,0.11983471074380166,0.19935344827586207,0.9368046283934134,2,calibrated_isotonic_extra_trees
2.0,1.5,1.0,0.4141156201185181,0.6780801872988002,0.40937845221914154,0.37664618086040386,0.08677685950413223,0.2036637931034483,0.9376947040498442,2,calibrated_isotonic_extra_trees
