experiment,variant,fold,cv_splits,model,rows,train_rows_after_sampling,predictors,fit_seconds,predict_seconds,total_seconds,note,base_calibration_variant,multiplier_dissatisfied,multiplier_neutral,multiplier_satisfied,macro_f1,accuracy,balanced_accuracy,ordinal_mae,log_loss,brier_ovr,recall_dissatisfied,recall_neutral,recall_satisfied
calibrated_threshold_tuning,calibrated_sigmoid_extra_trees_nested_threshold,1,2,Extra Trees,6834,3417,20,0.3309114000003319,0.06396080000558868,0.3948722000059206,Nested probability multiplier tuning applied to calibrated_sigmoid_extra_trees.,calibrated_sigmoid_extra_trees,1.0,2.0,1.0,0.2562074641927639,0.5940883816213053,0.30409415619293156,0.4749780509218613,0.873955193834696,0.18323946138599886,0.0,0.015086206896551725,0.897196261682243
calibrated_threshold_tuning,calibrated_sigmoid_extra_trees_nested_threshold,2,2,Extra Trees,6834,3417,20,0.33982240001205355,0.04962010000599548,0.38944250001804903,Nested probability multiplier tuning applied to calibrated_sigmoid_extra_trees.,calibrated_sigmoid_extra_trees,1.0,2.0,1.0,0.2630110602967282,0.646180860403863,0.3278247410939254,0.42464149839040094,0.873264078445213,0.18140149503442807,0.0,0.002157497303128371,0.9813167259786477
calibrated_threshold_tuning,calibrated_isotonic_extra_trees_nested_threshold,1,2,Extra Trees,6834,3417,20,0.43753880000440404,0.04934009999851696,0.486878900002921,Nested probability multiplier tuning applied to calibrated_isotonic_extra_trees.,calibrated_isotonic_extra_trees,2.5,2.0,1.0,0.44709814707783985,0.6909569798068481,0.43511831888915653,0.36230611647644134,0.8384668574618593,0.17147390758473982,0.1322314049586777,0.23275862068965517,0.9403649310191367
calibrated_threshold_tuning,calibrated_isotonic_extra_trees_nested_threshold,2,2,Extra Trees,6834,3417,20,0.2110312000149861,0.031105100002605468,0.24213630001759157,Nested probability multiplier tuning applied to calibrated_isotonic_extra_trees.,calibrated_isotonic_extra_trees,2.5,2.0,1.0,0.48571816218736535,0.6965174129353234,0.4618702372598746,0.3444541995902839,0.8461263004140499,0.1718248198446203,0.1652892561983471,0.30528586839266453,0.9150355871886121
