experiment,target_variant,model,rows,predictors,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,macro_f1_mean,macro_f1_std,weighted_f1_mean,weighted_f1_std,ordinal_mae_mean,ordinal_mae_std,fit_seconds_mean,fit_seconds_std,predict_seconds_mean,predict_seconds_std,total_seconds_mean,total_seconds_std,collapsed_accuracy_mean,collapsed_accuracy_std,collapsed_balanced_accuracy_mean,collapsed_balanced_accuracy_std,collapsed_macro_f1_mean,collapsed_macro_f1_std,collapsed_weighted_f1_mean,collapsed_weighted_f1_std,collapsed_ordinal_mae_mean,collapsed_ordinal_mae_std
ieq_5240_three_vs_five_extra_trees,five_class,Extra Trees,5240,21,0.6045801526717558,0.02172347616521493,0.5330048533923464,0.011767146694018191,0.5104684694397146,0.0069449800794492205,0.6038359863244829,0.024228834066298197,0.5396946564885496,0.015483322042279877,6.565529060002882,0.11667806629674704,0.14446553999441675,0.02234564342416027,6.709994599997299,0.10106886279885767,0.7280534351145038,,0.6224114166522544,,0.6134922444682888,,0.7276191057687662,,0.30935114503816796,
ieq_5240_three_vs_five_extra_trees,three_class,Extra Trees,5240,21,0.7311068702290077,0.02107245306252629,0.6229193155661206,0.025333567079195117,0.6218703345799438,0.023167634716262292,0.730189510969339,0.02137329459371255,0.30419847328244276,0.024067753217634033,6.22302124000853,0.34416055257081407,0.14409195999614893,0.013776146006268109,6.367113200004678,0.3544866982633762,,,,,,,,,,
