experiment,model,fold,rows,predictors,fit_seconds,predict_seconds,total_seconds,accuracy,balanced_accuracy,macro_f1,weighted_f1,ordinal_mae,collapsed_accuracy,collapsed_balanced_accuracy,collapsed_macro_f1,collapsed_weighted_f1,collapsed_ordinal_mae
ieq_five_class_extra_trees,Extra Trees,1,1367,21,9.12512389998301,0.17607829999178648,9.301202199974796,0.5691294806144843,0.4819862510804255,0.46176135101466914,0.5676908408240108,0.5815654718361375,0.7205559619604974,0.5926579814315663,0.5844703867097826,0.7158121039735854,0.32772494513533285
ieq_five_class_extra_trees,Extra Trees,2,1367,21,8.331266799999867,0.1343293999962043,8.465596199996071,0.5910753474762254,0.4894172791123904,0.4783323159624876,0.592584390595015,0.5384052670080468,0.7344550109729334,0.6260098105916981,0.6153969841200831,0.7348390045401693,0.3043160204828091
ieq_five_class_extra_trees,Extra Trees,3,1367,21,7.13863569998648,0.14568650000728667,7.284322199993767,0.590343818580834,0.4944872754675961,0.47736158466316214,0.5906827721765044,0.5676664228237015,0.7132406730065838,0.595079193667956,0.5866951462661775,0.7124756523072618,0.33138258961228967
ieq_five_class_extra_trees,Extra Trees,4,1367,21,7.27758600001107,0.1603437999729067,7.437929799983976,0.5822970007315289,0.5132369001091579,0.488946110139695,0.5822351203366979,0.5530358449158742,0.7220190197512801,0.6271193757717829,0.6079888624340498,0.7224692879803745,0.3152889539136796
ieq_five_class_extra_trees,Extra Trees,5,1366,21,6.976763599988772,0.14644559999578632,7.123209199984558,0.5922401171303074,0.4714580938721123,0.47004989288825544,0.5892972975255498,0.5373352855051244,0.7181551976573939,0.5780691881042831,0.5801095935303234,0.7129142056500664,0.3206442166910688
