experiment,training_population,evaluation_population,rows,predictors,accuracy,balanced_accuracy,macro_f1,weighted_f1,ordinal_mae,all_school_accuracy,all_school_balanced_accuracy,all_school_macro_f1,all_school_weighted_f1,all_school_ordinal_mae,accuracy_delta_vs_all_school,balanced_accuracy_delta_vs_all_school,macro_f1_delta_vs_all_school,weighted_f1_delta_vs_all_school,ordinal_mae_delta_vs_all_school
primary_trained_oof_primary_ensemble_nonprimary,Primary school,All rows,6834,21,0.7022241732513901,0.5438485286822585,0.54705837354638,0.6866582753873419,0.3481123792800702,0.7247585601404741,0.5964088468498744,0.5976637074647136,0.7225963449873403,0.3124085455077553,-0.022534386889084046,-0.05256031816761586,-0.05060533391833366,-0.035938069599998346,0.0357038337723149
primary_trained_oof_primary_ensemble_nonprimary,Primary school,Primary school,5101,21,0.7622034895118605,0.6245383471251473,0.6233164050680804,0.7598242621638076,0.27524014899039406,0.7576945696922172,0.61066840090721,0.6139404348638106,0.7509563377183336,0.28249362870025485,0.004508919819643298,0.013869946217937357,0.009375970204269835,0.008867924445474018,-0.007253479709860788
primary_trained_oof_primary_ensemble_nonprimary,Primary school,Secondary school,834,21,0.4064748201438849,0.37684161385795356,0.3178824123780133,0.34021058696274836,0.7038369304556354,0.5719424460431655,0.49835160103640935,0.5001421366557318,0.5624982704084631,0.45443645083932854,-0.16546762589928055,-0.12150998717845579,-0.18225972427771853,-0.22228768344571476,0.2494004796163069
primary_trained_oof_primary_ensemble_nonprimary,Primary school,Test lecture room,899,21,0.6362625139043382,0.37430344603003896,0.34437204449250824,0.5708981271697228,0.43159065628476084,0.6796440489432704,0.4933544093712898,0.502540772606033,0.6729288162440515,0.3503893214682981,-0.04338153503893216,-0.11905096334125087,-0.15816872811352478,-0.10203068907432877,0.08120133481646274
