experiment,model,rows,predictors,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,macro_f1_mean,macro_f1_std,weighted_f1_mean,weighted_f1_std,ordinal_mae_mean,ordinal_mae_std,collapsed_accuracy_mean,collapsed_accuracy_std,collapsed_balanced_accuracy_mean,collapsed_balanced_accuracy_std,collapsed_macro_f1_mean,collapsed_macro_f1_std,collapsed_weighted_f1_mean,collapsed_weighted_f1_std,collapsed_ordinal_mae_mean,collapsed_ordinal_mae_std,fit_seconds_mean,fit_seconds_std,predict_seconds_mean,predict_seconds_std,total_seconds_mean,total_seconds_std
ieq_five_class_extra_trees,Extra Trees,6834,21,0.585017152906676,0.009709063543188172,0.4901171599283365,0.015559422818627232,0.4752902509336538,0.010130641134397019,0.5844980842915556,0.010176880666138064,0.5556016584177769,0.019076410847045987,0.7216851726697378,0.00787758908452104,0.6037871099134573,0.0217907082480479,0.5949321946120832,0.0157026437032617,0.7197020508902915,0.009356980461293721,0.31987134516703597,0.01069756452613903,7.769875199993839,0.9248915531335927,0.1525767199927941,0.01605212014650125,7.922451919986633,0.932297993302137
