experiment,variant,variant_description,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,macro_f1_mean,macro_f1_std,weighted_f1_mean,weighted_f1_std,ordinal_mae_mean,ordinal_mae_std,fit_seconds_mean,fit_seconds_std,predict_seconds_mean,predict_seconds_std,total_seconds_mean,total_seconds_std,accuracy_delta_vs_baseline,balanced_accuracy_delta_vs_baseline,macro_f1_delta_vs_baseline,weighted_f1_delta_vs_baseline,ordinal_mae_delta_vs_baseline
ieq_threshold_feature_engineering,baseline,Current model-ready IEQ predictors only.,0.7269507883482335,0.011527787430534746,0.5969574190491419,0.0349145726948874,0.5965799430151225,0.03036675989255066,0.725015600192271,0.01340399656476109,0.3103616837374593,0.010365158006620542,6.544298520000302,0.12978072764668916,0.14643316000292544,0.01863456008944647,6.6907316800032275,0.1357854977190597,0.0,0.0,0.0,0.0,0.0
ieq_threshold_feature_engineering,threshold_flags_co2_1000_t18_t24,"Adds three binary threshold indicators: CO2 > 1000 ppm, Temperature < 18 deg C, and Temperature > 24 deg C.",0.7222687892072176,0.009433715977735,0.5964288386042135,0.03525605968261475,0.5935987563290926,0.029561737780012583,0.7203638021754104,0.011214362783251407,0.31548260021570995,0.008095491257515434,6.964651699998649,0.3578789005894039,0.14223063999961597,0.019247981966062814,7.106882339998265,0.36921427228972686,-0.004681999141015858,-0.0005285804449284282,-0.0029811866860298686,-0.004651798016860553,0.005120916478250637
