experiment,variant,cv_splits,model,rows,predictors,note,macro_f1_mean,macro_f1_std,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,ordinal_mae_mean,ordinal_mae_std,fit_seconds_mean,fit_seconds_std,predict_seconds_mean,predict_seconds_std,total_seconds_mean,total_seconds_std,train_rows_after_sampling_mean,train_rows_after_sampling_std
ordinal_classification,ordinal_extra_trees_decomposition,5,Extra Trees,6834,20,Two-threshold ordinal decomposition with fold-internal Extra Trees binary classifiers.,0.5861035905405713,0.020117834857500728,0.7300253518139881,0.0038888557990517953,0.5852879273955536,0.024944635570919325,0.3107982447590721,0.003445052024400806,8.112199840019457,0.8625910757367916,0.14794170000823215,0.012102402733102077,8.26014154002769,0.8594741133225766,5467.2,0.4472135955000088
ordinal_classification,ordinal_random_forest_decomposition,5,Random Forest,6834,20,Two-threshold ordinal decomposition with fold-internal Random Forest binary classifiers.,0.5480128517699988,0.010032209723742332,0.711881828629449,0.0067879209858451245,0.5539200914535676,0.013518662312557729,0.3365499897714481,0.013342938943216096,3.1417465400067157,0.3036968274984709,0.10319059999892488,0.015304455811253325,3.2449371400056406,0.31578876877944145,5467.2,0.4472135955000088
