experiment,variant,cv_splits,model,rows,predictors,note,macro_f1_mean,macro_f1_std,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,ordinal_mae_mean,ordinal_mae_std,fit_seconds_mean,fit_seconds_std,predict_seconds_mean,predict_seconds_std,total_seconds_mean,total_seconds_std,train_rows_after_sampling_mean,train_rows_after_sampling_std,macro_f1_delta_vs_main,accuracy_delta_vs_main,balanced_accuracy_delta_vs_main,ordinal_mae_delta_vs_main,same_population_as_main,display_order
baseline,main_all_school_extra_trees,2,Extra Trees,6834,20,Tuned Extra Trees on the full imputed all-school dataset.,0.5576444413639201,0.0018153626145962492,0.6968100673105062,0.0028971305053005257,0.5559218659397431,0.0010341453077268305,0.34679543459174716,0.004552633651186423,0.17156704999797512,0.018620596436499093,0.01628789999813307,0.0047277159446016655,0.1878549499961082,0.02334831238110076,3417.0,0.0,0.0,0.0,0.0,0.0,True,0
feature_engineering,threshold_flags_co2_1000_t18_t24,2,Extra Trees,6834,23,Adds binary CO2 and temperature threshold indicators.,0.5556216661327633,0.0009134000759813602,0.6892010535557507,0.004966509437657887,0.5594568381453212,6.223437191581303e-05,0.35703833772314897,0.00538038522412943,0.15558575000613928,0.02074375526954863,0.021975099996780045,0.0011392904569911288,0.17756085000291932,0.021883045726539756,3417.0,0.0,-0.0020227752311567926,-0.007609013754755534,0.0035349722055780797,0.010242903131401804,True,1
missingness_indicators,imputation_indicators,2,Extra Trees,6834,31,"Adds binary flags for predictors that were missing before imputation, plus a per-row missingness count.",0.5730744131903966,1.2509001954313727e-05,0.7028094820017559,0.0035179441850076436,0.5754544602039597,0.0011815724917673444,0.33772314896107697,0.0004138757864714644,0.1633206499973312,0.013989329850401752,0.018245800005388446,0.005729262001319136,0.18156645000271965,0.008260067849082616,3417.0,0.0,0.01542997182647654,0.005999414691249649,0.019532594264216607,-0.009072285630670196,True,2
soft_voting,soft_vote_et_0.90_rf_0.10,2,Extra Trees + Random Forest,6834,20,Soft-voting ensemble of tuned Extra Trees and tuned Random Forest probabilities.,0.5616173895665626,0.0018223151101165814,0.7010535557506585,0.00020693789323584998,0.5590710692020413,0.004672261356895175,0.3424056189640035,0.003311006291771951,0.22837530000833794,0.008588801804677249,0.027997699988191016,0.0044385092503627524,0.25637299999652896,0.004150292554314496,3417.0,0.0,0.00397294820264249,0.004243488440152321,0.0031492032622981725,-0.004389815627743654,True,3
soft_voting,soft_vote_et_0.86_rf_0.14,2,Extra Trees + Random Forest,6834,20,Soft-voting ensemble of tuned Extra Trees and tuned Random Forest probabilities.,0.5625124856686172,0.00016011881208361688,0.7029558091893473,0.0008277515729430466,0.5595261400768567,0.0031297056093568835,0.3407960199004975,0.0039318199714792265,0.22837530000833794,0.008588801804677249,0.027997699988191016,0.0044385092503627524,0.25637299999652896,0.004150292554314496,3417.0,0.0,0.004868044304697117,0.006145741878841093,0.0036042741371136167,-0.005999414691249649,True,4
soft_voting,soft_vote_et_0.80_rf_0.20,2,Extra Trees + Random Forest,6834,20,Soft-voting ensemble of tuned Extra Trees and tuned Random Forest probabilities.,0.5628622578446267,0.001004871164643405,0.7039800995024875,0.0022763168255932114,0.5595175427901381,0.0022473055128456538,0.3399180567749488,0.005173447330893698,0.22837530000833794,0.008588801804677249,0.027997699988191016,0.0044385092503627524,0.25637299999652896,0.004150292554314496,3417.0,0.0,0.005217816480706627,0.007170032191981313,0.0035956768503949688,-0.006877377816798369,True,5
soft_voting,soft_vote_et_0.95_rf_0.05,2,Extra Trees + Random Forest,6834,20,Soft-voting ensemble of tuned Extra Trees and tuned Random Forest probabilities.,0.5588622658524756,0.0003261686288702887,0.6982733391864209,0.00041387578647150366,0.5568551345720616,0.002618397766804979,0.34547848990342406,0.003517944185007683,0.22837530000833794,0.008588801804677249,0.027997699988191016,0.0044385092503627524,0.25637299999652896,0.004150292554314496,3417.0,0.0,0.0012178244885554523,0.0014632718759146623,0.0009332686323184625,-0.0013169446883231073,True,6
ordinal_classification,ordinal_extra_trees_decomposition,2,Extra Trees,6834,20,Two-threshold ordinal decomposition with fold-internal binary classifiers.,0.5542829093662378,0.003964534668370376,0.7088088966930055,0.0016555031458859754,0.5500529202294263,0.0006718133232659349,0.3364062042727539,0.006001198903836685,0.4982400000008056,0.19867126682799632,0.053970599983586,0.016210140112057354,0.5522105999843916,0.21488140694005367,3417.0,0.0,-0.003361531997682299,0.011998829382499299,-0.00586894571031682,-0.010389230318993248,True,7
ordinal_classification,ordinal_random_forest_decomposition,2,Random Forest,6834,20,Two-threshold ordinal decomposition with fold-internal binary classifiers.,0.5183746172958446,0.01705361036541009,0.6881767632426106,0.010139956768551624,0.5249508351161023,0.017405039990367605,0.36698858647936783,0.010346894661787375,0.1436591500096256,0.002421770036770821,0.025414050003746524,0.0017886265988572732,0.16907320001337212,0.004210396635628094,3417.0,0.0,-0.039269824068075554,-0.008633304067895642,-0.030971030823640833,0.020193151887620664,True,8
class_weight_search,class_weight_balanced,2,Extra Trees,6834,20,Baseline Extra Trees balanced class weights.,0.5576444413639201,0.0018153626145962492,0.6968100673105062,0.0028971305053005257,0.5559218659397431,0.0010341453077268305,0.34679543459174716,0.004552633651186423,0.1624990000127582,0.01967793319032094,0.022178600003826432,0.0029417056195975124,0.18467760001658462,0.016736227570723426,3417.0,0.0,0.0,0.0,0.0,0.0,True,9
