experiment,variant,fold,cv_splits,model,rows,train_rows_after_sampling,predictors,fit_seconds,predict_seconds,total_seconds,note,class_weight,macro_f1,accuracy,balanced_accuracy,ordinal_mae,recall_dissatisfied,recall_neutral,recall_satisfied
class_weight_search,class_weight_balanced,1,2,Extra Trees,6834,3417,20,0.14858460001414642,0.024258699995698407,0.17284330000984482,Baseline Extra Trees balanced class weights.,balanced,0.5563607861488266,0.6947614866842259,0.5566531170995691,0.35001463271875916,0.3677685950413223,0.4859913793103448,0.8161993769470405
class_weight_search,class_weight_balanced,2,2,Extra Trees,6834,3417,20,0.17641340001136996,0.020098500011954457,0.19651190002332442,Baseline Extra Trees balanced class weights.,balanced,0.5589280965790137,0.6988586479367866,0.5551906147799173,0.3435762364647352,0.3677685950413223,0.46817691477885653,0.8296263345195729
class_weight_search,class_weight_equal_1_1_1,1,2,Extra Trees,6834,3417,20,0.15567040001042187,0.0224449000088498,0.17811530001927167,"Manual equal class weights: {0: 1, 1: 1, 2: 1}.","{'dissatisfied': 1, 'neutral': 1, 'satisfied': 1}",0.5179016141614938,0.7181738366988587,0.4917062439923381,0.32338308457711445,0.18181818181818182,0.3760775862068966,0.9172229639519359
class_weight_search,class_weight_equal_1_1_1,2,2,Extra Trees,6834,3417,20,0.15913899999577552,0.021090000023832545,0.18022900001960807,"Manual equal class weights: {0: 1, 1: 1, 2: 1}.","{'dissatisfied': 1, 'neutral': 1, 'satisfied': 1}",0.5536240776580729,0.729880011706175,0.5193770978730758,0.30816505706760317,0.25206611570247933,0.3807982740021575,0.9252669039145908
class_weight_search,class_weight_dissatisfied_2_neutral_1_5,1,2,Extra Trees,6834,3417,20,0.17421500000637025,0.017083599988836795,0.19129859999520704,"Manual class weights: {0: 2, 1: 1.5, 2: 1}.","{'dissatisfied': 2, 'neutral': 1.5, 'satisfied': 1}",0.5319988084892184,0.7105648229441031,0.5110680344023076,0.3330406789581504,0.22727272727272727,0.42564655172413796,0.8802848242100578
class_weight_search,class_weight_dissatisfied_2_neutral_1_5,2,2,Extra Trees,6834,3417,20,0.1475413000152912,0.01670050001121126,0.16424180002650246,"Manual class weights: {0: 2, 1: 1.5, 2: 1}.","{'dissatisfied': 2, 'neutral': 1.5, 'satisfied': 1}",0.5661046597560112,0.7246122329528827,0.5363562794084541,0.31050629206906644,0.2975206611570248,0.4120819848975189,0.8994661921708185
class_weight_search,class_weight_dissatisfied_3_neutral_2,1,2,Extra Trees,6834,3417,20,0.14049960000556894,0.022636700014118105,0.16313630001968704,"Manual class weights: {0: 3, 1: 2, 2: 1}.","{'dissatisfied': 3, 'neutral': 2, 'satisfied': 1}",0.5566947853686205,0.7120280948200176,0.5404746027539585,0.3242610477026632,0.2768595041322314,0.49676724137931033,0.8477970627503337
class_weight_search,class_weight_dissatisfied_3_neutral_2,2,2,Extra Trees,6834,3417,20,0.18287019999115728,0.022552600014023483,0.20542280000518076,"Manual class weights: {0: 3, 1: 2, 2: 1}.","{'dissatisfied': 3, 'neutral': 2, 'satisfied': 1}",0.5732560368799909,0.7251975417032485,0.5501375398449743,0.3099209833187006,0.30165289256198347,0.4746494066882416,0.8741103202846975
class_weight_search,class_weight_dissatisfied_4_neutral_2,1,2,Extra Trees,6834,3417,20,0.18212099999072962,0.019430799991823733,0.20155179998255335,"Manual class weights: {0: 4, 1: 2, 2: 1}.","{'dissatisfied': 4, 'neutral': 2, 'satisfied': 1}",0.5516083302061949,0.7026631548141645,0.5396562639232856,0.3412350014632719,0.30991735537190085,0.4665948275862069,0.842456608811749
class_weight_search,class_weight_dissatisfied_4_neutral_2,2,2,Extra Trees,6834,3417,20,0.15753419999964535,0.022501800005557016,0.18003600000520237,"Manual class weights: {0: 4, 1: 2, 2: 1}.","{'dissatisfied': 4, 'neutral': 2, 'satisfied': 1}",0.5622913567602628,0.713491366695932,0.5472003179232593,0.3242610477026632,0.34297520661157027,0.42718446601941745,0.87144128113879
