model,fold,repeat,domain,features,baseline_macro_f1,permuted_macro_f1,macro_f1_drop
Logistic regression,3,5,Age,Age,0.41865866713171207,0.4041258438497186,0.014532823281993457
Logistic regression,3,1,Gender,Gender,0.41865866713171207,0.40985008560655206,0.008808581525160009
Logistic regression,3,2,Gender,Gender,0.41865866713171207,0.41927634744891823,-0.0006176803172061596
Logistic regression,3,3,Gender,Gender,0.41865866713171207,0.4092637745545238,0.009394892577188285
Logistic regression,3,4,Gender,Gender,0.41865866713171207,0.40543272753960585,0.013225939592106217
Logistic regression,3,5,Gender,Gender,0.41865866713171207,0.4149577101432767,0.0037009569884353666
Logistic regression,3,1,EA,EA,0.41865866713171207,0.3669100758130724,0.05174859131863968
Logistic regression,3,2,EA,EA,0.41865866713171207,0.38632478632478634,0.03233388080692573
Logistic regression,3,3,EA,EA,0.41865866713171207,0.38666114025189885,0.03199752687981322
Logistic regression,3,4,EA,EA,0.41865866713171207,0.37778622845621496,0.040872438675497114
Logistic regression,3,5,EA,EA,0.41865866713171207,0.37611064218183365,0.042548024949878416
Logistic regression,3,1,LocationBack,LocationBack,0.41865866713171207,0.3965111805871504,0.022147486544561668
Logistic regression,3,2,LocationBack,LocationBack,0.41865866713171207,0.3987135438987323,0.019945123232979756
Logistic regression,3,3,LocationBack,LocationBack,0.41865866713171207,0.40229084238178053,0.016367824749931537
Logistic regression,3,4,LocationBack,LocationBack,0.41865866713171207,0.4167724489177636,0.0018862182139484651
Logistic regression,3,5,LocationBack,LocationBack,0.41865866713171207,0.40937499588343296,0.009283671248279113
Logistic regression,3,1,LocationFront,LocationFront,0.41865866713171207,0.40934091143610746,0.009317755695604613
Logistic regression,3,2,LocationFront,LocationFront,0.41865866713171207,0.40433739285280973,0.01432127427890234
Logistic regression,3,3,LocationFront,LocationFront,0.41865866713171207,0.39645245062077933,0.02220621651093274
Logistic regression,3,4,LocationFront,LocationFront,0.41865866713171207,0.40187719315035303,0.01678147398135904
Logistic regression,3,5,LocationFront,LocationFront,0.41865866713171207,0.404434981109824,0.01422368602188806
Logistic regression,3,1,LocationLeft,LocationLeft,0.41865866713171207,0.3894081561201084,0.029250511011603697
Logistic regression,3,2,LocationLeft,LocationLeft,0.41865866713171207,0.3978813691008949,0.020777298030817182
Logistic regression,3,3,LocationLeft,LocationLeft,0.41865866713171207,0.4000679260892566,0.01859074104245545
Logistic regression,3,4,LocationLeft,LocationLeft,0.41865866713171207,0.38951191330443496,0.029146753827277105
Logistic regression,3,5,LocationLeft,LocationLeft,0.41865866713171207,0.4105957445803187,0.008062922551393348
Logistic regression,3,1,LocationRight,LocationRight,0.41865866713171207,0.40811649902448427,0.0105421681072278
Logistic regression,3,2,LocationRight,LocationRight,0.41865866713171207,0.41025872481946424,0.008399942312247832
Logistic regression,3,3,LocationRight,LocationRight,0.41865866713171207,0.41878243177945623,-0.0001237646477441623
Logistic regression,3,4,LocationRight,LocationRight,0.41865866713171207,0.42088381974593486,-0.0022251526142227918
Logistic regression,3,5,LocationRight,LocationRight,0.41865866713171207,0.41486914685060877,0.003789520281103298
Logistic regression,3,1,LocationMiddle,LocationMiddle,0.41865866713171207,0.41579322554725745,0.00286544158445462
Logistic regression,3,2,LocationMiddle,LocationMiddle,0.41865866713171207,0.41199651800872417,0.006662149122987904
Logistic regression,3,3,LocationMiddle,LocationMiddle,0.41865866713171207,0.4129823422175762,0.0056763249141358885
Logistic regression,3,4,LocationMiddle,LocationMiddle,0.41865866713171207,0.41624499637027573,0.0024136707614363373
Logistic regression,3,5,LocationMiddle,LocationMiddle,0.41865866713171207,0.41435476309263314,0.004303904039078932
Logistic regression,3,1,Ttrend,Ttrend,0.41865866713171207,0.41872931022172155,-7.064309000948121e-05
Logistic regression,3,2,Ttrend,Ttrend,0.41865866713171207,0.41919583826291146,-0.0005371711311993876
Logistic regression,3,3,Ttrend,Ttrend,0.41865866713171207,0.41825914395520986,0.00039952317650221447
Logistic regression,3,4,Ttrend,Ttrend,0.41865866713171207,0.41734071121044297,0.0013179559212690983
Logistic regression,3,5,Ttrend,Ttrend,0.41865866713171207,0.42003988382902885,-0.0013812166973167783
Logistic regression,3,1,Vote hour,Vote hour,0.41865866713171207,0.42000470181391786,-0.0013460346822057878
Logistic regression,3,2,Vote hour,Vote hour,0.41865866713171207,0.42663947661347645,-0.007980809481764384
Logistic regression,3,3,Vote hour,Vote hour,0.41865866713171207,0.4112461780970135,0.007412489034698544
