variant,cv_splits,rows,predictors,class_weight,threshold_tuning,macro_f1_mean,macro_f1_std,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,ordinal_mae_mean,ordinal_mae_std,recall_dissatisfied_mean,recall_dissatisfied_std,recall_neutral_mean,recall_neutral_std,recall_satisfied_mean,recall_satisfied_std,fit_seconds_mean,fit_seconds_std,predict_seconds_mean,predict_seconds_std,total_seconds_mean,total_seconds_std
final_imputation_class_weight_threshold_10fold,10,6834,31,"{'dissatisfied': 3.0, 'neutral': 2.0, 'satisfied': 1.0}",nested_inner_cv,0.6213960878990983,0.03472242253787205,0.7368971171217453,0.020864610337288272,0.6236384364353532,0.03509012846577223,0.2945630303185979,0.023834779743102243,0.43775510204081636,0.09284906998539308,0.6129206625980819,0.05292186961586902,0.8202395446671616,0.03050624217660218,10.45243630000623,2.149845787309853,0.16201962999766692,0.14663914459208696,10.614455930003896,2.207348547022969
