variant,true_label,predicted_label,count
final_imputation_class_weight_threshold_10fold,dissatisfied,dissatisfied,212
final_imputation_class_weight_threshold_10fold,neutral,dissatisfied,150
final_imputation_class_weight_threshold_10fold,satisfied,dissatisfied,111
final_imputation_class_weight_threshold_10fold,dissatisfied,neutral,168
final_imputation_class_weight_threshold_10fold,neutral,neutral,1137
final_imputation_class_weight_threshold_10fold,satisfied,neutral,697
final_imputation_class_weight_threshold_10fold,dissatisfied,satisfied,104
final_imputation_class_weight_threshold_10fold,neutral,satisfied,568
final_imputation_class_weight_threshold_10fold,satisfied,satisfied,3687
