multiplier_dissatisfied,multiplier_neutral,multiplier_satisfied,macro_f1,accuracy,balanced_accuracy,ordinal_mae,recall_dissatisfied,recall_neutral,recall_satisfied,outer_fold
1.5,1.5,1.0,0.5836116722658525,0.7070395057714193,0.581873409126437,0.32108600227605266,0.31422018348623854,0.664469742360695,0.7669303015323776,6
2.5,1.0,1.0,0.5834934474527961,0.7130547878393757,0.6133811698573268,0.34368395382864575,0.5412844036697247,0.46494907130017976,0.8339100346020761,6
2.5,1.5,1.0,0.5826212122897575,0.6935457649162737,0.6073546337417338,0.3505121118517314,0.45642201834862384,0.6135410425404434,0.7521008403361344,6
1.2,1.5,1.0,0.576984150364737,0.708502682490652,0.570614763162109,0.31604617135425134,0.268348623853211,0.6728579988016776,0.7706376668314384,6
1.0,1.5,1.0,0.5701054032700893,0.7093155584457812,0.5619898030008733,0.314257844252967,0.231651376146789,0.6824445775913721,0.7718734552644587,6
2.5,2.0,1.0,0.568777068866299,0.6629816290034141,0.5943557098762183,0.37132173630304016,0.3922018348623853,0.7237866986219293,0.6670785961443401,6
2.0,2.0,1.0,0.5664634346067302,0.667371159161112,0.58156504678183,0.3599414729312307,0.3302752293577982,0.7411623726782505,0.6732575383094415,6
1.5,2.0,1.0,0.5588716672788769,0.6698097870264997,0.5669644114696045,0.3511624126158348,0.268348623853211,0.7543439185140803,0.6782006920415224,6
1.2,2.0,1.0,0.5476751158541915,0.670622662981629,0.5545986142060261,0.34774833360429197,0.21788990825688073,0.7657279808268425,0.680177953534355,6
1.0,2.0,1.0,0.5367565300060488,0.6701349374085515,0.5444932254090918,0.3469354576491627,0.1811926605504587,0.7711204313960456,0.6811665842807711,6
2.0,1.5,1.0,0.6011119270432417,0.7049260282880833,0.6173814219263488,0.3274264347260608,0.44036697247706424,0.6596764529658478,0.7521008403361344,7
1.5,1.2,1.0,0.6006506195394555,0.7216712729637458,0.5990610367795489,0.30986831409526905,0.3967889908256881,0.5889754343918514,0.8114186851211073,7
1.5,1.0,1.0,0.6002357897752936,0.731100634043245,0.5978057590176041,0.3054787839375711,0.42660550458715596,0.5128819652486519,0.8539298072170044,7
2.0,1.2,1.0,0.598743408821881,0.7153308405137376,0.6158071181763355,0.3245000812875955,0.481651376146789,0.5620131815458358,0.8037567968363816,7
1.5,1.5,1.0,0.5987216467104811,0.7098032840188587,0.6010234786746137,0.31750934807348397,0.36009174311926606,0.6854403834631516,0.7575383094414236,7
1.2,1.2,1.0,0.597702408985455,0.7255730775483661,0.5856930793879594,0.30320273126320924,0.33256880733944955,0.6081485919712403,0.8163618388531884,7
1.2,1.0,1.0,0.5961667576170505,0.7337018370996586,0.581028287191186,0.2988132011055113,0.3555045871559633,0.5284601557819053,0.8591201186356896,7
1.0,1.0,1.0,0.5926422653766171,0.7354901642009429,0.5723547036778811,0.2965371484311494,0.31422018348623854,0.542240862792091,0.8606030647553139,7
2.0,1.0,1.0,0.5917904515463713,0.7215086977727199,0.6112833064380095,0.32515038205169894,0.5091743119266054,0.4811264230077891,0.8435491843796342,7
2.5,1.5,1.0,0.5898744798513564,0.694358640871403,0.6226483107770261,0.34937408551455046,0.4954128440366973,0.6303175554224086,0.7422145328719724,7
2.5,1.2,1.0,0.5878983280886775,0.7047634530970573,0.6229076252073801,0.34726060803121445,0.5412844036697247,0.5350509286998203,0.7923875432525952,7
1.0,1.2,1.0,0.5871947515468784,0.7252479271663144,0.5719511062613716,0.30222728011705413,0.2798165137614679,0.6189334931096465,0.8171033119130005,7
1.2,1.5,1.0,0.5849898682364812,0.7114290359291172,0.5800108543726449,0.3123069419606568,0.27522935779816515,0.7028160575194727,0.7619871478002966,7
2.0,2.0,1.0,0.5838798283396095,0.6707852381726549,0.6044772272810456,0.3540887660543001,0.3853211009174312,0.7657279808268425,0.6623826000988631,7
2.5,1.0,1.0,0.581793765392833,0.7104535847829622,0.6203004105734147,0.34726060803121445,0.5756880733944955,0.4547633313361294,0.8304498269896193,7
2.5,2.0,1.0,0.579357172577717,0.6633067793854658,0.61224812411422,0.3685579580556007,0.44036697247706424,0.7411623726782505,0.6552150271873455,7
1.0,1.5,1.0,0.5785450078116646,0.7122419118842465,0.571737897699161,0.30986831409526905,0.23853211009174313,0.7142001198322349,0.7624814631735047,7
1.5,2.0,1.0,0.5698233782409562,0.6724109900829134,0.5806624418440721,0.3475857584132661,0.286697247706422,0.7896944278010785,0.6655956500247158,7
