model,n_candidates_tested,total_grid_candidates,rank_test_macro_f1,mean_test_macro_f1,std_test_macro_f1,mean_test_accuracy,std_test_accuracy,mean_test_balanced_accuracy,std_test_balanced_accuracy,mean_fit_time,std_fit_time,params_json
Random Forest,288,288,110,0.5764390708542368,0.009372595780120618,0.7120285628295495,0.004041920100359928,0.571535885904905,0.013300285108981331,3.483341121673584,0.02669132714855901,"{""model__class_weight"": ""balanced_subsample"", ""model__criterion"": ""gini"", ""model__max_depth"": 24, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 2, ""model__min_samples_split"": 10, ""model__n_estimators"": 300}"
Random Forest,288,288,103,0.5769535520788415,0.009009110521642154,0.7133456361570205,0.006440662132963352,0.5721307959495817,0.013431841429146918,6.976782560348511,0.0714924863456543,"{""model__class_weight"": ""balanced_subsample"", ""model__criterion"": ""gini"", ""model__max_depth"": 24, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 2, ""model__min_samples_split"": 10, ""model__n_estimators"": 600}"
Random Forest,288,288,98,0.5773403114450762,0.009520430978061333,0.7124684441140843,0.005139781707078358,0.5744621455101045,0.01353119381361758,3.4024579524993896,0.0346503436295493,"{""model__class_weight"": ""balanced_subsample"", ""model__criterion"": ""gini"", ""model__max_depth"": 24, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 4, ""model__min_samples_split"": 2, ""model__n_estimators"": 300}"
Random Forest,288,288,43,0.5813859626914237,0.006890807366033623,0.7139316090101225,0.00575451267600119,0.5787970442235287,0.012224491496969537,6.878617811203003,0.038643673879582334,"{""model__class_weight"": ""balanced_subsample"", ""model__criterion"": ""gini"", ""model__max_depth"": 24, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 4, ""model__min_samples_split"": 2, ""model__n_estimators"": 600}"
Random Forest,288,288,104,0.5769528264904329,0.010819316744051545,0.7099802819224538,0.007817783525819461,0.577598924839195,0.016265172357167217,3.3219981670379637,0.029151591640948906,"{""model__class_weight"": ""balanced_subsample"", ""model__criterion"": ""gini"", ""model__max_depth"": 24, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 4, ""model__min_samples_split"": 10, ""model__n_estimators"": 300}"
Random Forest,288,288,66,0.5796236582972631,0.009880737697857616,0.7107122392388672,0.006521703614383122,0.5798090934496021,0.015463278241778641,6.645104312896729,0.07400157992545844,"{""model__class_weight"": ""balanced_subsample"", ""model__criterion"": ""gini"", ""model__max_depth"": 24, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 4, ""model__min_samples_split"": 10, ""model__n_estimators"": 600}"
Random Forest,288,288,126,0.5748594743646118,0.009852620561242956,0.6950559142986587,0.008231111976535902,0.5919415981083709,0.016101854060540266,3.0478182315826414,0.04373815723548631,"{""model__class_weight"": ""balanced_subsample"", ""model__criterion"": ""gini"", ""model__max_depth"": 24, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 8, ""model__min_samples_split"": 2, ""model__n_estimators"": 300}"
Random Forest,288,288,196,0.569785157094597,0.014217093556070147,0.6949091800985582,0.006771131760999844,0.5842759647166151,0.020407038397066025,6.076693391799926,0.03953887725713047,"{""model__class_weight"": ""balanced_subsample"", ""model__criterion"": ""gini"", ""model__max_depth"": 24, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 8, ""model__min_samples_split"": 2, ""model__n_estimators"": 600}"
Random Forest,288,288,126,0.5748594743646118,0.009852620561242956,0.6950559142986587,0.008231111976535902,0.5919415981083709,0.016101854060540266,3.023641586303711,0.025473801994501125,"{""model__class_weight"": ""balanced_subsample"", ""model__criterion"": ""gini"", ""model__max_depth"": 24, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 8, ""model__min_samples_split"": 10, ""model__n_estimators"": 300}"
Random Forest,288,288,196,0.569785157094597,0.014217093556070147,0.6949091800985582,0.006771131760999844,0.5842759647166151,0.020407038397066025,6.058013772964477,0.06316153192206073,"{""model__class_weight"": ""balanced_subsample"", ""model__criterion"": ""gini"", ""model__max_depth"": 24, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 8, ""model__min_samples_split"": 10, ""model__n_estimators"": 600}"
Random Forest,288,288,262,0.5611121093228125,0.021049649738917278,0.7149528576217706,0.006435953027016962,0.5458225393043081,0.020936225848855114,1.8695929527282715,0.03167993443605164,"{""model__class_weight"": ""balanced_subsample"", ""model__criterion"": ""entropy"", ""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2, ""model__min_samples_split"": 2, ""model__n_estimators"": 300}"
Random Forest,288,288,266,0.5606769105049673,0.015645540690138925,0.7146611029056584,0.004611878647915591,0.5446662041769798,0.015009724138277964,3.7152123928070067,0.04072069534883652,"{""model__class_weight"": ""balanced_subsample"", ""model__criterion"": ""entropy"", ""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2, ""model__min_samples_split"": 2, ""model__n_estimators"": 600}"
Random Forest,288,288,75,0.5791243164088183,0.010329134863350846,0.7148085868425478,0.003356716308274786,0.5737159242850907,0.013642343163920684,1.6933332443237306,0.018639804383176577,"{""model__class_weight"": ""balanced_subsample"", ""model__criterion"": ""entropy"", ""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2, ""model__min_samples_split"": 10, ""model__n_estimators"": 300}"
Random Forest,288,288,79,0.5788862605658732,0.013594516074235188,0.7152465402324826,0.0047499815326444384,0.5734365840911179,0.01728187258700914,3.4103729248046877,0.009623942195663376,"{""model__class_weight"": ""balanced_subsample"", ""model__criterion"": ""entropy"", ""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2, ""model__min_samples_split"": 10, ""model__n_estimators"": 600}"
Random Forest,288,288,87,0.578300885618753,0.019203905712809926,0.7114421615554253,0.0051576496118577375,0.5767574188032382,0.022718023146077362,1.6415854930877685,0.027632968193192012,"{""model__class_weight"": ""balanced_subsample"", ""model__criterion"": ""entropy"", ""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 4, ""model__min_samples_split"": 2, ""model__n_estimators"": 300}"
Random Forest,288,288,73,0.5791801453744904,0.015081469040020912,0.7120280273032716,0.00658780093629368,0.5779837875845573,0.019353678077529822,3.5125375270843504,0.11159171435807214,"{""model__class_weight"": ""balanced_subsample"", ""model__criterion"": ""entropy"", ""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 4, ""model__min_samples_split"": 2, ""model__n_estimators"": 600}"
Random Forest,288,288,68,0.5795617861312234,0.015390349508096217,0.7115886815450148,0.007115653888823394,0.5816583260128023,0.02002175290804944,1.7562779426574706,0.04860220599598447,"{""model__class_weight"": ""balanced_subsample"", ""model__criterion"": ""entropy"", ""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 4, ""model__min_samples_split"": 10, ""model__n_estimators"": 300}"
Random Forest,288,288,64,0.5797210361740974,0.013240211182515792,0.7108572597548789,0.005551083414381565,0.5809910290563219,0.01821162048646914,3.3389349460601805,0.2261430598436737,"{""model__class_weight"": ""balanced_subsample"", ""model__criterion"": ""entropy"", ""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 4, ""model__min_samples_split"": 10, ""model__n_estimators"": 600}"
Random Forest,288,288,157,0.5733859664827788,0.012935728153985247,0.6950558071934031,0.009691543247994728,0.5908388593120923,0.01939925973364185,1.4453520774841309,0.016762639749328737,"{""model__class_weight"": ""balanced_subsample"", ""model__criterion"": ""entropy"", ""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 8, ""model__min_samples_split"": 2, ""model__n_estimators"": 300}"
Random Forest,288,288,153,0.5735683663583164,0.016028874562171093,0.6952014703409481,0.008312115173516795,0.5907931592909257,0.022478441057961755,2.8835204601287843,0.030209241562574315,"{""model__class_weight"": ""balanced_subsample"", ""model__criterion"": ""entropy"", ""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 8, ""model__min_samples_split"": 2, ""model__n_estimators"": 600}"
Random Forest,288,288,157,0.5733859664827788,0.012935728153985247,0.6950558071934031,0.009691543247994728,0.5908388593120923,0.01939925973364185,1.449510383605957,0.024251638295306906,"{""model__class_weight"": ""balanced_subsample"", ""model__criterion"": ""entropy"", ""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 8, ""model__min_samples_split"": 10, ""model__n_estimators"": 300}"
Random Forest,288,288,153,0.5735683663583164,0.016028874562171093,0.6952014703409481,0.008312115173516795,0.5907931592909257,0.022478441057961755,2.8658836841583253,0.017977202185923066,"{""model__class_weight"": ""balanced_subsample"", ""model__criterion"": ""entropy"", ""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 8, ""model__min_samples_split"": 10, ""model__n_estimators"": 600}"
Random Forest,288,288,284,0.5538164737586095,0.010523915035532782,0.7092481103955289,0.0035216700483336675,0.5363511165981651,0.009988807470553349,4.468378305435181,0.1425403866756506,"{""model__class_weight"": ""balanced_subsample"", ""model__criterion"": ""entropy"", ""model__max_depth"": null, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 2, ""model__min_samples_split"": 2, ""model__n_estimators"": 300}"
Random Forest,288,288,285,0.5525145108545824,0.01026905519232076,0.7092477890797624,0.004691120301967513,0.534577069304133,0.010400517110879408,8.769308042526244,0.0435002511371675,"{""model__class_weight"": ""balanced_subsample"", ""model__criterion"": ""entropy"", ""model__max_depth"": null, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 2, ""model__min_samples_split"": 2, ""model__n_estimators"": 600}"
Random Forest,288,288,215,0.5684542766901208,0.011296069670804392,0.7066142850563535,0.005612497769186086,0.5627311882830277,0.015298369596776868,4.030071020126343,0.029005200657347255,"{""model__class_weight"": ""balanced_subsample"", ""model__criterion"": ""entropy"", ""model__max_depth"": null, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 2, ""model__min_samples_split"": 10, ""model__n_estimators"": 300}"
Random Forest,288,288,203,0.5693809220310271,0.014377972986920071,0.7085164743948821,0.004363197021665252,0.5628839578641565,0.01773582745435202,8.119925546646119,0.04141451703123343,"{""model__class_weight"": ""balanced_subsample"", ""model__criterion"": ""entropy"", ""model__max_depth"": null, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 2, ""model__min_samples_split"": 10, ""model__n_estimators"": 600}"
Random Forest,288,288,217,0.5684104734518891,0.009314274643540127,0.7067609121511983,0.005126056080366213,0.5646648305546019,0.013285509446451906,3.9227209091186523,0.0320468251726702,"{""model__class_weight"": ""balanced_subsample"", ""model__criterion"": ""entropy"", ""model__max_depth"": null, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 4, ""model__min_samples_split"": 2, ""model__n_estimators"": 300}"
Random Forest,288,288,245,0.565587363088605,0.012245524298815796,0.705297533044649,0.005852878910218778,0.5611469774716469,0.01618732495634245,7.906248998641968,0.035030516354873975,"{""model__class_weight"": ""balanced_subsample"", ""model__criterion"": ""entropy"", ""model__max_depth"": null, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 4, ""model__min_samples_split"": 2, ""model__n_estimators"": 600}"
Random Forest,288,288,171,0.5722673330573198,0.0071813863131370125,0.7064688361193197,0.006448002063586366,0.5718883810950396,0.012277022385701965,3.824474573135376,0.02867533744248582,"{""model__class_weight"": ""balanced_subsample"", ""model__criterion"": ""entropy"", ""model__max_depth"": null, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 4, ""model__min_samples_split"": 10, ""model__n_estimators"": 300}"
Random Forest,288,288,202,0.5694521877204608,0.008813192560121981,0.7038344752538662,0.006631585983437903,0.568277707733842,0.014185400933695465,7.651437139511108,0.051851600736749937,"{""model__class_weight"": ""balanced_subsample"", ""model__criterion"": ""entropy"", ""model__max_depth"": null, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 4, ""model__min_samples_split"": 10, ""model__n_estimators"": 600}"
Random Forest,288,288,229,0.5670554542618447,0.012213932374240519,0.6916894890115363,0.007617697908040098,0.5816085006640621,0.019144776811902305,3.4289286613464354,0.012452834561371173,"{""model__class_weight"": ""balanced_subsample"", ""model__criterion"": ""entropy"", ""model__max_depth"": null, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 8, ""model__min_samples_split"": 2, ""model__n_estimators"": 300}"
Random Forest,288,288,236,0.5665301960453373,0.010537167072093859,0.6912510000953237,0.007646397914082755,0.5803708498455049,0.01667084320587381,6.957904052734375,0.14109489163216046,"{""model__class_weight"": ""balanced_subsample"", ""model__criterion"": ""entropy"", ""model__max_depth"": null, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 8, ""model__min_samples_split"": 2, ""model__n_estimators"": 600}"
Random Forest,288,288,229,0.5670554542618447,0.012213932374240519,0.6916894890115363,0.007617697908040098,0.5816085006640621,0.019144776811902305,3.434992790222168,0.02962393682504016,"{""model__class_weight"": ""balanced_subsample"", ""model__criterion"": ""entropy"", ""model__max_depth"": null, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 8, ""model__min_samples_split"": 10, ""model__n_estimators"": 300}"
Random Forest,288,288,236,0.5665301960453373,0.010537167072093859,0.6912510000953237,0.007646397914082755,0.5803708498455049,0.01667084320587381,6.893154621124268,0.042184983722952644,"{""model__class_weight"": ""balanced_subsample"", ""model__criterion"": ""entropy"", ""model__max_depth"": null, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 8, ""model__min_samples_split"": 10, ""model__n_estimators"": 600}"
Random Forest,288,288,201,0.5694590437083024,0.019395433692026072,0.7202210438263996,0.005199043974328776,0.5537159352837892,0.01997233475887379,1.7655043601989746,0.013657341549400825,"{""model__class_weight"": ""balanced_subsample"", ""model__criterion"": ""entropy"", ""model__max_depth"": 16, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2, ""model__min_samples_split"": 2, ""model__n_estimators"": 300}"
Random Forest,288,288,248,0.5654648990696818,0.012999987655288637,0.7180267784559919,0.004545542734989358,0.5505602850946081,0.013376905523233416,3.6176814079284667,0.0511428586196295,"{""model__class_weight"": ""balanced_subsample"", ""model__criterion"": ""entropy"", ""model__max_depth"": 16, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2, ""model__min_samples_split"": 2, ""model__n_estimators"": 600}"
Random Forest,288,288,14,0.5847391245518514,0.017862917973914948,0.7180266713507364,0.0038934834671985456,0.580094459960079,0.020296694425605173,1.6306884765625,0.014044300431852976,"{""model__class_weight"": ""balanced_subsample"", ""model__criterion"": ""entropy"", ""model__max_depth"": 16, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2, ""model__min_samples_split"": 10, ""model__n_estimators"": 300}"
Random Forest,288,288,39,0.5817975191072101,0.016208283529506578,0.7158317633487958,0.006187140404076581,0.5769445908705197,0.01930375964890756,3.231334161758423,0.009950093586386748,"{""model__class_weight"": ""balanced_subsample"", ""model__criterion"": ""entropy"", ""model__max_depth"": 16, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2, ""model__min_samples_split"": 10, ""model__n_estimators"": 600}"
Random Forest,288,288,34,0.5820809717700042,0.021955976738282076,0.7133440295781874,0.009323882637944654,0.582619323719863,0.026687105158540208,1.5854959964752198,0.014844019331143453,"{""model__class_weight"": ""balanced_subsample"", ""model__criterion"": ""entropy"", ""model__max_depth"": 16, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 4, ""model__min_samples_split"": 2, ""model__n_estimators"": 300}"
Random Forest,288,288,94,0.5775713668890328,0.01674173611218773,0.7112966055131359,0.006496582656091588,0.5759574363096285,0.020179519015866128,3.1920302867889405,0.07341583721167026,"{""model__class_weight"": ""balanced_subsample"", ""model__criterion"": ""entropy"", ""model__max_depth"": 16, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 4, ""model__min_samples_split"": 2, ""model__n_estimators"": 600}"
Random Forest,288,288,30,0.5821609083596442,0.015236263899182617,0.7099792108698981,0.007522928367107207,0.5851215657929414,0.019885289396219155,1.5590949535369873,0.010703503310964153,"{""model__class_weight"": ""balanced_subsample"", ""model__criterion"": ""entropy"", ""model__max_depth"": 16, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 4, ""model__min_samples_split"": 10, ""model__n_estimators"": 300}"
Random Forest,288,288,82,0.5787774096139215,0.01418352195930121,0.7095405077431745,0.008185723827075097,0.5801067636270018,0.01732195066616626,3.123493194580078,0.049295908981956196,"{""model__class_weight"": ""balanced_subsample"", ""model__criterion"": ""entropy"", ""model__max_depth"": 16, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 4, ""model__min_samples_split"": 10, ""model__n_estimators"": 600}"
Random Forest,288,288,172,0.5721284930410906,0.013714236867640976,0.6915436116534803,0.008117838332735553,0.590026927131918,0.020412922804003843,1.427542018890381,0.02197914174680714,"{""model__class_weight"": ""balanced_subsample"", ""model__criterion"": ""entropy"", ""model__max_depth"": 16, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 8, ""model__min_samples_split"": 2, ""model__n_estimators"": 300}"
Random Forest,288,288,180,0.5714397867782421,0.014321824142275561,0.6922752476541272,0.007781381040302315,0.5883731277660974,0.022655046081403087,2.8600974082946777,0.022017871981483524,"{""model__class_weight"": ""balanced_subsample"", ""model__criterion"": ""entropy"", ""model__max_depth"": 16, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 8, ""model__min_samples_split"": 2, ""model__n_estimators"": 600}"
Random Forest,288,288,172,0.5721284930410906,0.013714236867640976,0.6915436116534803,0.008117838332735553,0.590026927131918,0.020412922804003843,1.4258077621459961,0.010758547537782034,"{""model__class_weight"": ""balanced_subsample"", ""model__criterion"": ""entropy"", ""model__max_depth"": 16, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 8, ""model__min_samples_split"": 10, ""model__n_estimators"": 300}"
Random Forest,288,288,180,0.5714397867782421,0.014321824142275561,0.6922752476541272,0.007781381040302315,0.5883731277660974,0.022655046081403087,3.0403440475463865,0.1713505753654135,"{""model__class_weight"": ""balanced_subsample"", ""model__criterion"": ""entropy"", ""model__max_depth"": 16, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 8, ""model__min_samples_split"": 10, ""model__n_estimators"": 600}"
Random Forest,288,288,270,0.5596868017921004,0.008622093098803968,0.7145166179159245,0.005682714698855038,0.5428473780564348,0.008140088173469992,4.199080896377564,0.06420657092057767,"{""model__class_weight"": ""balanced_subsample"", ""model__criterion"": ""entropy"", ""model__max_depth"": 16, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 2, ""model__min_samples_split"": 2, ""model__n_estimators"": 300}"
Random Forest,288,288,261,0.5616221647908513,0.009079305483530992,0.7137846605995108,0.00602673865204894,0.5451200872750925,0.009255768855266112,8.247416782379151,0.03193508655712566,"{""model__class_weight"": ""balanced_subsample"", ""model__criterion"": ""entropy"", ""model__max_depth"": 16, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 2, ""model__min_samples_split"": 2, ""model__n_estimators"": 600}"
Random Forest,288,288,176,0.5719730166131825,0.012004945634756414,0.7086627801739603,0.0051477151794094445,0.5665916474297629,0.015254776645456864,3.836449480056763,0.02124418132834229,"{""model__class_weight"": ""balanced_subsample"", ""model__criterion"": ""entropy"", ""model__max_depth"": 16, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 2, ""model__min_samples_split"": 10, ""model__n_estimators"": 300}"
Random Forest,288,288,136,0.5745210907913874,0.01055578497023855,0.7105655050387668,0.006098563597490632,0.5693096292939962,0.01419153449159122,7.6412310123443605,0.023880521321672794,"{""model__class_weight"": ""balanced_subsample"", ""model__criterion"": ""entropy"", ""model__max_depth"": 16, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 2, ""model__min_samples_split"": 10, ""model__n_estimators"": 600}"
Random Forest,288,288,182,0.5708427889964419,0.011193117188994822,0.708078092583925,0.004259053333273969,0.5677265740542947,0.0143053675374104,3.76357045173645,0.03371623258584706,"{""model__class_weight"": ""balanced_subsample"", ""model__criterion"": ""entropy"", ""model__max_depth"": 16, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 4, ""model__min_samples_split"": 2, ""model__n_estimators"": 300}"
Random Forest,288,288,161,0.573299744523639,0.0076132434087175255,0.7083711325631037,0.006264650853915901,0.5704329400566267,0.011747787960019651,7.509115743637085,0.040533262607539935,"{""model__class_weight"": ""balanced_subsample"", ""model__criterion"": ""entropy"", ""model__max_depth"": 16, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 4, ""model__min_samples_split"": 2, ""model__n_estimators"": 600}"
Random Forest,288,288,139,0.5743621474124901,0.0065899126908475205,0.7074929765728675,0.006421384728831888,0.5735956536897721,0.011499403395789805,3.7300366878509523,0.012125109138225846,"{""model__class_weight"": ""balanced_subsample"", ""model__criterion"": ""entropy"", ""model__max_depth"": 16, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 4, ""model__min_samples_split"": 10, ""model__n_estimators"": 300}"
Random Forest,288,288,188,0.5704755907131013,0.006040426727143088,0.7060300258873402,0.0064072467945707244,0.5693519745833594,0.010520005096205593,7.401747989654541,0.04518060493540898,"{""model__class_weight"": ""balanced_subsample"", ""model__criterion"": ""entropy"", ""model__max_depth"": 16, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 4, ""model__min_samples_split"": 10, ""model__n_estimators"": 600}"
Random Forest,288,288,206,0.5690732662614642,0.008895429611089847,0.6932998165286972,0.007918637624283898,0.5826223576133661,0.015126243615311915,3.365263032913208,0.021876404410667957,"{""model__class_weight"": ""balanced_subsample"", ""model__criterion"": ""entropy"", ""model__max_depth"": 16, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 8, ""model__min_samples_split"": 2, ""model__n_estimators"": 300}"
Random Forest,288,288,233,0.566965989552636,0.011834245810578079,0.6922750334436161,0.006550423332710373,0.5803550956696666,0.01837928340148588,6.750866508483886,0.0334438966884371,"{""model__class_weight"": ""balanced_subsample"", ""model__criterion"": ""entropy"", ""model__max_depth"": 16, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 8, ""model__min_samples_split"": 2, ""model__n_estimators"": 600}"
Random Forest,288,288,206,0.5690732662614642,0.008895429611089847,0.6932998165286972,0.007918637624283898,0.5826223576133661,0.015126243615311915,3.353044128417969,0.01665935729422705,"{""model__class_weight"": ""balanced_subsample"", ""model__criterion"": ""entropy"", ""model__max_depth"": 16, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 8, ""model__min_samples_split"": 10, ""model__n_estimators"": 300}"
Random Forest,288,288,233,0.566965989552636,0.011834245810578079,0.6922750334436161,0.006550423332710373,0.5803550956696666,0.01837928340148588,6.755435991287231,0.0403820613614969,"{""model__class_weight"": ""balanced_subsample"", ""model__criterion"": ""entropy"", ""model__max_depth"": 16, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 8, ""model__min_samples_split"": 10, ""model__n_estimators"": 600}"
Random Forest,288,288,255,0.5637035490915989,0.019831113337950634,0.7158316562435402,0.006911042736133475,0.5478246682213005,0.018963162661750986,1.857268476486206,0.018656231531976913,"{""model__class_weight"": ""balanced_subsample"", ""model__criterion"": ""entropy"", ""model__max_depth"": 24, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2, ""model__min_samples_split"": 2, ""model__n_estimators"": 300}"
Random Forest,288,288,271,0.5592646470158354,0.014047550124364582,0.714076201105112,0.00405052884305859,0.5435324331241272,0.013021883115019218,3.7139519691467284,0.028520757570302376,"{""model__class_weight"": ""balanced_subsample"", ""model__criterion"": ""entropy"", ""model__max_depth"": 24, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2, ""model__min_samples_split"": 2, ""model__n_estimators"": 600}"
Random Forest,288,288,70,0.5794305891117607,0.012121715877657967,0.7145156539686246,0.0031506909354268816,0.5745827927528877,0.015669646224541985,1.7117114067077637,0.03096447496117249,"{""model__class_weight"": ""balanced_subsample"", ""model__criterion"": ""entropy"", ""model__max_depth"": 24, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2, ""model__min_samples_split"": 10, ""model__n_estimators"": 300}"
Random Forest,288,288,78,0.5789273864811368,0.013835034286412203,0.7155392588958948,0.0046778117840972815,0.5731627448347614,0.017460616019546127,3.424794340133667,0.028020245625152207,"{""model__class_weight"": ""balanced_subsample"", ""model__criterion"": ""entropy"", ""model__max_depth"": 24, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2, ""model__min_samples_split"": 10, ""model__n_estimators"": 600}"
Random Forest,288,288,90,0.5781050857973896,0.017745747812922694,0.7112960699868582,0.006949518133712348,0.5772963910863018,0.02166731266772074,1.6556673049926758,0.040574128516222274,"{""model__class_weight"": ""balanced_subsample"", ""model__criterion"": ""entropy"", ""model__max_depth"": 24, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 4, ""model__min_samples_split"": 2, ""model__n_estimators"": 300}"
Random Forest,288,288,89,0.5782256017396271,0.014816835109990246,0.7120280273032717,0.007027988891134365,0.5773706588313416,0.01907968835232378,3.296798896789551,0.03245033796111524,"{""model__class_weight"": ""balanced_subsample"", ""model__criterion"": ""entropy"", ""model__max_depth"": 24, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 4, ""model__min_samples_split"": 2, ""model__n_estimators"": 600}"
Random Forest,288,288,59,0.5799778892137784,0.01626522318908204,0.7107108468705452,0.006662802717853529,0.5825523419685634,0.021172458618420143,1.5957431316375732,0.01781584379840637,"{""model__class_weight"": ""balanced_subsample"", ""model__criterion"": ""entropy"", ""model__max_depth"": 24, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 4, ""model__min_samples_split"": 10, ""model__n_estimators"": 300}"
Random Forest,288,288,42,0.5815368079951386,0.012855226485801218,0.7120281344085273,0.005750030951584008,0.5827250998165795,0.018230697559377118,3.199555492401123,0.03805397140064414,"{""model__class_weight"": ""balanced_subsample"", ""model__criterion"": ""entropy"", ""model__max_depth"": 24, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 4, ""model__min_samples_split"": 10, ""model__n_estimators"": 600}"
Random Forest,288,288,149,0.5738266875145022,0.012373192459429175,0.6952022200777369,0.010176125858237076,0.5914277657073718,0.018407901736355693,1.4295016765594482,0.013000403763757695,"{""model__class_weight"": ""balanced_subsample"", ""model__criterion"": ""entropy"", ""model__max_depth"": 24, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 8, ""model__min_samples_split"": 2, ""model__n_estimators"": 300}"
Random Forest,288,288,151,0.573774270277894,0.01597097062098689,0.6954940818991048,0.008527184389719961,0.5907504956746746,0.022264415538585658,2.8675577640533447,0.038466968104095306,"{""model__class_weight"": ""balanced_subsample"", ""model__criterion"": ""entropy"", ""model__max_depth"": 24, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 8, ""model__min_samples_split"": 2, ""model__n_estimators"": 600}"
Random Forest,288,288,149,0.5738266875145022,0.012373192459429175,0.6952022200777369,0.010176125858237076,0.5914277657073718,0.018407901736355693,1.4431153297424317,0.02477501711090847,"{""model__class_weight"": ""balanced_subsample"", ""model__criterion"": ""entropy"", ""model__max_depth"": 24, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 8, ""model__min_samples_split"": 10, ""model__n_estimators"": 300}"
Random Forest,288,288,151,0.573774270277894,0.01597097062098689,0.6954940818991048,0.008527184389719961,0.5907504956746746,0.022264415538585658,2.886812162399292,0.03295691025829626,"{""model__class_weight"": ""balanced_subsample"", ""model__criterion"": ""entropy"", ""model__max_depth"": 24, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 8, ""model__min_samples_split"": 10, ""model__n_estimators"": 600}"
