TimeVote,Classroom,ID,Moment,Student,Clothing,Activity,ActivityOther,WindowOpening,ThermalSatisfaction,IAQSatisfaction,AcousticSatisfaction,VisualSatisfaction,DissatisfactionThermal,DissatisfactionThermalOther,DissatisfactionIAQ,DissatisfactionIAQOther,DissatisfactionAcoustic,DissatisfactionAcousticOther,DissatisfactionVisual,DissatisfactionVisualOther,IEQSatisfaction,IEQRemarks,Trm,VOC_Back,CO2_Back,LightLux_Back,RH_Back,SoundLevel_Back,SoundMax_Back,SoundMin_Back,Temp_Back,Time_Back,VOC_Middle,CO2_Middle,LightLux_Middle,RH_Middle,SoundLevel_Middle,SoundMax_Middle,SoundMin_Middle,Temp_Middle,EA_Middle,Trend_T_Middle,Time_Middle,VOC_Front,CO2_Front,LightLux_Front,RH_Front,SoundLevel_Front,SoundMax_Front,SoundMin_Front,Temp_Front,Time_Front,Location_V,Location_H,LocationBack,LocationFront,LocationBlackboard,LocationDoorLeft,LocationDoorRight,LocationMiddleLeft,LocationMiddleMiddle,LocationMiddleRight,LocationWindowLeft,LocationWindowRight,Thermal_Warm,Thermal_Cold,Thermal_Draft,Thermal_Other,IAQ_Stuffy,IAQ_Odour,IAQ_Dry,IAQ_Humid,IAQ_Other,AC_NoiseClassroom,AC_NoiseHallway,AC_NoiseBeamer,AC_OutsideNoise,AC_Other,VIS_BlackboardVisibility,VIS_Underexposure,VIS_Overexposure,VIS_Glare,VIS_Other,Gender,Age
21/04/2021 10:29,A,DB2_20,Start,True,Neutral,Other,Beginning course,Multiple windows tilted,2,3,4,4,Too warm,,,,,,,,2,Too warm and stuffy,12.6,633.445,0,317.731,32.448,71.717,77.227,40.992,23.4,21/04/2021 10:29,675.152,743,214.567,31.015,60.004,65.526,37.756,23.683,38.09,-0.072,21/04/2021 10:27,428.574,652,167.738,34.008,60.118,71.806,43.648,22.562,21/04/2021 10:29,Back,DoorLeft,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,15
21/04/2021 10:29,A,DB2_8,Start,True,Neutral,Passive course,,One window tilted,4,3,4,3,,,,,,,,,3,No,12.6,633.445,0,317.731,32.448,71.717,77.227,40.992,23.4,21/04/2021 10:29,675.152,743,214.567,31.015,60.004,65.526,37.756,23.683,38.09,-0.072,21/04/2021 10:27,428.574,652,167.738,34.008,60.118,71.806,43.648,22.562,21/04/2021 10:29,Back,DoorLeft,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,15
21/04/2021 10:29,A,DB2_6 ,Start,True,Neutral,Other,Beginning course,Multiple windows fully open,2,3,3,4,Too warm,,,,,,,,3,Too warm,12.6,633.445,0,317.731,32.448,71.717,77.227,40.992,23.4,21/04/2021 10:29,675.152,743,214.567,31.015,60.004,65.526,37.756,23.683,38.09,-0.072,21/04/2021 10:27,428.574,652,167.738,34.008,60.118,71.806,43.648,22.562,21/04/2021 10:29,Back,DoorRight,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
21/04/2021 10:30,A,DB2_1,Start,True,Warmly,Other,Beginning course,Multiple windows tilted,3,3,4,5,,,,,,,,,3,Non ,12.6,633.445,0,317.731,32.448,71.717,77.227,40.992,23.4,21/04/2021 10:29,675.152,743,214.567,31.015,60.004,65.526,37.756,23.683,38.09,-0.072,21/04/2021 10:27,428.574,652,167.738,34.008,60.118,71.806,43.648,22.562,21/04/2021 10:29,Back,MiddleLeft,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,16
21/04/2021 10:30,A,DB2_21,Start,True,Neutral,Not applicable,,Multiple windows tilted,3,2,1,5,,,Stuffy,,Noise classroom,,,,2,,12.6,633.445,0,317.731,32.448,71.717,77.227,40.992,23.4,21/04/2021 10:29,675.152,743,214.567,31.015,60.004,65.526,37.756,23.683,38.09,-0.072,21/04/2021 10:27,428.574,652,167.738,34.008,60.118,71.806,43.648,22.562,21/04/2021 10:29,Front,DoorLeft,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,16
21/04/2021 10:30,A,DB2_11,Start,True,Neutral,Passive course,,One window tilted,3,3,3,1,,,,,,,Glare,,2,,12.6,633.445,0,317.731,32.448,71.717,77.227,40.992,23.4,21/04/2021 10:29,675.152,743,214.567,31.015,60.004,65.526,37.756,23.683,38.09,-0.072,21/04/2021 10:27,428.574,652,167.738,34.008,60.118,71.806,43.648,22.562,21/04/2021 10:29,Back,WindowLeft,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Male,16
21/04/2021 10:30,A,DB2_23,Start,True,Neutral,Other,Beginning course,Multiple windows tilted,2,3,3,3,Too warm,,,,,,,,3,,12.6,633.445,0,317.731,32.448,71.717,77.227,40.992,23.4,21/04/2021 10:29,675.152,743,214.567,31.015,60.004,65.526,37.756,23.683,38.09,-0.072,21/04/2021 10:27,428.574,652,167.738,34.008,60.118,71.806,43.648,22.562,21/04/2021 10:29,Front,WindowLeft,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
21/04/2021 10:30,A,DB2_16,Start,True,Neutral,Not applicable,,Multiple windows tilted,4,4,4,4,,,,,,,,,4,,12.6,633.445,0,317.731,32.448,71.717,77.227,40.992,23.4,21/04/2021 10:29,675.152,743,214.567,31.015,60.004,65.526,37.756,23.683,38.09,-0.072,21/04/2021 10:27,428.574,652,167.738,34.008,60.118,71.806,43.648,22.562,21/04/2021 10:29,Front,MiddleRight,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,15
21/04/2021 10:30,A,DB2_25,Start,True,Warmly,Not applicable,,Multiple windows tilted,2,2,3,4,Too warm,,"Stuffy, Odour",,,,,,3,,12.6,633.445,0,317.731,32.448,71.717,77.227,40.992,23.4,21/04/2021 10:29,675.152,743,214.567,31.015,60.004,65.526,37.756,23.683,38.09,-0.072,21/04/2021 10:27,428.574,652,167.738,34.008,60.118,71.806,43.648,22.562,21/04/2021 10:29,Back,WindowRight,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
21/04/2021 10:30,A,DB2_7,Start,True,Neutral,Not applicable,,Multiple windows tilted,2,2,3,4,Too warm,,Stuffy,,,,,,2,,12.6,633.445,0,317.731,32.448,71.717,77.227,40.992,23.4,21/04/2021 10:29,675.152,743,214.567,31.015,60.004,65.526,37.756,23.683,38.09,-0.072,21/04/2021 10:27,428.574,652,167.738,34.008,60.118,71.806,43.648,22.562,21/04/2021 10:29,Back,DoorRight,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,16
21/04/2021 10:30,A,DB2_10,Start,True,Lightly,Not applicable,,Multiple windows tilted,4,4,4,3,,,,,,,,,4,No,12.6,633.445,0,317.731,32.448,71.717,77.227,40.992,23.4,21/04/2021 10:29,675.152,743,214.567,31.015,60.004,65.526,37.756,23.683,38.09,-0.072,21/04/2021 10:27,428.574,652,167.738,34.008,60.118,71.806,43.648,22.562,21/04/2021 10:29,Front,MiddleRight,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,15
21/04/2021 10:30,A,DB2_3,Start,True,Neutral,Not applicable,,Not applicable,1,2,3,5,Too warm,,Stuffy,,,,,,2,,12.6,633.445,0,317.731,32.448,71.717,77.227,40.992,23.4,21/04/2021 10:29,675.152,743,214.567,31.015,60.004,65.526,37.756,23.683,38.09,-0.072,21/04/2021 10:27,428.574,652,167.738,34.008,60.118,71.806,43.648,22.562,21/04/2021 10:29,Back,WindowRight,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,15
21/04/2021 10:30,A,DB2_22,Start,False,Neutral,Not applicable,,Multiple windows tilted,3,3,4,5,,,,,,,,,3,,12.6,633.445,0,317.731,32.448,71.717,77.227,40.992,23.4,21/04/2021 10:29,675.152,743,214.567,31.015,60.004,65.526,37.756,23.683,38.09,-0.072,21/04/2021 10:27,428.574,652,167.738,34.008,60.118,71.806,43.648,22.562,21/04/2021 10:29,Front,WindowRight,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,38
21/04/2021 10:30,A,DB2_2,Start,True,Warmly,Not applicable,,Multiple windows fully open,4,4,4,4,,,,,,,,,4,,12.6,633.445,0,317.731,32.448,71.717,77.227,40.992,23.4,21/04/2021 10:29,675.152,743,214.567,31.015,60.004,65.526,37.756,23.683,38.09,-0.072,21/04/2021 10:27,428.574,652,167.738,34.008,60.118,71.806,43.648,22.562,21/04/2021 10:29,Back,MiddleRight,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,15
21/04/2021 10:30,A,DB2_4,Start,True,Neutral,Other,Sports,Multiple windows tilted,4,3,5,4,,,,,,,,,4,,12.6,633.445,0,317.731,32.448,71.717,77.227,40.992,23.4,21/04/2021 10:29,675.152,743,214.567,31.015,60.004,65.526,37.756,23.683,38.09,-0.072,21/04/2021 10:27,428.574,652,167.738,34.008,60.118,71.806,43.648,22.562,21/04/2021 10:29,Back,WindowLeft,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,16
21/04/2021 10:30,A,DB2_12,Start,True,Neutral,Not applicable,,Multiple windows tilted,2,2,4,4,Too warm,,"Stuffy, Too dry",,,,,,2,,12.6,633.445,0,317.731,32.448,71.717,77.227,40.992,23.4,21/04/2021 10:29,675.152,743,214.567,31.015,60.004,65.526,37.756,23.683,38.09,-0.072,21/04/2021 10:27,428.574,652,167.738,34.008,60.118,71.806,43.648,22.562,21/04/2021 10:29,Front,MiddleLeft,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Female,15
21/04/2021 10:31,A,DB2_15,Start,True,Neutral,Not applicable,,No,3,3,4,3,,,,,,,,,3,,12.6,633.445,0,317.731,32.448,71.717,77.227,40.992,23.4,21/04/2021 10:29,847.947,916,381.109,33.682,64.209,77.951,51.2,23.627,39.223,-0.227,21/04/2021 10:32,428.574,652,167.738,34.008,60.118,71.806,43.648,22.562,21/04/2021 10:29,Front,DoorRight,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,15
21/04/2021 10:31,A,DB2_13,Start,True,Neutral,Other,Beginning course,Multiple windows tilted,2,2,4,5,Too warm,,Stuffy,,,,,,3,,12.6,633.445,0,317.731,32.448,71.717,77.227,40.992,23.4,21/04/2021 10:29,847.947,916,381.109,33.682,64.209,77.951,51.2,23.627,39.223,-0.227,21/04/2021 10:32,428.574,652,167.738,34.008,60.118,71.806,43.648,22.562,21/04/2021 10:29,Back,MiddleRight,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,16
21/04/2021 10:31,A,DB2_5,Start,True,Warmly,Other,Beginning course,Multiple windows tilted,2,2,4,5,Too warm,,Too dry,,,,,,3,,12.6,633.445,0,317.731,32.448,71.717,77.227,40.992,23.4,21/04/2021 10:29,847.947,916,381.109,33.682,64.209,77.951,51.2,23.627,39.223,-0.227,21/04/2021 10:32,428.574,652,167.738,34.008,60.118,71.806,43.648,22.562,21/04/2021 10:29,Front,WindowLeft,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Male,16
21/04/2021 10:31,A,DB2_17,Start,True,Neutral,Passive course,,Multiple windows tilted,2,3,3,4,Too warm,,,,,,,,3,,12.6,633.445,0,317.731,32.448,71.717,77.227,40.992,23.4,21/04/2021 10:29,847.947,916,381.109,33.682,64.209,77.951,51.2,23.627,39.223,-0.227,21/04/2021 10:32,428.574,652,167.738,34.008,60.118,71.806,43.648,22.562,21/04/2021 10:29,Back,MiddleLeft,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,15
21/04/2021 10:31,A,DB2_9,Start,True,Neutral,Not applicable,,Not applicable,4,4,4,4,,,,,,,,,4,No,12.6,633.445,0,317.731,32.448,71.717,77.227,40.992,23.4,21/04/2021 10:29,847.947,916,381.109,33.682,64.209,77.951,51.2,23.627,39.223,-0.227,21/04/2021 10:32,428.574,652,167.738,34.008,60.118,71.806,43.648,22.562,21/04/2021 10:29,Back,WindowLeft,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,15
21/04/2021 10:32,A,DB2_19,Start,True,Neutral,Not applicable,,Multiple windows tilted,2,3,3,5,Too warm,,,,,,,,3,,12.6,633.445,0,317.731,32.448,71.717,77.227,40.992,23.4,21/04/2021 10:29,847.947,916,381.109,33.682,64.209,77.951,51.2,23.627,39.223,-0.227,21/04/2021 10:32,428.574,652,167.738,34.008,60.118,71.806,43.648,22.562,21/04/2021 10:29,Front,DoorLeft,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,15
21/04/2021 10:34,A,DB2_10,Start,True,Neutral,Passive course,,Multiple windows tilted,2,3,4,4,Too warm,,,,,,,,3,,12.6,633.445,0,317.731,32.448,71.717,77.227,40.992,23.4,21/04/2021 10:29,847.947,916,381.109,33.682,64.209,77.951,51.2,23.627,39.223,-0.227,21/04/2021 10:32,351.839,769,167.738,34.826,57.01,72.029,42.264,22.588,21/04/2021 10:34,Front,WindowRight,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,15
21/04/2021 10:34,A,DB2_14,Start,True,Neutral,Not applicable,,Multiple windows tilted,5,3,4,4,,,,,,,,,4,,12.6,633.445,0,317.731,32.448,71.717,77.227,40.992,23.4,21/04/2021 10:29,847.947,916,381.109,33.682,64.209,77.951,51.2,23.627,39.223,-0.227,21/04/2021 10:32,351.839,769,167.738,34.826,57.01,72.029,42.264,22.588,21/04/2021 10:34,Front,MiddleLeft,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,15
21/04/2021 10:36,A,DB2_18,Start,True,Neutral,Passive course,,One window tilted,2,2,3,4,Too warm,,"Stuffy, Too dry",,,,,,3,,12.6,1.242.837,822,354.772,34.67,63.806,82.139,47.104,23.472,21/04/2021 10:41,1.597.331,947,397.024,35.092,71.164,75.928,49.575,23.713,40.05,-0.237,21/04/2021 10:37,351.839,769,167.738,34.826,57.01,72.029,42.264,22.588,21/04/2021 10:34,Front,WindowRight,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Male,15
21/04/2021 11:12,A,DB2_3,End,True,Neutral,Passive course,,Multiple windows tilted,3,3,4,5,,,,,,,,,3,,12.6,1.336.642,834,386.601,34.427,57.771,83.589,43.38,23.699,21/04/2021 11:13,2.139.951,916,37.463,33.074,61.486,78.394,38.225,24.375,40.406,0.323,21/04/2021 11:11,580.223,795,168.654,34.261,54.685,65.981,43.112,22.829,21/04/2021 11:09,Back,WindowRight,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,15
21/04/2021 11:12,A,DB2_23,End,True,Warmly,Passive course,,Multiple windows tilted,2,3,3,3,Too warm,,,,,,,,3,,12.6,1.336.642,834,386.601,34.427,57.771,83.589,43.38,23.699,21/04/2021 11:13,2.139.951,916,37.463,33.074,61.486,78.394,38.225,24.375,40.406,0.323,21/04/2021 11:11,580.223,795,168.654,34.261,54.685,65.981,43.112,22.829,21/04/2021 11:09,Front,WindowLeft,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
21/04/2021 11:12,A,DB2_4,End,True,Neutral,Passive course,,Multiple windows tilted,5,4,5,5,,,,,,,,,4,,12.6,1.336.642,834,386.601,34.427,57.771,83.589,43.38,23.699,21/04/2021 11:13,2.139.951,916,37.463,33.074,61.486,78.394,38.225,24.375,40.406,0.323,21/04/2021 11:11,580.223,795,168.654,34.261,54.685,65.981,43.112,22.829,21/04/2021 11:09,Back,WindowLeft,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,16
21/04/2021 11:12,A,DB2_8,End,True,Neutral,Not applicable,,Multiple windows tilted,3,2,4,3,,,Stuffy,,,,,,3,,12.6,1.336.642,834,386.601,34.427,57.771,83.589,43.38,23.699,21/04/2021 11:13,2.139.951,916,37.463,33.074,61.486,78.394,38.225,24.375,40.406,0.323,21/04/2021 11:11,580.223,795,168.654,34.261,54.685,65.981,43.112,22.829,21/04/2021 11:09,Back,DoorLeft,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,15
21/04/2021 11:12,A,DB2_5,End,True,Warmly,Passive course,,Multiple windows tilted,4,4,3,4,,,,,,,,,3,,12.6,1.336.642,834,386.601,34.427,57.771,83.589,43.38,23.699,21/04/2021 11:13,2.139.951,916,37.463,33.074,61.486,78.394,38.225,24.375,40.406,0.323,21/04/2021 11:11,580.223,795,168.654,34.261,54.685,65.981,43.112,22.829,21/04/2021 11:09,Front,WindowLeft,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,16
21/04/2021 11:13,A,DB2_12,End,True,Neutral,Passive course,,Multiple windows tilted,3,2,2,3,,,Stuffy,,Noise classroom,,,,3,,12.6,1.336.642,834,386.601,34.427,57.771,83.589,43.38,23.699,21/04/2021 11:13,2.139.951,916,37.463,33.074,61.486,78.394,38.225,24.375,40.406,0.323,21/04/2021 11:11,53.21,807,17.478,34.093,66.13,69.788,47.114,22.855,21/04/2021 11:14,Front,MiddleLeft,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,15
21/04/2021 11:13,A,DB2_17,End,True,Neutral,Passive course,,Multiple windows tilted,3,3,3,3,,,,,,,,,3,,12.6,1.336.642,834,386.601,34.427,57.771,83.589,43.38,23.699,21/04/2021 11:13,2.139.951,916,37.463,33.074,61.486,78.394,38.225,24.375,40.406,0.323,21/04/2021 11:11,53.21,807,17.478,34.093,66.13,69.788,47.114,22.855,21/04/2021 11:14,Back,MiddleLeft,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,15
21/04/2021 11:13,A,DB2_16,End,True,Neutral,Passive course,,Multiple windows tilted,4,4,4,4,,,,,,,,,4,,12.6,1.336.642,834,386.601,34.427,57.771,83.589,43.38,23.699,21/04/2021 11:13,2.139.951,916,37.463,33.074,61.486,78.394,38.225,24.375,40.406,0.323,21/04/2021 11:11,53.21,807,17.478,34.093,66.13,69.788,47.114,22.855,21/04/2021 11:14,Front,MiddleRight,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,15
21/04/2021 11:13,A,DB2_13,End,True,Neutral,Passive course,,Multiple windows tilted,2,2,5,5,Too warm,,Stuffy,,,,,,2,,12.6,1.336.642,834,386.601,34.427,57.771,83.589,43.38,23.699,21/04/2021 11:13,2.139.951,916,37.463,33.074,61.486,78.394,38.225,24.375,40.406,0.323,21/04/2021 11:11,53.21,807,17.478,34.093,66.13,69.788,47.114,22.855,21/04/2021 11:14,Back,MiddleRight,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,16
21/04/2021 11:13,A,DB2_0,End,True,Neutral,Passive course,,Multiple windows tilted,4,3,4,4,,,,,,,,,3,,12.6,1.336.642,834,386.601,34.427,57.771,83.589,43.38,23.699,21/04/2021 11:13,2.139.951,916,37.463,33.074,61.486,78.394,38.225,24.375,40.406,0.323,21/04/2021 11:11,53.21,807,17.478,34.093,66.13,69.788,47.114,22.855,21/04/2021 11:14,Front,WindowRight,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,15
21/04/2021 11:13,A,DB2_25,End,True,Warmly,Passive course,,Multiple windows tilted,2,3,3,4,Too warm,,,,,,,,1,,12.6,1.336.642,834,386.601,34.427,57.771,83.589,43.38,23.699,21/04/2021 11:13,2.139.951,916,37.463,33.074,61.486,78.394,38.225,24.375,40.406,0.323,21/04/2021 11:11,53.21,807,17.478,34.093,66.13,69.788,47.114,22.855,21/04/2021 11:14,Back,WindowRight,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
21/04/2021 11:13,A,DB2_11,End,True,Neutral,Passive course,,One window tilted,1,1,1,1,Draft,,Stuffy,,Noise hallway,,Glare,,3,,12.6,1.336.642,834,386.601,34.427,57.771,83.589,43.38,23.699,21/04/2021 11:13,2.139.951,916,37.463,33.074,61.486,78.394,38.225,24.375,40.406,0.323,21/04/2021 11:11,53.21,807,17.478,34.093,66.13,69.788,47.114,22.855,21/04/2021 11:14,Back,WindowLeft,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,Male,16
21/04/2021 11:13,A,DB2_6,End,True,Neutral,Passive course,,Multiple windows tilted,3,2,4,3,,,Stuffy,,,,,,3,Too warm,12.6,1.336.642,834,386.601,34.427,57.771,83.589,43.38,23.699,21/04/2021 11:13,2.139.951,916,37.463,33.074,61.486,78.394,38.225,24.375,40.406,0.323,21/04/2021 11:11,53.21,807,17.478,34.093,66.13,69.788,47.114,22.855,21/04/2021 11:14,Back,DoorRight,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,16
21/04/2021 11:13,A,DB2_22,End,False,Neutral,Other,Teaching,Multiple windows tilted,2,2,3,4,Too warm,,Stuffy,,,,,,3,,12.6,1.336.642,834,386.601,34.427,57.771,83.589,43.38,23.699,21/04/2021 11:13,2.139.951,916,37.463,33.074,61.486,78.394,38.225,24.375,40.406,0.323,21/04/2021 11:11,53.21,807,17.478,34.093,66.13,69.788,47.114,22.855,21/04/2021 11:14,Front,WindowLeft,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,38
21/04/2021 11:13,A,DB2_7,End,True,Neutral,Passive course,,Multiple windows tilted,3,2,3,4,,,Stuffy,,,,,,3,,12.6,1.336.642,834,386.601,34.427,57.771,83.589,43.38,23.699,21/04/2021 11:13,2.139.951,916,37.463,33.074,61.486,78.394,38.225,24.375,40.406,0.323,21/04/2021 11:11,53.21,807,17.478,34.093,66.13,69.788,47.114,22.855,21/04/2021 11:14,Back,DoorRight,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,16
21/04/2021 11:14,A,DB2_18,End,True,Neutral,Passive course,,Multiple windows tilted,2,3,4,4,Too warm,,,,,,,,3,,12.6,1.336.642,834,386.601,34.427,57.771,83.589,43.38,23.699,21/04/2021 11:13,1.839.297,903,41.998,32.856,62.347,75.785,52.567,24.375,40.3,0.28,21/04/2021 11:16,53.21,807,17.478,34.093,66.13,69.788,47.114,22.855,21/04/2021 11:14,Front,WindowRight,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,15
21/04/2021 11:14,A,DB2_2,End,True,Warmly,Passive course,,Multiple windows fully open,2,3,4,3,Too warm,,,,,,,,2,,12.6,1.336.642,834,386.601,34.427,57.771,83.589,43.38,23.699,21/04/2021 11:13,1.839.297,903,41.998,32.856,62.347,75.785,52.567,24.375,40.3,0.28,21/04/2021 11:16,53.21,807,17.478,34.093,66.13,69.788,47.114,22.855,21/04/2021 11:14,Back,MiddleRight,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,15
21/04/2021 11:14,A,DB2_15,End,True,Neutral,Passive course,,Multiple windows tilted,2,2,3,3,Too warm,,Too dry,,,,,,3,,12.6,1.336.642,834,386.601,34.427,57.771,83.589,43.38,23.699,21/04/2021 11:13,1.839.297,903,41.998,32.856,62.347,75.785,52.567,24.375,40.3,0.28,21/04/2021 11:16,53.21,807,17.478,34.093,66.13,69.788,47.114,22.855,21/04/2021 11:14,Front,DoorRight,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Male,15
21/04/2021 11:14,A,DB2_21,End,True,Neutral,Passive course,,Multiple windows tilted,2,1,4,5,Too warm,,Stuffy,,,,,,2,,12.6,1.336.642,834,386.601,34.427,57.771,83.589,43.38,23.699,21/04/2021 11:13,1.839.297,903,41.998,32.856,62.347,75.785,52.567,24.375,40.3,0.28,21/04/2021 11:16,53.21,807,17.478,34.093,66.13,69.788,47.114,22.855,21/04/2021 11:14,Front,DoorLeft,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,16
21/04/2021 11:14,A,DB2_14,End,True,Neutral,Passive course,,Multiple windows tilted,4,3,4,4,,,,,,,,,4,,12.6,1.336.642,834,386.601,34.427,57.771,83.589,43.38,23.699,21/04/2021 11:13,1.839.297,903,41.998,32.856,62.347,75.785,52.567,24.375,40.3,0.28,21/04/2021 11:16,53.21,807,17.478,34.093,66.13,69.788,47.114,22.855,21/04/2021 11:14,Front,MiddleLeft,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,15
21/04/2021 11:14,A,DB2_9,End,True,Neutral,Passive course,,Multiple windows tilted,4,4,4,4,,,,,,,,,4,No,12.6,1.336.642,834,386.601,34.427,57.771,83.589,43.38,23.699,21/04/2021 11:13,1.839.297,903,41.998,32.856,62.347,75.785,52.567,24.375,40.3,0.28,21/04/2021 11:16,53.21,807,17.478,34.093,66.13,69.788,47.114,22.855,21/04/2021 11:14,Back,WindowLeft,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,15
21/04/2021 11:14,A,DB2_10,End,True,Lightly,Passive course,,Multiple windows tilted,4,4,3,4,,,,,,,,,4,No,12.6,1.336.642,834,386.601,34.427,57.771,83.589,43.38,23.699,21/04/2021 11:13,1.839.297,903,41.998,32.856,62.347,75.785,52.567,24.375,40.3,0.28,21/04/2021 11:16,53.21,807,17.478,34.093,66.13,69.788,47.114,22.855,21/04/2021 11:14,Front,MiddleRight,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,15
