fold,repeat,domain,features,baseline_macro_f1,permuted_macro_f1,macro_f1_drop
1,2,Sound,Sound,0.6204876013258277,0.6239404851699598,-0.0034528838441321152
1,3,Sound,Sound,0.6204876013258277,0.6217710034119664,-0.0012834020861387518
1,4,Sound,Sound,0.6204876013258277,0.6208097302040337,-0.0003221288782060405
1,5,Sound,Sound,0.6204876013258277,0.6181495223350112,0.0023380789908165056
1,1,Age,Age,0.6204876013258277,0.5550385353631704,0.06544906596265732
1,2,Age,Age,0.6204876013258277,0.5786615036156246,0.04182609771020307
1,3,Age,Age,0.6204876013258277,0.5522719362085878,0.06821566511723987
1,4,Age,Age,0.6204876013258277,0.5489507567220548,0.07153684460377285
1,5,Age,Age,0.6204876013258277,0.5547108501855866,0.06577675114024106
1,1,Gender,Gender,0.6204876013258277,0.5332717335067834,0.08721586781904433
1,2,Gender,Gender,0.6204876013258277,0.5435897720914048,0.0768978292344229
1,3,Gender,Gender,0.6204876013258277,0.5299056872465705,0.0905819140792572
1,4,Gender,Gender,0.6204876013258277,0.545316975063135,0.07517062626269266
1,5,Gender,Gender,0.6204876013258277,0.5285239258733235,0.09196367545250417
1,1,EA,EA,0.6204876013258277,0.6054925626422246,0.014995038683603079
1,2,EA,EA,0.6204876013258277,0.6072975659622849,0.013190035363542796
1,3,EA,EA,0.6204876013258277,0.6300724899123734,-0.009584888586545715
1,4,EA,EA,0.6204876013258277,0.6172426254039997,0.0032449759218280416
1,5,EA,EA,0.6204876013258277,0.6176939179851123,0.0027936833407153916
1,1,LocationBack,LocationBack,0.6204876013258277,0.583241549921598,0.03724605140422965
1,2,LocationBack,LocationBack,0.6204876013258277,0.5890672227384355,0.03142037858739222
1,3,LocationBack,LocationBack,0.6204876013258277,0.578818074286148,0.041669527039679743
1,4,LocationBack,LocationBack,0.6204876013258277,0.5938949655443132,0.026592635781514495
1,5,LocationBack,LocationBack,0.6204876013258277,0.5828195540041148,0.037668047321712916
1,1,LocationFront,LocationFront,0.6204876013258277,0.5476275883834291,0.07286001294239863
1,2,LocationFront,LocationFront,0.6204876013258277,0.5531553241279853,0.0673322771978424
1,3,LocationFront,LocationFront,0.6204876013258277,0.5423795845302027,0.07810801679562496
1,4,LocationFront,LocationFront,0.6204876013258277,0.5279351583467525,0.09255244297907517
1,5,LocationFront,LocationFront,0.6204876013258277,0.5425950658949624,0.07789253543086527
1,1,LocationLeft,LocationLeft,0.6204876013258277,0.5888305406446809,0.03165706068114682
1,2,LocationLeft,LocationLeft,0.6204876013258277,0.5699817746958734,0.05050582662995429
1,3,LocationLeft,LocationLeft,0.6204876013258277,0.5972282860283987,0.023259315297428973
1,4,LocationLeft,LocationLeft,0.6204876013258277,0.5917818780108445,0.028705723314983222
1,5,LocationLeft,LocationLeft,0.6204876013258277,0.5907463385911662,0.02974126273466149
1,1,LocationRight,LocationRight,0.6204876013258277,0.5855661676357864,0.034921433690041304
1,2,LocationRight,LocationRight,0.6204876013258277,0.5833539573685245,0.03713364395730323
1,3,LocationRight,LocationRight,0.6204876013258277,0.5869581117086314,0.03352948961719626
1,4,LocationRight,LocationRight,0.6204876013258277,0.5969690060963858,0.023518595229441885
1,5,LocationRight,LocationRight,0.6204876013258277,0.5845103192525505,0.03597728207327722
1,1,LocationMiddle,LocationMiddle,0.6204876013258277,0.5865134633860419,0.033974137939785765
1,2,LocationMiddle,LocationMiddle,0.6204876013258277,0.5920828543503903,0.028404746975437378
1,3,LocationMiddle,LocationMiddle,0.6204876013258277,0.5760792916816653,0.044408309644162425
1,4,LocationMiddle,LocationMiddle,0.6204876013258277,0.6039137274383175,0.016573873887510193
1,5,LocationMiddle,LocationMiddle,0.6204876013258277,0.5794639992177542,0.04102360210807354
1,1,Ttrend,Ttrend,0.6204876013258277,0.618606241006113,0.0018813603197147533
1,2,Ttrend,Ttrend,0.6204876013258277,0.6209982362864729,-0.0005106349606451843
1,3,Ttrend,Ttrend,0.6204876013258277,0.623650461115116,-0.0031628597892883192
1,4,Ttrend,Ttrend,0.6204876013258277,0.6222353127429087,-0.001747711417080966
1,5,Ttrend,Ttrend,0.6204876013258277,0.6277592845770181,-0.007271683251190431
1,1,Vote hour,Vote hour,0.6204876013258277,0.6262664833160186,-0.005778881990190943
1,2,Vote hour,Vote hour,0.6204876013258277,0.6248902018955494,-0.0044026005697217485
1,3,Vote hour,Vote hour,0.6204876013258277,0.6200013556956098,0.00048624563021792966
1,4,Vote hour,Vote hour,0.6204876013258277,0.6277266471831552,-0.007239045857327486
1,5,Vote hour,Vote hour,0.6204876013258277,0.6327938210818808,-0.01230621975605306
1,1,Vote weekday,Vote weekday,0.6204876013258277,0.5979476915362182,0.022539909789609514
1,2,Vote weekday,Vote weekday,0.6204876013258277,0.5875109011297964,0.03297670019603127
1,3,Vote weekday,Vote weekday,0.6204876013258277,0.5945827407462855,0.02590486057954222
1,4,Vote weekday,Vote weekday,0.6204876013258277,0.6068402034171547,0.013647397908672976
1,5,Vote weekday,Vote weekday,0.6204876013258277,0.5911788206496508,0.029308780676176927
1,1,Moment,Moment,0.6204876013258277,0.6207617533198928,-0.00027415199406510826
1,2,Moment,Moment,0.6204876013258277,0.6247402233460961,-0.004252622020268437
1,3,Moment,Moment,0.6204876013258277,0.6276892952408881,-0.007201693915060425
1,4,Moment,Moment,0.6204876013258277,0.6189689952189118,0.0015186061069158985
1,5,Moment,Moment,0.6204876013258277,0.6235393291535526,-0.0030517278277248927
1,1,AC on/off,AC on/off,0.6204876013258277,0.5805633955951972,0.03992420573063049
1,2,AC on/off,AC on/off,0.6204876013258277,0.5835574051409876,0.03693019618484006
1,3,AC on/off,AC on/off,0.6204876013258277,0.5861295531103786,0.03435804821544908
1,4,AC on/off,AC on/off,0.6204876013258277,0.5811037894555288,0.039383811870298935
1,5,AC on/off,AC on/off,0.6204876013258277,0.5839138595695728,0.03657374175625494
2,1,Student,Student,0.5862843521297402,0.5784472116554218,0.007837140474318383
2,2,Student,Student,0.5862843521297402,0.5744417529643397,0.011842599165400425
2,3,Student,Student,0.5862843521297402,0.576901481871524,0.009382870258216158
2,4,Student,Student,0.5862843521297402,0.5737862965735299,0.012498055556210308
2,5,Student,Student,0.5862843521297402,0.5817251974324192,0.004559154697320933
2,1,Temperature,Temperature,0.5862843521297402,0.5805503191279053,0.005734033001834837
2,2,Temperature,Temperature,0.5862843521297402,0.584050502442602,0.002233849687138134
2,3,Temperature,Temperature,0.5862843521297402,0.5817450831716168,0.004539268958123399
2,4,Temperature,Temperature,0.5862843521297402,0.573614895576147,0.012669456553593195
2,5,Temperature,Temperature,0.5862843521297402,0.5847810946216142,0.0015032575081259658
2,1,RH,RH,0.5862843521297402,0.5841738664048831,0.0021104857248570585
2,2,RH,RH,0.5862843521297402,0.5792964001116158,0.00698795201812441
2,3,RH,RH,0.5862843521297402,0.5902583729961339,-0.003974020866393757
2,4,RH,RH,0.5862843521297402,0.5772239445713001,0.009060407558440065
2,5,RH,RH,0.5862843521297402,0.5857262250105331,0.000558127119207108
2,1,CLO,CLO,0.5862843521297402,0.5562512786006009,0.03003307352913931
2,2,CLO,CLO,0.5862843521297402,0.5442735976407603,0.04201075448897984
2,3,CLO,CLO,0.5862843521297402,0.5379024439119864,0.04838190821775379
2,4,CLO,CLO,0.5862843521297402,0.5530398877744868,0.03324446435525341
