variant,cv_splits,rows,predictors,class_weight,threshold_tuning,macro_f1_mean,macro_f1_std,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,ordinal_mae_mean,ordinal_mae_std,recall_dissatisfied_mean,recall_dissatisfied_std,recall_neutral_mean,recall_neutral_std,recall_satisfied_mean,recall_satisfied_std,fit_seconds_mean,fit_seconds_std,predict_seconds_mean,predict_seconds_std,total_seconds_mean,total_seconds_std
final_imputation_class_weight_threshold_10fold,2,6834,31,"{'dissatisfied': 3.0, 'neutral': 2.0, 'satisfied': 1.0}",nested_inner_cv,0.5695482982256159,0.003851724883792067,0.6976880304360551,0.014899528312973701,0.5714127177686171,0.00300324830280871,0.3372841673983026,0.006828950476779653,0.3367768595041323,0.03214121732666124,0.6010507337350742,0.07196780287122458,0.7764105600666449,0.048836330452989206,0.12017814999853726,0.007435722783937009,0.012855949986260384,0.0001542199696719489,0.13303409998479765,0.007589942753608958
