variant,fold,cv_splits,rows,predictors,class_weight,threshold_tuning,multiplier_dissatisfied,multiplier_neutral,multiplier_satisfied,fit_seconds,predict_seconds,total_seconds,macro_f1,accuracy,balanced_accuracy,ordinal_mae,recall_dissatisfied,recall_neutral,recall_satisfied
final_imputation_class_weight_threshold_10fold,1,2,6834,31,"{'dissatisfied': 3.0, 'neutral': 2.0, 'satisfied': 1.0}",nested_inner_cv,1.5,1.5,1.0,0.11492029999499209,0.012746899999910966,0.12766719999490306,0.5668247174410216,0.6871524729294703,0.5692891005281141,0.3421129645888206,0.3140495867768595,0.6519396551724138,0.741878059635069
final_imputation_class_weight_threshold_10fold,2,2,6834,31,"{'dissatisfied': 3.0, 'neutral': 2.0, 'satisfied': 1.0}",nested_inner_cv,1.5,1.2,1.0,0.12543600000208244,0.012964999972609803,0.13840099997469224,0.5722718790102103,0.7082235879426397,0.5735363350091202,0.3324553702077846,0.359504132231405,0.5501618122977346,0.8109430604982206
