experiment,variant,fold,cv_splits,model,rows,train_rows_after_sampling,predictors,fit_seconds,predict_seconds,total_seconds,note,macro_f1,accuracy,balanced_accuracy,ordinal_mae,class_weight,recall_dissatisfied,recall_neutral,recall_satisfied,base_class_weight_variant,multiplier_dissatisfied,multiplier_neutral,multiplier_satisfied
baseline,main_all_school_extra_trees,1,2,Extra Trees,6834,3417,20,0.15080490001128055,0.01347959999111481,0.16428450000239536,Tuned Extra Trees on the full imputed all-school dataset.,0.5563607861488266,0.6947614866842259,0.5566531170995691,0.35001463271875916,,,,,,,,
baseline,main_all_school_extra_trees,2,2,Extra Trees,6834,3417,20,0.16055479997885413,0.018825900013325736,0.17938069999217987,Tuned Extra Trees on the full imputed all-school dataset.,0.5589280965790137,0.6988586479367866,0.5551906147799173,0.3435762364647352,,,,,,,,
feature_engineering,threshold_flags_co2_1000_t18_t24,1,2,Extra Trees,6834,3417,23,0.1669840000104159,0.015451899991603568,0.18243590000201948,Adds binary CO2 and temperature threshold indicators.,0.5549757947451005,0.6856892010535558,0.5595008444917258,0.3608428446005268,,,,,,,,
feature_engineering,threshold_flags_co2_1000_t18_t24,2,2,Extra Trees,6834,3417,23,0.16166599999996834,0.014939999993657693,0.17660599999362603,Adds binary CO2 and temperature threshold indicators.,0.556267537520426,0.6927129060579456,0.5594128317989167,0.35323383084577115,,,,,,,,
missingness_indicators,imputation_indicators,1,2,Extra Trees,6834,3417,31,0.18843999999808148,0.022992500016698614,0.2114325000147801,"Adds binary flags for predictors that were missing before imputation, plus a per-row missingness count.",0.5730832583905043,0.7052970441908106,0.576289958125352,0.33801580333625986,,,,,,,,
missingness_indicators,imputation_indicators,2,2,Extra Trees,6834,3417,31,0.19729939999524504,0.021933299984084442,0.21923269997932948,"Adds binary flags for predictors that were missing before imputation, plus a per-row missingness count.",0.5730655679902888,0.7003219198127012,0.5746189622825676,0.3374304945858941,,,,,,,,
soft_voting,soft_vote_et_0.80_rf_0.20,1,2,Extra Trees + Random Forest,6834,3417,20,0.2417217000038363,0.024998800014145672,0.266720500017982,Soft-voting ensemble of tuned Extra Trees and tuned Random Forest probabilities.,0.5621517066298886,0.7023705004389815,0.5611066277576692,0.3435762364647352,,,,,,,,
soft_voting,soft_vote_et_0.86_rf_0.14,1,2,Extra Trees + Random Forest,6834,3417,20,0.2417217000038363,0.024998800014145672,0.266720500017982,Soft-voting ensemble of tuned Extra Trees and tuned Random Forest probabilities.,0.5626257067664371,0.7023705004389815,0.5617391761363505,0.3435762364647352,,,,,,,,
soft_voting,soft_vote_et_0.90_rf_0.10,1,2,Extra Trees + Random Forest,6834,3417,20,0.2417217000038363,0.024998800014145672,0.266720500017982,Soft-voting ensemble of tuned Extra Trees and tuned Random Forest probabilities.,0.5629059609383847,0.70119988293825,0.5623748568909777,0.3447468539654668,,,,,,,,
soft_voting,soft_vote_et_0.95_rf_0.05,1,2,Extra Trees + Random Forest,6834,3417,20,0.2417217000038363,0.024998800014145672,0.266720500017982,Soft-voting ensemble of tuned Extra Trees and tuned Random Forest probabilities.,0.5586316298031911,0.6979806848112379,0.5587066213888131,0.3479660520924788,,,,,,,,
