experiment,variant,fold,cv_splits,model,rows,train_rows_after_sampling,predictors,fit_seconds,predict_seconds,total_seconds,note,macro_f1,accuracy,balanced_accuracy,ordinal_mae
ordinal_classification,ordinal_extra_trees_decomposition,1,2,Extra Trees,6834,3417,20,0.22521939998841844,0.026678499998524785,0.25189789998694323,Two-threshold ordinal decomposition with fold-internal binary classifiers.,0.551479560017984,0.707638279192274,0.5495778764728535,0.34064969271290607
ordinal_classification,ordinal_extra_trees_decomposition,2,2,Extra Trees,6834,3417,20,0.22425199998542666,0.024328500003321096,0.24858049998874776,Two-threshold ordinal decomposition with fold-internal binary classifiers.,0.5570862587144917,0.7099795141937372,0.5505279639859991,0.3321627158326017
ordinal_classification,ordinal_random_forest_decomposition,1,2,Random Forest,6834,3417,20,0.14045619999524206,0.029231399996206164,0.16968759999144822,Two-threshold ordinal decomposition with fold-internal binary classifiers.,0.5304333408289392,0.6953467954345918,0.5372580569201142,0.3596722270997951
ordinal_classification,ordinal_random_forest_decomposition,2,2,Random Forest,6834,3417,20,0.16002630000002682,0.030052299989620224,0.19007859998964705,Two-threshold ordinal decomposition with fold-internal binary classifiers.,0.5063158937627499,0.6810067310506293,0.5126436133120903,0.3743049458589406
