experiment,variant,cv_splits,model,rows,predictors,note,macro_f1_mean,macro_f1_std,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,ordinal_mae_mean,ordinal_mae_std,fit_seconds_mean,fit_seconds_std,predict_seconds_mean,predict_seconds_std,total_seconds_mean,total_seconds_std,train_rows_after_sampling_mean,train_rows_after_sampling_std
ordinal_classification,ordinal_extra_trees_decomposition,2,Extra Trees,6834,20,Two-threshold ordinal decomposition with fold-internal binary classifiers.,0.5542829093662378,0.003964534668370376,0.7088088966930055,0.0016555031458859754,0.5500529202294263,0.0006718133232659349,0.3364062042727539,0.006001198903836685,0.22473569998692255,0.0006840551022353745,0.02550350000092294,0.0016617009323968825,0.2502391999878455,0.0023457560346322568,3417.0,0.0
ordinal_classification,ordinal_random_forest_decomposition,2,Random Forest,6834,20,Two-threshold ordinal decomposition with fold-internal binary classifiers.,0.5183746172958446,0.01705361036541009,0.6881767632426106,0.010139956768551624,0.5249508351161023,0.017405039990367605,0.36698858647936783,0.010346894661787375,0.15024124999763444,0.013838150421882191,0.029641849992913194,0.0005804639520190735,0.17988309999054763,0.014418614373901266,3417.0,0.0
