experiment,variant,cv_splits,model,rows,predictors,note,macro_f1_mean,macro_f1_std,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,ordinal_mae_mean,ordinal_mae_std,fit_seconds_mean,fit_seconds_std,predict_seconds_mean,predict_seconds_std,total_seconds_mean,total_seconds_std,train_rows_after_sampling_mean,train_rows_after_sampling_std
ordinal_classification,ordinal_extra_trees_decomposition,2,Extra Trees,6834,20,Two-threshold ordinal decomposition with fold-internal binary classifiers.,0.5542829093662378,0.003964534668370376,0.7088088966930055,0.0016555031458859754,0.5500529202294263,0.0006718133232659349,0.3364062042727539,0.006001198903836685,0.26055469999846537,0.019075336812739038,0.03441214999475051,0.003169606141841568,0.2949668499932159,0.022244942954580602,3417.0,0.0
ordinal_classification,ordinal_random_forest_decomposition,2,Random Forest,6834,20,Two-threshold ordinal decomposition with fold-internal binary classifiers.,0.5183746172958446,0.01705361036541009,0.6881767632426106,0.010139956768551624,0.5249508351161023,0.017405039990367605,0.36698858647936783,0.010346894661787375,0.13709345000097528,0.022646296732760626,0.03147354999964591,0.005452005420358204,0.1685670000006212,0.02809830215311883,3417.0,0.0
