experiment,variant,cv_splits,model,rows,predictors,note,macro_f1_mean,macro_f1_std,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,ordinal_mae_mean,ordinal_mae_std,log_loss_mean,log_loss_std,brier_ovr_mean,brier_ovr_std,recall_dissatisfied_mean,recall_dissatisfied_std,recall_neutral_mean,recall_neutral_std,recall_satisfied_mean,recall_satisfied_std,fit_seconds_mean,fit_seconds_std,predict_seconds_mean,predict_seconds_std,total_seconds_mean,total_seconds_std,train_rows_after_sampling_mean,train_rows_after_sampling_std
probability_calibration,calibrated_isotonic_extra_trees,2,Extra Trees,6834,20,Extra Trees probabilities calibrated with CalibratedClassifierCV isotonic calibration.,0.34708435809890703,0.049908119668199594,0.6770558969856599,0.008898329409137113,0.3738187707230778,0.026941345075660875,0.38527948492829966,0.012623211487380548,0.7661730084404424,0.009303329742773763,0.15267742201246082,0.002345168808894494,0.0371900826446281,0.05259471926180932,0.10028293903210207,0.03514590046448313,0.9839832904925032,0.006916584499309853,0.2291675999877043,0.02114220992900935,0.03449975000694394,0.0030960670322820664,0.26366734999464825,0.024238276961291418,3417.0,0.0
probability_calibration,calibrated_sigmoid_extra_trees,2,Extra Trees,6834,20,Extra Trees probabilities calibrated with CalibratedClassifierCV sigmoid calibration.,0.26451289885858753,5.020136928182634e-05,0.657740708223588,0.00020693789323577146,0.3333333333333333,0.0,0.41308165057067603,0.0002069378932357322,0.8155682200008354,0.006650982393608903,0.16500455129021957,0.0009881573669961903,0.0,0.0,0.0,0.0,1.0,0.0,0.23930085000756662,0.01059493443868506,0.04445670000859536,0.011591177215900231,0.283757550016162,0.022186111654585294,3417.0,0.0
probability_calibration,main_all_school_extra_trees,2,Extra Trees,6834,20,Uncalibrated final Extra Trees probabilities.,0.5576444413639201,0.0018153626145962492,0.6968100673105062,0.0028971305053005257,0.5559218659397431,0.0010341453077268305,0.34679543459174716,0.004552633651186423,0.8333247042157338,0.03846490889942857,0.1413383869201598,0.0004280516709926988,0.3677685950413223,0.0,0.47708414704460067,0.01259672867342259,0.8229128557333067,0.009494292750241705,0.1797266499925172,0.004508724953324172,0.021090349997393787,0.0044108613910684704,0.20081699998991098,0.008919586344392641,3417.0,0.0
