experiment,variant,fold,cv_splits,model,rows,train_rows_after_sampling,predictors,fit_seconds,predict_seconds,total_seconds,note,macro_f1,accuracy,balanced_accuracy,ordinal_mae,log_loss,brier_ovr,recall_dissatisfied,recall_neutral,recall_satisfied
probability_calibration,main_all_school_extra_trees,1,2,Extra Trees,6834,3417,20,0.18291479998151772,0.02420929999789223,0.20712409997940995,Uncalibrated final Extra Trees probabilities.,0.5563607861488266,0.6947614866842259,0.5566531170995691,0.35001463271875916,0.8061259062952251,0.14164106515941696,0.3677685950413223,0.4859913793103448,0.8161993769470405
probability_calibration,main_all_school_extra_trees,2,2,Extra Trees,6834,3417,20,0.17653850000351667,0.017971399996895343,0.19450990000041202,Uncalibrated final Extra Trees probabilities.,0.5589280965790137,0.6988586479367866,0.5551906147799173,0.3435762364647352,0.8605235021362425,0.14103570868090262,0.3677685950413223,0.46817691477885653,0.8296263345195729
probability_calibration,calibrated_sigmoid_extra_trees,1,2,Extra Trees,6834,3417,20,0.23180910001974553,0.0362604999972973,0.26806960001704283,Extra Trees probabilities calibrated with CalibratedClassifierCV sigmoid calibration.,0.2644774011299435,0.6575943810359964,0.3333333333333333,0.4132279777582675,0.8202711747529087,0.16570328406530202,0.0,0.0,1.0
probability_calibration,calibrated_sigmoid_extra_trees,2,2,Extra Trees,6834,3417,20,0.24679259999538772,0.05265290001989342,0.29944550001528114,Extra Trees probabilities calibrated with CalibratedClassifierCV sigmoid calibration.,0.26454839658723156,0.6578870354111794,0.3333333333333333,0.4129353233830846,0.8108652652487622,0.16430581851513712,0.0,0.0,1.0
probability_calibration,calibrated_isotonic_extra_trees,1,2,Extra Trees,6834,3417,20,0.21421779997763224,0.03231050001340918,0.24652829999104142,Extra Trees probabilities calibrated with CalibratedClassifierCV isotonic calibration.,0.3117939882452534,0.6707638279192274,0.3547683629257912,0.3942054433713784,0.7727514559891723,0.1543357067802573,0.0,0.07543103448275862,0.9888740542946151
probability_calibration,calibrated_isotonic_extra_trees,2,2,Extra Trees,6834,3417,20,0.24411739999777637,0.0366890000004787,0.2808063999982551,Extra Trees probabilities calibrated with CalibratedClassifierCV isotonic calibration.,0.38237472795256067,0.6833479660520925,0.3928691785203644,0.37635352648522097,0.7595945608917126,0.15101913724466434,0.0743801652892562,0.12513484358144553,0.9790925266903915
