experiment,variant,fold,cv_splits,model,rows,train_rows_after_sampling,predictors,fit_seconds,predict_seconds,total_seconds,note,base_calibration_variant,multiplier_dissatisfied,multiplier_neutral,multiplier_satisfied,macro_f1,accuracy,balanced_accuracy,ordinal_mae,log_loss,brier_ovr,recall_dissatisfied,recall_neutral,recall_satisfied
calibrated_threshold_tuning,calibrated_sigmoid_extra_trees_nested_threshold,1,2,Extra Trees,6834,3417,20,0.23081619999720715,0.05440729999099858,0.28522349998820573,Nested probability multiplier tuning applied to calibrated_sigmoid_extra_trees.,calibrated_sigmoid_extra_trees,1.0,2.0,1.0,0.2606720430107527,0.6394498097746562,0.32434673434310884,0.43137254901960786,0.870199177651058,0.1812918119097068,0.0,0.0010775862068965517,0.9719626168224299
calibrated_threshold_tuning,calibrated_sigmoid_extra_trees_nested_threshold,2,2,Extra Trees,6834,3417,20,0.18269820002024062,0.031345700001111254,0.21404390002135187,Nested probability multiplier tuning applied to calibrated_sigmoid_extra_trees.,calibrated_sigmoid_extra_trees,1.0,2.0,1.0,0.2644245282428023,0.6543751829089844,0.3317652768340327,0.4161545215100966,0.8626679627157118,0.18025685296653882,0.0,0.0010787486515641855,0.9942170818505338
calibrated_threshold_tuning,calibrated_isotonic_extra_trees_nested_threshold,1,2,Extra Trees,6834,3417,20,0.22777560001122765,0.031847999984165654,0.2596235999953933,Nested probability multiplier tuning applied to calibrated_isotonic_extra_trees.,calibrated_isotonic_extra_trees,2.5,2.0,1.0,0.3653391153351359,0.6780801872988002,0.38285279647744125,0.38162130523851334,0.845534981294752,0.1727488328091201,0.05785123966942149,0.11206896551724138,0.9786381842456608
calibrated_threshold_tuning,calibrated_isotonic_extra_trees_nested_threshold,2,2,Extra Trees,6834,3417,20,0.24123750001308508,0.039475100027630106,0.2807126000407152,Nested probability multiplier tuning applied to calibrated_isotonic_extra_trees.,calibrated_isotonic_extra_trees,2.5,2.0,1.0,0.44089995327424036,0.6833479660520925,0.42976981735450576,0.36932982148083116,0.8447998375912739,0.17272733464211135,0.08264462809917356,0.30097087378640774,0.905693950177936
