school_id,room_id,date,time,manuf_id,instr_id,temp_a,rh_a,press_a,co2_a,voc_a,bright_a,rdn_a
no-1,11,2023-12-31,23:09,airthings,spaceplus,19.2,22.0,993.0,438.0,48.0,2.0,100.0
no-1,11,2023-12-31,23:14,airthings,spaceplus,19.3,22.0,993.0,441.0,46.0,2.0,100.0
no-1,11,2023-12-31,23:19,airthings,spaceplus,19.4,22.0,993.0,443.0,46.0,2.0,100.0
no-1,11,2023-12-31,23:24,airthings,spaceplus,19.4,22.0,993.0,443.0,65.0,2.0,100.0
no-1,11,2023-12-31,23:29,airthings,spaceplus,19.4,22.0,994.0,443.0,46.0,2.0,100.0
no-1,11,2023-12-31,23:34,airthings,spaceplus,19.4,22.0,993.0,442.0,54.0,1.0,92.0
no-1,11,2023-12-31,23:39,airthings,spaceplus,19.4,22.0,993.0,441.0,58.0,1.0,92.0
no-1,11,2023-12-31,23:44,airthings,spaceplus,19.4,22.0,994.0,440.0,63.0,1.0,92.0
no-1,11,2023-12-31,23:49,airthings,spaceplus,19.3,22.0,994.0,437.0,58.0,1.0,92.0
no-1,11,2023-12-31,23:54,airthings,spaceplus,19.2,22.0,993.0,439.0,71.0,3.0,92.0
no-1,11,2023-12-31,23:59,airthings,spaceplus,19.2,22.0,993.0,438.0,67.0,2.0,92.0
no-1,11,2024-01-01,00:04,airthings,spaceplus,19.1,22.0,993.0,436.0,72.0,2.0,92.0
no-1,11,2024-01-01,00:09,airthings,spaceplus,19.1,22.0,994.0,437.0,65.0,2.0,92.0
no-1,11,2024-01-01,00:14,airthings,spaceplus,19.0,22.0,993.0,441.0,59.0,2.0,92.0
no-1,11,2024-01-01,00:19,airthings,spaceplus,19.0,22.0,993.0,441.0,75.0,1.0,92.0
no-1,11,2024-01-01,00:24,airthings,spaceplus,18.9,22.0,993.0,439.0,56.0,1.0,92.0
no-1,11,2024-01-01,00:29,airthings,spaceplus,18.9,22.0,993.0,438.0,78.0,1.0,92.0
no-1,11,2024-01-01,00:34,airthings,spaceplus,18.9,22.0,993.0,436.0,54.0,2.0,89.0
no-1,11,2024-01-01,00:39,airthings,spaceplus,19.0,22.0,993.0,438.0,48.0,1.0,89.0
no-1,11,2024-01-01,00:44,airthings,spaceplus,19.1,22.0,993.0,437.0,58.0,2.0,89.0
no-1,11,2024-01-01,00:49,airthings,spaceplus,19.2,22.0,993.0,437.0,58.0,2.0,89.0
no-1,11,2024-01-01,00:54,airthings,spaceplus,19.3,22.0,993.0,442.0,61.0,2.0,89.0
no-1,11,2024-01-01,00:59,airthings,spaceplus,19.3,22.0,993.0,444.0,59.0,2.0,89.0
no-1,11,2024-01-01,01:04,airthings,spaceplus,19.4,22.0,993.0,445.0,58.0,1.0,89.0
no-1,11,2024-01-01,01:09,airthings,spaceplus,19.4,22.0,993.0,444.0,54.0,1.0,89.0
no-1,11,2024-01-01,01:14,airthings,spaceplus,19.4,22.0,993.0,441.0,56.0,1.0,89.0
no-1,11,2024-01-01,01:19,airthings,spaceplus,19.4,22.0,993.0,444.0,63.0,2.0,89.0
no-1,11,2024-01-01,01:24,airthings,spaceplus,19.4,22.0,993.0,440.0,61.0,2.0,89.0
no-1,11,2024-01-01,01:29,airthings,spaceplus,19.3,22.0,993.0,441.0,58.0,2.0,89.0
no-1,11,2024-01-01,01:34,airthings,spaceplus,19.2,22.0,993.0,443.0,65.0,3.0,93.0
no-1,11,2024-01-01,01:39,airthings,spaceplus,19.2,22.0,993.0,441.0,58.0,3.0,93.0
no-1,11,2024-01-01,01:44,airthings,spaceplus,19.2,22.0,993.0,440.0,58.0,2.0,93.0
no-1,11,2024-01-01,01:49,airthings,spaceplus,19.1,22.0,993.0,439.0,58.0,2.0,93.0
no-1,11,2024-01-01,01:54,airthings,spaceplus,19.1,22.0,993.0,441.0,63.0,2.0,93.0
no-1,11,2024-01-01,01:59,airthings,spaceplus,19.0,22.0,993.0,438.0,54.0,1.0,93.0
no-1,11,2024-01-01,02:04,airthings,spaceplus,19.0,22.0,993.0,433.0,67.0,2.0,93.0
no-1,11,2024-01-01,02:09,airthings,spaceplus,18.9,22.0,993.0,439.0,69.0,1.0,93.0
no-1,11,2024-01-01,02:14,airthings,spaceplus,18.9,22.0,993.0,438.0,65.0,1.0,93.0
no-1,11,2024-01-01,02:19,airthings,spaceplus,18.9,22.0,993.0,435.0,71.0,1.0,93.0
no-1,11,2024-01-01,02:24,airthings,spaceplus,19.0,22.0,993.0,437.0,59.0,2.0,93.0
no-1,11,2024-01-01,02:29,airthings,spaceplus,19.1,22.0,993.0,440.0,58.0,1.0,93.0
no-1,11,2024-01-01,02:34,airthings,spaceplus,19.2,22.0,993.0,437.0,56.0,2.0,89.0
no-1,11,2024-01-01,02:39,airthings,spaceplus,19.2,22.0,993.0,440.0,48.0,2.0,89.0
no-1,11,2024-01-01,02:44,airthings,spaceplus,19.3,22.0,993.0,435.0,52.0,2.0,89.0
no-1,11,2024-01-01,02:49,airthings,spaceplus,19.4,22.0,993.0,439.0,50.0,1.0,89.0
no-1,11,2024-01-01,02:54,airthings,spaceplus,19.4,22.0,993.0,441.0,48.0,1.0,89.0
no-1,11,2024-01-01,02:59,airthings,spaceplus,19.4,22.0,993.0,441.0,46.0,1.0,89.0
no-1,11,2024-01-01,03:04,airthings,spaceplus,19.4,22.0,993.0,441.0,56.0,1.0,89.0
no-1,11,2024-01-01,03:09,airthings,spaceplus,19.4,22.0,992.0,440.0,67.0,2.0,89.0
no-1,11,2024-01-01,03:14,airthings,spaceplus,19.4,22.0,992.0,436.0,65.0,2.0,89.0
no-1,11,2024-01-01,03:19,airthings,spaceplus,19.3,22.0,993.0,436.0,75.0,2.0,89.0
no-1,11,2024-01-01,03:24,airthings,spaceplus,19.2,22.0,993.0,437.0,61.0,1.0,89.0
no-1,11,2024-01-01,03:29,airthings,spaceplus,19.2,22.0,993.0,440.0,75.0,1.0,89.0
no-1,11,2024-01-01,03:34,airthings,spaceplus,19.1,22.0,993.0,440.0,69.0,1.0,87.0
no-1,11,2024-01-01,03:39,airthings,spaceplus,19.0,22.0,993.0,440.0,67.0,1.0,87.0
no-1,11,2024-01-01,03:44,airthings,spaceplus,19.0,22.0,993.0,439.0,65.0,1.0,87.0
no-1,11,2024-01-01,03:49,airthings,spaceplus,19.0,22.0,993.0,439.0,63.0,2.0,87.0
no-1,11,2024-01-01,03:54,airthings,spaceplus,18.9,22.0,992.0,442.0,65.0,2.0,87.0
no-1,11,2024-01-01,03:59,airthings,spaceplus,18.9,22.0,993.0,440.0,50.0,2.0,87.0
no-1,11,2024-01-01,04:04,airthings,spaceplus,18.9,22.0,993.0,440.0,58.0,2.0,87.0
no-1,11,2024-01-01,04:09,airthings,spaceplus,19.0,22.0,993.0,439.0,56.0,1.0,87.0
no-1,11,2024-01-01,04:14,airthings,spaceplus,19.1,22.0,993.0,437.0,54.0,2.0,87.0
no-1,11,2024-01-01,04:19,airthings,spaceplus,19.2,22.0,993.0,440.0,46.0,1.0,87.0
no-1,11,2024-01-01,04:24,airthings,spaceplus,19.2,22.0,993.0,439.0,48.0,2.0,87.0
no-1,11,2024-01-01,04:29,airthings,spaceplus,19.3,22.0,993.0,437.0,46.0,2.0,87.0
no-1,11,2024-01-01,04:34,airthings,spaceplus,19.4,22.0,993.0,440.0,46.0,2.0,87.0
no-1,11,2024-01-01,04:39,airthings,spaceplus,19.5,22.0,993.0,440.0,54.0,1.0,87.0
no-1,11,2024-01-01,04:44,airthings,spaceplus,19.6,22.0,993.0,440.0,46.0,1.0,87.0
no-1,11,2024-01-01,04:49,airthings,spaceplus,19.6,22.0,993.0,442.0,58.0,2.0,87.0
no-1,11,2024-01-01,04:54,airthings,spaceplus,19.5,22.0,993.0,444.0,65.0,2.0,87.0
no-1,11,2024-01-01,04:59,airthings,spaceplus,19.5,22.0,993.0,445.0,61.0,1.0,87.0
no-1,11,2024-01-01,05:04,airthings,spaceplus,19.4,22.0,993.0,439.0,59.0,1.0,87.0
no-1,11,2024-01-01,05:09,airthings,spaceplus,19.4,22.0,993.0,443.0,63.0,2.0,87.0
no-1,11,2024-01-01,05:14,airthings,spaceplus,19.3,22.0,993.0,444.0,69.0,1.0,87.0
no-1,11,2024-01-01,05:19,airthings,spaceplus,19.3,22.0,993.0,444.0,58.0,1.0,87.0
no-1,11,2024-01-01,05:24,airthings,spaceplus,19.4,22.0,993.0,440.0,59.0,0.0,87.0
no-1,11,2024-01-01,05:29,airthings,spaceplus,19.5,22.0,994.0,441.0,46.0,1.0,87.0
no-1,11,2024-01-01,05:34,airthings,spaceplus,19.7,22.0,994.0,437.0,56.0,1.0,89.0
no-1,11,2024-01-01,05:39,airthings,spaceplus,19.8,22.0,994.0,440.0,52.0,1.0,89.0
no-1,11,2024-01-01,05:44,airthings,spaceplus,19.9,22.0,994.0,442.0,46.0,1.0,89.0
no-1,11,2024-01-01,05:49,airthings,spaceplus,20.0,22.0,994.0,442.0,46.0,2.0,89.0
no-1,11,2024-01-01,05:54,airthings,spaceplus,20.0,22.0,994.0,442.0,50.0,1.0,89.0
no-1,11,2024-01-01,05:59,airthings,spaceplus,20.1,22.0,994.0,443.0,46.0,1.0,89.0
no-1,11,2024-01-01,06:04,airthings,spaceplus,20.2,21.0,994.0,440.0,46.0,1.0,89.0
no-1,11,2024-01-01,06:09,airthings,spaceplus,20.3,21.0,994.0,440.0,46.0,2.0,89.0
no-1,11,2024-01-01,06:14,airthings,spaceplus,20.3,21.0,994.0,438.0,56.0,2.0,89.0
no-1,11,2024-01-01,06:19,airthings,spaceplus,20.4,21.0,994.0,440.0,50.0,1.0,89.0
no-1,11,2024-01-01,06:24,airthings,spaceplus,20.5,21.0,994.0,441.0,56.0,1.0,89.0
no-1,11,2024-01-01,06:29,airthings,spaceplus,20.5,21.0,994.0,440.0,54.0,1.0,89.0
no-1,11,2024-01-01,06:34,airthings,spaceplus,20.6,21.0,994.0,444.0,56.0,2.0,86.0
no-1,11,2024-01-01,06:39,airthings,spaceplus,20.6,21.0,994.0,448.0,59.0,1.0,86.0
no-1,11,2024-01-01,06:44,airthings,spaceplus,20.7,21.0,994.0,443.0,58.0,2.0,86.0
no-1,11,2024-01-01,06:49,airthings,spaceplus,20.8,21.0,994.0,443.0,52.0,1.0,86.0
no-1,11,2024-01-01,06:54,airthings,spaceplus,20.8,21.0,994.0,441.0,58.0,1.0,86.0
no-1,11,2024-01-01,06:59,airthings,spaceplus,20.8,21.0,994.0,443.0,58.0,1.0,86.0
no-1,11,2024-01-01,07:04,airthings,spaceplus,20.9,21.0,994.0,442.0,50.0,1.0,86.0
no-1,11,2024-01-01,07:09,airthings,spaceplus,20.9,21.0,994.0,441.0,50.0,2.0,86.0
no-1,11,2024-01-01,07:14,airthings,spaceplus,21.0,21.0,994.0,442.0,67.0,2.0,86.0
no-1,11,2024-01-01,07:19,airthings,spaceplus,21.0,21.0,994.0,443.0,71.0,2.0,86.0
no-1,11,2024-01-01,07:24,airthings,spaceplus,21.0,21.0,994.0,445.0,65.0,2.0,86.0
no-1,11,2024-01-01,07:29,airthings,spaceplus,21.1,21.0,994.0,442.0,67.0,2.0,86.0
no-1,11,2024-01-01,07:34,airthings,spaceplus,21.1,20.0,994.0,443.0,71.0,2.0,88.0
no-1,11,2024-01-01,07:39,airthings,spaceplus,21.2,20.0,994.0,443.0,61.0,2.0,88.0
no-1,11,2024-01-01,07:44,airthings,spaceplus,21.2,20.0,994.0,445.0,65.0,2.0,88.0
no-1,11,2024-01-01,07:49,airthings,spaceplus,21.3,20.0,994.0,446.0,65.0,2.0,88.0
no-1,11,2024-01-01,07:54,airthings,spaceplus,21.3,20.0,994.0,444.0,59.0,1.0,88.0
no-1,11,2024-01-01,07:59,airthings,spaceplus,21.4,20.0,994.0,441.0,63.0,1.0,88.0
no-1,11,2024-01-01,08:04,airthings,spaceplus,21.4,20.0,994.0,442.0,63.0,2.0,88.0
no-1,11,2024-01-01,08:09,airthings,spaceplus,21.4,20.0,994.0,445.0,75.0,2.0,88.0
no-1,11,2024-01-01,08:14,airthings,spaceplus,21.4,20.0,994.0,443.0,61.0,3.0,88.0
no-1,11,2024-01-01,08:19,airthings,spaceplus,21.3,20.0,994.0,445.0,75.0,3.0,88.0
no-1,11,2024-01-01,08:24,airthings,spaceplus,21.2,20.0,994.0,447.0,86.0,4.0,88.0
no-1,11,2024-01-01,08:29,airthings,spaceplus,21.2,20.0,994.0,445.0,71.0,6.0,88.0
no-1,11,2024-01-01,08:34,airthings,spaceplus,21.1,20.0,994.0,443.0,82.0,6.0,88.0
no-1,11,2024-01-01,08:39,airthings,spaceplus,21.0,20.0,994.0,442.0,80.0,6.0,88.0
no-1,11,2024-01-01,08:44,airthings,spaceplus,20.8,20.0,994.0,444.0,88.0,7.0,88.0
no-1,11,2024-01-01,08:49,airthings,spaceplus,20.7,20.0,994.0,446.0,84.0,7.0,88.0
no-1,11,2024-01-01,08:54,airthings,spaceplus,20.7,20.0,994.0,446.0,93.0,6.0,88.0
no-1,11,2024-01-01,08:59,airthings,spaceplus,20.8,20.0,994.0,445.0,67.0,7.0,88.0
no-1,11,2024-01-01,09:04,airthings,spaceplus,20.9,21.0,994.0,443.0,61.0,7.0,88.0
no-1,11,2024-01-01,09:09,airthings,spaceplus,21.0,20.0,994.0,442.0,71.0,7.0,88.0
no-1,11,2024-01-01,09:14,airthings,spaceplus,21.1,20.0,995.0,442.0,69.0,7.0,88.0
no-1,11,2024-01-01,09:19,airthings,spaceplus,21.2,20.0,995.0,446.0,67.0,5.0,88.0
no-1,11,2024-01-01,09:24,airthings,spaceplus,21.3,20.0,995.0,447.0,58.0,5.0,88.0
no-1,11,2024-01-01,09:29,airthings,spaceplus,21.4,20.0,995.0,449.0,52.0,4.0,88.0
no-1,11,2024-01-01,09:34,airthings,spaceplus,21.4,20.0,995.0,446.0,71.0,5.0,83.0
no-1,11,2024-01-01,09:39,airthings,spaceplus,21.4,20.0,995.0,443.0,58.0,7.0,83.0
no-1,11,2024-01-01,09:44,airthings,spaceplus,21.4,20.0,995.0,441.0,72.0,8.0,83.0
no-1,11,2024-01-01,09:49,airthings,spaceplus,21.3,20.0,995.0,445.0,59.0,9.0,83.0
no-1,11,2024-01-01,09:54,airthings,spaceplus,21.2,20.0,995.0,443.0,67.0,8.0,83.0
no-1,11,2024-01-01,09:59,airthings,spaceplus,21.1,20.0,995.0,443.0,76.0,6.0,83.0
no-1,11,2024-01-01,10:04,airthings,spaceplus,21.0,20.0,995.0,441.0,80.0,4.0,83.0
no-1,11,2024-01-01,10:09,airthings,spaceplus,20.9,20.0,995.0,445.0,84.0,4.0,83.0
no-1,11,2024-01-01,10:14,airthings,spaceplus,20.8,20.0,995.0,441.0,80.0,4.0,83.0
no-1,11,2024-01-01,10:19,airthings,spaceplus,20.8,20.0,995.0,447.0,84.0,3.0,83.0
no-1,11,2024-01-01,10:24,airthings,spaceplus,20.7,20.0,995.0,446.0,72.0,4.0,83.0
no-1,11,2024-01-01,10:29,airthings,spaceplus,20.8,21.0,995.0,451.0,80.0,4.0,83.0
no-1,11,2024-01-01,10:34,airthings,spaceplus,21.0,20.0,995.0,443.0,65.0,4.0,87.0
no-1,11,2024-01-01,10:39,airthings,spaceplus,21.1,20.0,995.0,441.0,84.0,5.0,87.0
no-1,11,2024-01-01,10:44,airthings,spaceplus,21.2,20.0,995.0,445.0,56.0,4.0,87.0
no-1,11,2024-01-01,10:49,airthings,spaceplus,21.3,20.0,995.0,443.0,67.0,4.0,87.0
no-1,11,2024-01-01,10:54,airthings,spaceplus,21.4,20.0,995.0,445.0,50.0,4.0,87.0
no-1,11,2024-01-01,10:59,airthings,spaceplus,21.4,20.0,995.0,445.0,59.0,4.0,87.0
no-1,11,2024-01-01,11:04,airthings,spaceplus,21.4,20.0,995.0,445.0,69.0,3.0,87.0
no-1,11,2024-01-01,11:09,airthings,spaceplus,21.4,20.0,995.0,447.0,67.0,3.0,87.0
no-1,11,2024-01-01,11:14,airthings,spaceplus,21.4,20.0,995.0,448.0,67.0,3.0,87.0
no-1,11,2024-01-01,11:19,airthings,spaceplus,21.3,20.0,995.0,443.0,69.0,4.0,87.0
no-1,11,2024-01-01,11:24,airthings,spaceplus,21.2,20.0,995.0,445.0,69.0,5.0,87.0
no-1,11,2024-01-01,11:29,airthings,spaceplus,21.1,20.0,995.0,445.0,84.0,4.0,87.0
no-1,11,2024-01-01,11:34,airthings,spaceplus,21.0,20.0,995.0,447.0,95.0,4.0,89.0
no-1,11,2024-01-01,11:39,airthings,spaceplus,20.9,20.0,995.0,444.0,67.0,4.0,89.0
no-1,11,2024-01-01,11:44,airthings,spaceplus,20.8,20.0,995.0,444.0,86.0,4.0,89.0
no-1,11,2024-01-01,11:49,airthings,spaceplus,20.8,20.0,995.0,443.0,82.0,5.0,89.0
no-1,11,2024-01-01,11:54,airthings,spaceplus,20.8,21.0,995.0,443.0,61.0,6.0,89.0
no-1,11,2024-01-01,11:59,airthings,spaceplus,20.9,20.0,995.0,443.0,72.0,6.0,89.0
no-1,11,2024-01-01,12:04,airthings,spaceplus,21.0,20.0,995.0,441.0,67.0,7.0,89.0
no-1,11,2024-01-01,12:09,airthings,spaceplus,21.2,20.0,995.0,443.0,56.0,7.0,89.0
no-1,11,2024-01-01,12:14,airthings,spaceplus,21.3,20.0,995.0,441.0,59.0,6.0,89.0
no-1,11,2024-01-01,12:19,airthings,spaceplus,21.4,20.0,995.0,442.0,54.0,6.0,89.0
no-1,11,2024-01-01,12:24,airthings,spaceplus,21.4,20.0,995.0,442.0,65.0,5.0,89.0
no-1,11,2024-01-01,12:29,airthings,spaceplus,21.4,20.0,995.0,441.0,71.0,4.0,89.0
no-1,11,2024-01-01,12:34,airthings,spaceplus,21.4,20.0,995.0,441.0,76.0,4.0,84.0
no-1,11,2024-01-01,12:39,airthings,spaceplus,21.4,20.0,995.0,441.0,78.0,4.0,84.0
no-1,11,2024-01-01,12:44,airthings,spaceplus,21.3,20.0,995.0,448.0,80.0,3.0,84.0
no-1,11,2024-01-01,12:49,airthings,spaceplus,21.2,20.0,995.0,446.0,71.0,2.0,84.0
no-1,11,2024-01-01,12:54,airthings,spaceplus,21.2,20.0,995.0,445.0,72.0,1.0,84.0
no-1,11,2024-01-01,12:59,airthings,spaceplus,21.1,20.0,995.0,449.0,80.0,1.0,84.0
no-1,11,2024-01-01,13:04,airthings,spaceplus,21.0,20.0,995.0,450.0,78.0,1.0,84.0
no-1,11,2024-01-01,13:09,airthings,spaceplus,20.9,20.0,995.0,449.0,82.0,0.0,84.0
no-1,11,2024-01-01,13:14,airthings,spaceplus,20.8,20.0,995.0,447.0,75.0,1.0,84.0
no-1,11,2024-01-01,13:19,airthings,spaceplus,20.7,20.0,995.0,446.0,75.0,1.0,84.0
no-1,11,2024-01-01,13:24,airthings,spaceplus,20.6,21.0,995.0,444.0,88.0,2.0,84.0
no-1,11,2024-01-01,13:29,airthings,spaceplus,20.5,21.0,995.0,443.0,76.0,2.0,84.0
no-1,11,2024-01-01,13:34,airthings,spaceplus,20.5,21.0,995.0,441.0,95.0,1.0,86.0
no-1,11,2024-01-01,13:39,airthings,spaceplus,20.4,21.0,995.0,444.0,89.0,1.0,86.0
no-1,11,2024-01-01,13:44,airthings,spaceplus,20.3,21.0,995.0,444.0,88.0,1.0,86.0
no-1,11,2024-01-01,13:49,airthings,spaceplus,20.3,21.0,995.0,445.0,72.0,1.0,86.0
no-1,11,2024-01-01,13:54,airthings,spaceplus,20.2,21.0,995.0,443.0,84.0,0.0,86.0
no-1,11,2024-01-01,13:59,airthings,spaceplus,20.2,21.0,995.0,440.0,84.0,1.0,86.0
no-1,11,2024-01-01,14:04,airthings,spaceplus,20.1,21.0,995.0,444.0,80.0,0.0,86.0
no-1,11,2024-01-01,14:09,airthings,spaceplus,20.1,21.0,995.0,447.0,82.0,1.0,86.0
no-1,11,2024-01-01,14:14,airthings,spaceplus,20.0,21.0,995.0,446.0,84.0,2.0,86.0
no-1,11,2024-01-01,14:19,airthings,spaceplus,20.0,21.0,996.0,445.0,88.0,2.0,86.0
no-1,11,2024-01-01,14:24,airthings,spaceplus,19.9,21.0,996.0,446.0,84.0,2.0,86.0
no-1,11,2024-01-01,14:29,airthings,spaceplus,19.9,21.0,996.0,446.0,76.0,2.0,86.0
no-1,11,2024-01-01,14:34,airthings,spaceplus,19.8,21.0,996.0,445.0,84.0,1.0,81.0
no-1,11,2024-01-01,14:39,airthings,spaceplus,19.8,21.0,996.0,445.0,78.0,1.0,81.0
no-1,11,2024-01-01,14:44,airthings,spaceplus,19.8,21.0,996.0,444.0,78.0,3.0,81.0
no-1,11,2024-01-01,14:49,airthings,spaceplus,19.7,21.0,996.0,448.0,75.0,2.0,81.0
no-1,11,2024-01-01,14:54,airthings,spaceplus,19.7,22.0,996.0,448.0,76.0,2.0,81.0
no-1,11,2024-01-01,14:59,airthings,spaceplus,19.6,22.0,996.0,446.0,75.0,2.0,81.0
no-1,11,2024-01-01,15:04,airthings,spaceplus,19.6,22.0,996.0,446.0,75.0,2.0,81.0
no-1,11,2024-01-01,15:09,airthings,spaceplus,19.6,22.0,996.0,450.0,67.0,2.0,81.0
no-1,11,2024-01-01,15:14,airthings,spaceplus,19.6,22.0,996.0,453.0,48.0,2.0,81.0
no-1,11,2024-01-01,15:19,airthings,spaceplus,19.5,22.0,996.0,453.0,72.0,2.0,81.0
no-1,11,2024-01-01,15:24,airthings,spaceplus,19.5,22.0,996.0,453.0,78.0,1.0,81.0
no-1,11,2024-01-01,15:29,airthings,spaceplus,19.4,22.0,996.0,456.0,65.0,1.0,81.0
no-1,11,2024-01-01,15:34,airthings,spaceplus,19.4,22.0,996.0,455.0,80.0,2.0,81.0
no-1,11,2024-01-01,15:39,airthings,spaceplus,19.4,22.0,996.0,453.0,67.0,1.0,81.0
no-1,11,2024-01-01,15:44,airthings,spaceplus,19.4,22.0,996.0,452.0,65.0,1.0,81.0
no-1,11,2024-01-01,15:49,airthings,spaceplus,19.3,22.0,996.0,454.0,75.0,1.0,81.0
no-1,11,2024-01-01,15:54,airthings,spaceplus,19.3,22.0,996.0,450.0,71.0,2.0,81.0
no-1,11,2024-01-01,15:59,airthings,spaceplus,19.2,22.0,996.0,451.0,75.0,1.0,81.0
no-1,11,2024-01-01,16:04,airthings,spaceplus,19.2,22.0,996.0,452.0,69.0,2.0,81.0
no-1,11,2024-01-01,16:09,airthings,spaceplus,19.2,22.0,996.0,454.0,69.0,1.0,81.0
no-1,11,2024-01-01,16:14,airthings,spaceplus,19.2,22.0,996.0,455.0,67.0,2.0,81.0
no-1,11,2024-01-01,16:19,airthings,spaceplus,19.1,22.0,996.0,454.0,61.0,2.0,81.0
no-1,11,2024-01-01,16:24,airthings,spaceplus,19.1,22.0,996.0,457.0,67.0,3.0,81.0
no-1,11,2024-01-01,16:29,airthings,spaceplus,19.1,22.0,996.0,456.0,71.0,3.0,81.0
no-1,11,2024-01-01,16:34,airthings,spaceplus,19.1,22.0,996.0,457.0,65.0,2.0,80.0
no-1,11,2024-01-01,16:39,airthings,spaceplus,19.0,22.0,996.0,457.0,58.0,2.0,80.0
no-1,11,2024-01-01,16:44,airthings,spaceplus,19.0,22.0,996.0,454.0,61.0,2.0,80.0
no-1,11,2024-01-01,16:49,airthings,spaceplus,19.1,22.0,997.0,453.0,50.0,2.0,80.0
no-1,11,2024-01-01,16:54,airthings,spaceplus,19.2,22.0,997.0,453.0,63.0,1.0,80.0
no-1,11,2024-01-01,16:59,airthings,spaceplus,19.4,22.0,997.0,453.0,56.0,2.0,80.0
no-1,11,2024-01-01,17:04,airthings,spaceplus,19.5,22.0,997.0,456.0,52.0,1.0,80.0
no-1,11,2024-01-01,17:09,airthings,spaceplus,19.5,22.0,997.0,455.0,61.0,2.0,80.0
no-1,11,2024-01-01,17:14,airthings,spaceplus,19.6,22.0,997.0,457.0,56.0,1.0,80.0
no-1,11,2024-01-01,17:19,airthings,spaceplus,19.6,22.0,997.0,454.0,67.0,2.0,80.0
no-1,11,2024-01-01,17:24,airthings,spaceplus,19.6,22.0,997.0,453.0,75.0,2.0,80.0
no-1,11,2024-01-01,17:29,airthings,spaceplus,19.5,22.0,997.0,456.0,67.0,1.0,80.0
no-1,11,2024-01-01,17:34,airthings,spaceplus,19.5,22.0,997.0,454.0,67.0,1.0,83.0
no-1,11,2024-01-01,17:39,airthings,spaceplus,19.4,22.0,997.0,453.0,75.0,2.0,83.0
no-1,11,2024-01-01,17:44,airthings,spaceplus,19.4,22.0,997.0,457.0,71.0,2.0,83.0
no-1,11,2024-01-01,17:49,airthings,spaceplus,19.4,22.0,997.0,459.0,76.0,2.0,83.0
no-1,11,2024-01-01,17:54,airthings,spaceplus,19.3,22.0,997.0,457.0,76.0,2.0,83.0
no-1,11,2024-01-01,17:59,airthings,spaceplus,19.3,22.0,997.0,458.0,78.0,2.0,83.0
no-1,11,2024-01-01,18:04,airthings,spaceplus,19.2,22.0,997.0,457.0,84.0,2.0,83.0
no-1,11,2024-01-01,18:09,airthings,spaceplus,19.2,22.0,997.0,460.0,82.0,2.0,83.0
no-1,11,2024-01-01,18:14,airthings,spaceplus,19.2,22.0,997.0,464.0,89.0,1.0,83.0
no-1,11,2024-01-01,18:19,airthings,spaceplus,19.1,22.0,997.0,462.0,76.0,1.0,83.0
no-1,11,2024-01-01,18:24,airthings,spaceplus,19.1,22.0,997.0,463.0,86.0,1.0,83.0
no-1,11,2024-01-01,18:29,airthings,spaceplus,19.1,22.0,997.0,463.0,84.0,2.0,83.0
no-1,11,2024-01-01,18:34,airthings,spaceplus,19.0,22.0,997.0,462.0,86.0,2.0,92.0
no-1,11,2024-01-01,18:39,airthings,spaceplus,19.0,22.0,997.0,463.0,86.0,2.0,92.0
no-1,11,2024-01-01,18:44,airthings,spaceplus,19.0,22.0,997.0,461.0,82.0,2.0,92.0
no-1,11,2024-01-01,18:49,airthings,spaceplus,19.1,22.0,997.0,460.0,78.0,2.0,92.0
no-1,11,2024-01-01,18:54,airthings,spaceplus,19.2,22.0,997.0,457.0,78.0,1.0,92.0
no-1,11,2024-01-01,18:59,airthings,spaceplus,19.3,22.0,997.0,457.0,72.0,2.0,92.0
no-1,11,2024-01-01,19:04,airthings,spaceplus,19.4,22.0,997.0,460.0,67.0,2.0,92.0
no-1,11,2024-01-01,19:09,airthings,spaceplus,19.5,22.0,997.0,460.0,69.0,1.0,92.0
no-1,11,2024-01-01,19:14,airthings,spaceplus,19.6,22.0,997.0,463.0,84.0,1.0,92.0
no-1,11,2024-01-01,19:19,airthings,spaceplus,19.6,22.0,997.0,461.0,80.0,1.0,92.0
no-1,11,2024-01-01,19:24,airthings,spaceplus,19.6,22.0,997.0,459.0,67.0,2.0,92.0
no-1,11,2024-01-01,19:29,airthings,spaceplus,19.5,22.0,997.0,460.0,84.0,3.0,92.0
no-1,11,2024-01-01,19:34,airthings,spaceplus,19.5,22.0,997.0,462.0,72.0,3.0,92.0
no-1,11,2024-01-01,19:39,airthings,spaceplus,19.4,22.0,997.0,464.0,88.0,2.0,92.0
no-1,11,2024-01-01,19:44,airthings,spaceplus,19.4,22.0,997.0,462.0,88.0,2.0,92.0
no-1,11,2024-01-01,19:49,airthings,spaceplus,19.3,22.0,997.0,466.0,80.0,2.0,92.0
no-1,11,2024-01-01,19:54,airthings,spaceplus,19.3,22.0,997.0,461.0,93.0,1.0,92.0
no-1,11,2024-01-01,19:59,airthings,spaceplus,19.2,22.0,997.0,460.0,91.0,1.0,92.0
no-1,11,2024-01-01,20:04,airthings,spaceplus,19.2,22.0,997.0,459.0,75.0,2.0,92.0
no-1,11,2024-01-01,20:09,airthings,spaceplus,19.1,22.0,997.0,457.0,78.0,2.0,92.0
