school_id,room_id,date,time,manuf_id,instr_id,temp_a,rh_a,press_a,co2_a,voc_a,bright_a,rdn_a
no-1,11,2024-01-17,02:58,airthings,spaceplus,16.4,20.0,968.0,431.0,236.0,2.0,46.0
no-1,11,2024-01-17,03:03,airthings,spaceplus,16.4,20.0,968.0,430.0,229.0,1.0,46.0
no-1,11,2024-01-17,03:08,airthings,spaceplus,16.3,20.0,967.0,431.0,264.0,2.0,46.0
no-1,11,2024-01-17,03:13,airthings,spaceplus,16.3,20.0,967.0,430.0,215.0,2.0,50.0
no-1,11,2024-01-17,03:18,airthings,spaceplus,16.2,20.0,967.0,430.0,256.0,2.0,50.0
no-1,11,2024-01-17,03:23,airthings,spaceplus,16.1,20.0,967.0,429.0,236.0,1.0,50.0
no-1,11,2024-01-17,03:28,airthings,spaceplus,16.0,20.0,967.0,432.0,246.0,1.0,50.0
no-1,11,2024-01-17,03:33,airthings,spaceplus,16.0,20.0,967.0,432.0,267.0,2.0,50.0
no-1,11,2024-01-17,03:38,airthings,spaceplus,16.0,20.0,966.0,431.0,242.0,2.0,50.0
no-1,11,2024-01-17,03:43,airthings,spaceplus,16.0,20.0,966.0,430.0,215.0,2.0,50.0
no-1,11,2024-01-17,03:48,airthings,spaceplus,16.1,20.0,966.0,428.0,215.0,1.0,50.0
no-1,11,2024-01-17,03:53,airthings,spaceplus,16.2,20.0,966.0,432.0,208.0,1.0,50.0
no-1,11,2024-01-17,03:58,airthings,spaceplus,16.3,20.0,966.0,434.0,215.0,1.0,50.0
no-1,11,2024-01-17,04:03,airthings,spaceplus,16.4,20.0,966.0,427.0,212.0,2.0,50.0
no-1,11,2024-01-17,04:08,airthings,spaceplus,16.4,20.0,965.0,430.0,219.0,1.0,50.0
no-1,11,2024-01-17,04:13,airthings,spaceplus,16.5,20.0,965.0,429.0,208.0,1.0,46.0
no-1,11,2024-01-17,04:18,airthings,spaceplus,16.5,20.0,965.0,427.0,246.0,1.0,46.0
no-1,11,2024-01-17,04:23,airthings,spaceplus,16.4,20.0,965.0,427.0,229.0,1.0,46.0
no-1,11,2024-01-17,04:28,airthings,spaceplus,16.4,19.0,965.0,426.0,212.0,2.0,46.0
no-1,11,2024-01-17,04:33,airthings,spaceplus,16.4,19.0,965.0,425.0,232.0,3.0,46.0
no-1,11,2024-01-17,04:38,airthings,spaceplus,16.4,19.0,965.0,423.0,219.0,2.0,46.0
no-1,11,2024-01-17,04:43,airthings,spaceplus,16.3,19.0,965.0,419.0,215.0,3.0,46.0
no-1,11,2024-01-17,04:48,airthings,spaceplus,16.3,19.0,964.0,423.0,219.0,2.0,46.0
no-1,11,2024-01-17,04:53,airthings,spaceplus,16.2,19.0,965.0,424.0,219.0,1.0,46.0
no-1,11,2024-01-17,04:58,airthings,spaceplus,16.2,20.0,964.0,426.0,236.0,1.0,46.0
no-1,11,2024-01-17,05:03,airthings,spaceplus,16.1,20.0,964.0,424.0,246.0,2.0,46.0
no-1,11,2024-01-17,05:08,airthings,spaceplus,16.1,19.0,964.0,422.0,215.0,2.0,46.0
no-1,11,2024-01-17,05:13,airthings,spaceplus,16.1,18.0,964.0,424.0,267.0,2.0,46.0
no-1,11,2024-01-17,05:18,airthings,spaceplus,16.2,18.0,964.0,422.0,242.0,2.0,46.0
no-1,11,2024-01-17,05:23,airthings,spaceplus,16.2,18.0,964.0,421.0,259.0,2.0,46.0
no-1,11,2024-01-17,05:28,airthings,spaceplus,16.3,18.0,963.0,418.0,219.0,2.0,46.0
no-1,11,2024-01-17,05:33,airthings,spaceplus,16.4,18.0,963.0,418.0,229.0,2.0,46.0
no-1,11,2024-01-17,05:38,airthings,spaceplus,16.5,18.0,963.0,415.0,195.0,1.0,46.0
no-1,11,2024-01-17,05:43,airthings,spaceplus,16.6,18.0,963.0,415.0,187.0,2.0,46.0
no-1,11,2024-01-17,05:48,airthings,spaceplus,16.7,18.0,962.0,417.0,184.0,2.0,46.0
no-1,11,2024-01-17,05:53,airthings,spaceplus,16.8,18.0,962.0,416.0,172.0,3.0,46.0
no-1,11,2024-01-17,05:58,airthings,spaceplus,16.9,18.0,962.0,417.0,161.0,3.0,46.0
no-1,11,2024-01-17,06:03,airthings,spaceplus,17.0,18.0,962.0,425.0,152.0,2.0,46.0
no-1,11,2024-01-17,06:08,airthings,spaceplus,17.1,18.0,962.0,434.0,140.0,2.0,46.0
no-1,11,2024-01-17,06:13,airthings,spaceplus,17.2,18.0,961.0,443.0,142.0,2.0,49.0
no-1,11,2024-01-17,06:18,airthings,spaceplus,17.3,18.0,961.0,455.0,122.0,2.0,49.0
no-1,11,2024-01-17,06:23,airthings,spaceplus,17.3,18.0,961.0,465.0,122.0,1.0,49.0
no-1,11,2024-01-17,06:28,airthings,spaceplus,17.3,19.0,961.0,470.0,119.0,2.0,49.0
no-1,11,2024-01-17,06:33,airthings,spaceplus,17.4,19.0,961.0,479.0,122.0,2.0,49.0
no-1,11,2024-01-17,06:38,airthings,spaceplus,17.4,19.0,961.0,479.0,118.0,1.0,49.0
no-1,11,2024-01-17,06:43,airthings,spaceplus,17.4,19.0,961.0,476.0,119.0,3.0,49.0
no-1,11,2024-01-17,06:48,airthings,spaceplus,17.5,19.0,960.0,467.0,119.0,3.0,49.0
no-1,11,2024-01-17,06:53,airthings,spaceplus,17.6,19.0,960.0,458.0,118.0,2.0,49.0
no-1,11,2024-01-17,06:58,airthings,spaceplus,17.6,19.0,960.0,452.0,125.0,3.0,49.0
no-1,11,2024-01-17,07:03,airthings,spaceplus,17.7,19.0,960.0,447.0,131.0,3.0,49.0
no-1,11,2024-01-17,07:08,airthings,spaceplus,17.7,19.0,960.0,443.0,123.0,2.0,49.0
no-1,11,2024-01-17,07:13,airthings,spaceplus,17.8,19.0,960.0,440.0,129.0,2.0,51.0
no-1,11,2024-01-17,07:18,airthings,spaceplus,17.8,19.0,960.0,439.0,127.0,1.0,51.0
no-1,11,2024-01-17,07:23,airthings,spaceplus,17.9,19.0,959.0,444.0,125.0,2.0,51.0
no-1,11,2024-01-17,07:28,airthings,spaceplus,17.9,19.0,959.0,457.0,123.0,2.0,51.0
no-1,11,2024-01-17,07:33,airthings,spaceplus,18.0,20.0,959.0,477.0,112.0,2.0,51.0
no-1,11,2024-01-17,07:38,airthings,spaceplus,18.0,20.0,959.0,495.0,105.0,48.0,51.0
no-1,11,2024-01-17,07:43,airthings,spaceplus,18.0,20.0,958.0,513.0,103.0,56.0,51.0
no-1,11,2024-01-17,07:48,airthings,spaceplus,18.0,20.0,958.0,530.0,112.0,59.0,51.0
no-1,11,2024-01-17,07:53,airthings,spaceplus,18.0,20.0,958.0,533.0,101.0,60.0,51.0
no-1,11,2024-01-17,07:58,airthings,spaceplus,18.2,20.0,958.0,529.0,110.0,61.0,51.0
no-1,11,2024-01-17,08:03,airthings,spaceplus,18.3,20.0,958.0,527.0,119.0,61.0,51.0
no-1,11,2024-01-17,08:08,airthings,spaceplus,18.4,20.0,958.0,521.0,114.0,61.0,51.0
no-1,11,2024-01-17,08:13,airthings,spaceplus,18.4,20.0,958.0,507.0,106.0,61.0,51.0
no-1,11,2024-01-17,08:18,airthings,spaceplus,18.5,20.0,958.0,497.0,114.0,61.0,51.0
no-1,11,2024-01-17,08:23,airthings,spaceplus,18.5,20.0,958.0,487.0,125.0,61.0,51.0
no-1,11,2024-01-17,08:28,airthings,spaceplus,18.6,20.0,957.0,493.0,122.0,61.0,51.0
no-1,11,2024-01-17,08:33,airthings,spaceplus,18.3,20.0,957.0,491.0,131.0,61.0,51.0
no-1,11,2024-01-17,08:38,airthings,spaceplus,18.1,20.0,957.0,484.0,142.0,61.0,51.0
no-1,11,2024-01-17,08:43,airthings,spaceplus,17.9,20.0,957.0,477.0,146.0,61.0,51.0
no-1,11,2024-01-17,08:48,airthings,spaceplus,17.8,20.0,957.0,466.0,146.0,61.0,51.0
no-1,11,2024-01-17,08:53,airthings,spaceplus,17.7,20.0,957.0,462.0,150.0,61.0,51.0
no-1,11,2024-01-17,08:58,airthings,spaceplus,17.8,20.0,957.0,462.0,136.0,61.0,51.0
no-1,11,2024-01-17,09:03,airthings,spaceplus,18.3,20.0,957.0,496.0,101.0,58.0,51.0
no-1,11,2024-01-17,09:08,airthings,spaceplus,19.0,20.0,957.0,526.0,110.0,54.0,51.0
no-1,11,2024-01-17,09:13,airthings,spaceplus,19.0,20.0,957.0,535.0,136.0,51.0,51.0
no-1,11,2024-01-17,09:18,airthings,spaceplus,19.0,20.0,957.0,517.0,138.0,49.0,51.0
no-1,11,2024-01-17,09:23,airthings,spaceplus,19.1,20.0,957.0,497.0,144.0,48.0,51.0
no-1,11,2024-01-17,09:28,airthings,spaceplus,19.2,19.0,957.0,495.0,152.0,47.0,51.0
no-1,11,2024-01-17,09:33,airthings,spaceplus,19.1,20.0,957.0,524.0,142.0,46.0,51.0
no-1,11,2024-01-17,09:38,airthings,spaceplus,19.2,20.0,957.0,554.0,127.0,46.0,51.0
no-1,11,2024-01-17,09:43,airthings,spaceplus,19.5,20.0,957.0,569.0,116.0,46.0,51.0
no-1,11,2024-01-17,09:48,airthings,spaceplus,19.5,20.0,957.0,577.0,136.0,46.0,51.0
no-1,11,2024-01-17,09:53,airthings,spaceplus,19.6,20.0,957.0,577.0,150.0,46.0,51.0
no-1,11,2024-01-17,09:58,airthings,spaceplus,19.6,20.0,957.0,576.0,150.0,46.0,51.0
no-1,11,2024-01-17,10:03,airthings,spaceplus,19.7,20.0,957.0,569.0,170.0,46.0,51.0
no-1,11,2024-01-17,10:08,airthings,spaceplus,19.8,20.0,957.0,559.0,166.0,46.0,51.0
no-1,11,2024-01-17,10:13,airthings,spaceplus,19.8,20.0,957.0,550.0,174.0,46.0,49.0
no-1,11,2024-01-17,10:18,airthings,spaceplus,19.8,20.0,957.0,544.0,187.0,46.0,49.0
no-1,11,2024-01-17,10:23,airthings,spaceplus,19.8,19.0,957.0,544.0,178.0,45.0,49.0
no-1,11,2024-01-17,10:28,airthings,spaceplus,19.9,19.0,957.0,544.0,201.0,45.0,49.0
no-1,11,2024-01-17,10:33,airthings,spaceplus,19.9,19.0,957.0,542.0,184.0,45.0,49.0
no-1,11,2024-01-17,10:38,airthings,spaceplus,19.9,19.0,957.0,546.0,191.0,45.0,49.0
no-1,11,2024-01-17,10:43,airthings,spaceplus,20.0,19.0,957.0,549.0,172.0,45.0,49.0
no-1,11,2024-01-17,10:48,airthings,spaceplus,19.9,19.0,957.0,554.0,176.0,45.0,49.0
no-1,11,2024-01-17,10:53,airthings,spaceplus,19.6,19.0,957.0,566.0,176.0,46.0,49.0
no-1,11,2024-01-17,10:58,airthings,spaceplus,19.4,20.0,957.0,579.0,172.0,46.0,49.0
no-1,11,2024-01-17,11:03,airthings,spaceplus,19.3,20.0,957.0,585.0,169.0,46.0,49.0
no-1,11,2024-01-17,11:08,airthings,spaceplus,19.6,20.0,957.0,576.0,161.0,46.0,49.0
no-1,11,2024-01-17,11:13,airthings,spaceplus,19.7,20.0,957.0,567.0,187.0,46.0,49.0
no-1,11,2024-01-17,11:18,airthings,spaceplus,19.8,20.0,957.0,551.0,191.0,46.0,49.0
no-1,11,2024-01-17,11:23,airthings,spaceplus,19.8,19.0,957.0,540.0,201.0,46.0,49.0
no-1,11,2024-01-17,11:28,airthings,spaceplus,19.9,19.0,958.0,536.0,232.0,46.0,49.0
no-1,11,2024-01-17,11:33,airthings,spaceplus,19.9,19.0,958.0,544.0,229.0,46.0,49.0
no-1,11,2024-01-17,11:38,airthings,spaceplus,19.9,19.0,958.0,553.0,242.0,46.0,49.0
no-1,11,2024-01-17,11:43,airthings,spaceplus,19.9,19.0,958.0,567.0,239.0,46.0,49.0
no-1,11,2024-01-17,11:48,airthings,spaceplus,20.0,19.0,958.0,584.0,232.0,46.0,49.0
no-1,11,2024-01-17,11:53,airthings,spaceplus,20.0,19.0,958.0,591.0,242.0,46.0,49.0
no-1,11,2024-01-17,11:58,airthings,spaceplus,20.0,19.0,958.0,589.0,253.0,46.0,49.0
no-1,11,2024-01-17,12:03,airthings,spaceplus,20.0,19.0,958.0,605.0,281.0,46.0,49.0
no-1,11,2024-01-17,12:08,airthings,spaceplus,20.0,19.0,958.0,593.0,270.0,46.0,49.0
no-1,11,2024-01-17,12:13,airthings,spaceplus,20.0,18.0,959.0,555.0,298.0,46.0,47.0
no-1,11,2024-01-17,12:18,airthings,spaceplus,20.0,18.0,959.0,523.0,294.0,46.0,47.0
no-1,11,2024-01-17,12:23,airthings,spaceplus,19.9,18.0,959.0,497.0,281.0,46.0,47.0
no-1,11,2024-01-17,12:28,airthings,spaceplus,19.9,18.0,959.0,475.0,301.0,46.0,47.0
no-1,11,2024-01-17,12:33,airthings,spaceplus,19.9,18.0,959.0,460.0,270.0,46.0,47.0
no-1,11,2024-01-17,12:38,airthings,spaceplus,19.9,18.0,959.0,453.0,256.0,46.0,47.0
no-1,11,2024-01-17,12:43,airthings,spaceplus,19.9,17.0,959.0,446.0,246.0,46.0,47.0
no-1,11,2024-01-17,12:48,airthings,spaceplus,19.9,17.0,959.0,446.0,229.0,46.0,47.0
no-1,11,2024-01-17,12:53,airthings,spaceplus,19.8,17.0,959.0,467.0,232.0,46.0,47.0
no-1,11,2024-01-17,12:58,airthings,spaceplus,19.8,17.0,959.0,494.0,191.0,46.0,47.0
no-1,11,2024-01-17,13:03,airthings,spaceplus,19.8,17.0,959.0,506.0,198.0,46.0,47.0
no-1,11,2024-01-17,13:08,airthings,spaceplus,19.8,17.0,959.0,510.0,178.0,46.0,47.0
no-1,11,2024-01-17,13:13,airthings,spaceplus,19.7,18.0,959.0,538.0,161.0,45.0,47.0
no-1,11,2024-01-17,13:18,airthings,spaceplus,19.7,18.0,960.0,555.0,152.0,45.0,47.0
no-1,11,2024-01-17,13:23,airthings,spaceplus,19.6,18.0,959.0,569.0,142.0,45.0,47.0
no-1,11,2024-01-17,13:28,airthings,spaceplus,19.6,18.0,959.0,578.0,148.0,45.0,47.0
no-1,11,2024-01-17,13:33,airthings,spaceplus,19.5,18.0,960.0,590.0,152.0,45.0,47.0
no-1,11,2024-01-17,13:38,airthings,spaceplus,19.3,18.0,960.0,603.0,153.0,45.0,47.0
no-1,11,2024-01-17,13:43,airthings,spaceplus,19.2,18.0,960.0,609.0,165.0,45.0,47.0
no-1,11,2024-01-17,13:48,airthings,spaceplus,19.0,19.0,960.0,612.0,172.0,45.0,47.0
no-1,11,2024-01-17,13:53,airthings,spaceplus,18.9,19.0,960.0,613.0,178.0,45.0,47.0
no-1,11,2024-01-17,13:58,airthings,spaceplus,18.7,19.0,960.0,613.0,176.0,45.0,47.0
no-1,11,2024-01-17,14:03,airthings,spaceplus,18.6,20.0,960.0,609.0,195.0,45.0,47.0
no-1,11,2024-01-17,14:08,airthings,spaceplus,18.4,20.0,960.0,606.0,191.0,45.0,47.0
no-1,11,2024-01-17,14:13,airthings,spaceplus,18.3,20.0,960.0,610.0,201.0,45.0,47.0
no-1,11,2024-01-17,14:18,airthings,spaceplus,18.2,20.0,960.0,614.0,222.0,45.0,47.0
no-1,11,2024-01-17,14:23,airthings,spaceplus,18.1,20.0,960.0,613.0,236.0,45.0,47.0
no-1,11,2024-01-17,14:28,airthings,spaceplus,18.0,20.0,960.0,617.0,242.0,45.0,47.0
no-1,11,2024-01-17,14:33,airthings,spaceplus,17.9,20.0,960.0,615.0,250.0,45.0,47.0
no-1,11,2024-01-17,14:38,airthings,spaceplus,17.7,20.0,961.0,627.0,253.0,45.0,47.0
no-1,11,2024-01-17,14:43,airthings,spaceplus,17.6,20.0,961.0,640.0,264.0,45.0,47.0
no-1,11,2024-01-17,14:48,airthings,spaceplus,17.6,21.0,961.0,656.0,287.0,45.0,47.0
no-1,11,2024-01-17,14:53,airthings,spaceplus,17.5,21.0,961.0,665.0,284.0,45.0,47.0
no-1,11,2024-01-17,14:58,airthings,spaceplus,17.4,22.0,961.0,673.0,287.0,45.0,47.0
no-1,11,2024-01-17,15:03,airthings,spaceplus,17.3,22.0,961.0,669.0,298.0,45.0,47.0
no-1,11,2024-01-17,15:08,airthings,spaceplus,17.2,22.0,961.0,662.0,308.0,45.0,47.0
no-1,11,2024-01-17,15:13,airthings,spaceplus,17.2,22.0,961.0,644.0,318.0,45.0,46.0
no-1,11,2024-01-17,15:18,airthings,spaceplus,17.1,21.0,961.0,593.0,356.0,45.0,46.0
no-1,11,2024-01-17,15:23,airthings,spaceplus,17.1,20.0,961.0,548.0,376.0,45.0,46.0
no-1,11,2024-01-17,15:28,airthings,spaceplus,17.0,20.0,961.0,506.0,387.0,45.0,46.0
no-1,11,2024-01-17,15:33,airthings,spaceplus,16.9,20.0,961.0,477.0,370.0,45.0,46.0
no-1,11,2024-01-17,15:38,airthings,spaceplus,16.9,19.0,961.0,454.0,342.0,45.0,46.0
no-1,11,2024-01-17,15:43,airthings,spaceplus,16.8,19.0,961.0,441.0,345.0,45.0,46.0
no-1,11,2024-01-17,15:48,airthings,spaceplus,16.8,18.0,961.0,436.0,332.0,45.0,46.0
no-1,11,2024-01-17,15:53,airthings,spaceplus,16.8,18.0,961.0,429.0,301.0,45.0,46.0
no-1,11,2024-01-17,15:58,airthings,spaceplus,16.8,18.0,962.0,428.0,311.0,45.0,46.0
no-1,11,2024-01-17,16:03,airthings,spaceplus,16.7,18.0,962.0,426.0,284.0,45.0,46.0
no-1,11,2024-01-17,16:08,airthings,spaceplus,16.7,18.0,962.0,431.0,267.0,42.0,46.0
no-1,11,2024-01-17,16:13,airthings,spaceplus,16.6,18.0,962.0,428.0,229.0,37.0,46.0
no-1,11,2024-01-17,16:18,airthings,spaceplus,16.6,18.0,962.0,432.0,222.0,31.0,46.0
no-1,11,2024-01-17,16:23,airthings,spaceplus,16.5,18.0,962.0,432.0,208.0,26.0,46.0
no-1,11,2024-01-17,16:28,airthings,spaceplus,16.5,18.0,962.0,426.0,198.0,17.0,46.0
no-1,11,2024-01-17,16:33,airthings,spaceplus,16.5,18.0,962.0,423.0,184.0,9.0,46.0
no-1,11,2024-01-17,16:38,airthings,spaceplus,16.4,18.0,962.0,424.0,187.0,6.0,46.0
no-1,11,2024-01-17,16:43,airthings,spaceplus,16.4,18.0,962.0,418.0,170.0,4.0,46.0
no-1,11,2024-01-17,16:48,airthings,spaceplus,16.4,18.0,962.0,417.0,166.0,4.0,46.0
no-1,11,2024-01-17,16:53,airthings,spaceplus,16.3,18.0,962.0,417.0,169.0,4.0,46.0
no-1,11,2024-01-17,16:58,airthings,spaceplus,16.3,18.0,962.0,419.0,157.0,4.0,46.0
no-1,11,2024-01-17,17:03,airthings,spaceplus,16.2,18.0,962.0,420.0,157.0,3.0,46.0
no-1,11,2024-01-17,17:08,airthings,spaceplus,16.2,18.0,962.0,425.0,140.0,2.0,46.0
no-1,11,2024-01-17,17:13,airthings,spaceplus,16.1,18.0,962.0,422.0,148.0,2.0,46.0
no-1,11,2024-01-17,17:18,airthings,spaceplus,16.0,18.0,963.0,421.0,136.0,2.0,46.0
no-1,11,2024-01-17,17:23,airthings,spaceplus,15.9,18.0,963.0,424.0,133.0,2.0,46.0
no-1,11,2024-01-17,17:28,airthings,spaceplus,15.9,18.0,963.0,424.0,133.0,2.0,46.0
no-1,11,2024-01-17,17:33,airthings,spaceplus,15.8,18.0,963.0,422.0,114.0,2.0,46.0
no-1,11,2024-01-17,17:38,airthings,spaceplus,15.8,18.0,963.0,421.0,119.0,1.0,46.0
no-1,11,2024-01-17,17:43,airthings,spaceplus,15.7,18.0,963.0,421.0,108.0,0.0,46.0
no-1,11,2024-01-17,17:48,airthings,spaceplus,15.7,18.0,963.0,423.0,110.0,1.0,46.0
no-1,11,2024-01-17,17:53,airthings,spaceplus,15.6,18.0,963.0,425.0,103.0,0.0,46.0
no-1,11,2024-01-17,17:58,airthings,spaceplus,15.6,18.0,963.0,425.0,106.0,1.0,46.0
no-1,11,2024-01-17,18:03,airthings,spaceplus,15.6,18.0,963.0,427.0,101.0,1.0,46.0
no-1,11,2024-01-17,18:08,airthings,spaceplus,15.6,18.0,963.0,426.0,116.0,1.0,46.0
no-1,11,2024-01-17,18:13,airthings,spaceplus,15.6,18.0,963.0,426.0,103.0,2.0,44.0
no-1,11,2024-01-17,18:18,airthings,spaceplus,15.6,18.0,963.0,428.0,99.0,1.0,44.0
no-1,11,2024-01-17,18:23,airthings,spaceplus,15.7,19.0,964.0,429.0,95.0,1.0,44.0
no-1,11,2024-01-17,18:28,airthings,spaceplus,15.8,19.0,964.0,427.0,101.0,1.0,44.0
no-1,11,2024-01-17,18:33,airthings,spaceplus,16.0,19.0,964.0,424.0,93.0,1.0,44.0
no-1,11,2024-01-17,18:38,airthings,spaceplus,16.1,19.0,964.0,425.0,97.0,1.0,44.0
no-1,11,2024-01-17,18:43,airthings,spaceplus,16.2,19.0,964.0,426.0,88.0,2.0,44.0
no-1,11,2024-01-17,18:48,airthings,spaceplus,16.3,19.0,964.0,426.0,106.0,2.0,44.0
no-1,11,2024-01-17,18:53,airthings,spaceplus,16.4,19.0,964.0,428.0,97.0,2.0,44.0
no-1,11,2024-01-17,18:58,airthings,spaceplus,16.5,19.0,964.0,428.0,93.0,2.0,44.0
no-1,11,2024-01-17,19:03,airthings,spaceplus,16.5,19.0,964.0,431.0,99.0,1.0,44.0
no-1,11,2024-01-17,19:08,airthings,spaceplus,16.4,19.0,964.0,428.0,112.0,1.0,44.0
no-1,11,2024-01-17,19:13,airthings,spaceplus,16.4,19.0,964.0,428.0,122.0,2.0,41.0
no-1,11,2024-01-17,19:18,airthings,spaceplus,16.3,19.0,964.0,430.0,118.0,1.0,41.0
no-1,11,2024-01-17,19:23,airthings,spaceplus,16.3,19.0,964.0,427.0,118.0,2.0,41.0
no-1,11,2024-01-17,19:28,airthings,spaceplus,16.2,19.0,964.0,425.0,116.0,1.0,41.0
no-1,11,2024-01-17,19:33,airthings,spaceplus,16.1,19.0,964.0,424.0,122.0,1.0,41.0
no-1,11,2024-01-17,19:38,airthings,spaceplus,16.0,19.0,964.0,427.0,127.0,2.0,41.0
no-1,11,2024-01-17,19:43,airthings,spaceplus,16.0,19.0,964.0,425.0,127.0,2.0,41.0
no-1,11,2024-01-17,19:48,airthings,spaceplus,16.0,19.0,964.0,426.0,127.0,1.0,41.0
no-1,11,2024-01-17,19:53,airthings,spaceplus,15.9,19.0,964.0,425.0,138.0,1.0,41.0
no-1,11,2024-01-17,19:58,airthings,spaceplus,15.8,19.0,964.0,427.0,131.0,2.0,41.0
no-1,11,2024-01-17,20:03,airthings,spaceplus,15.8,20.0,964.0,425.0,144.0,2.0,41.0
no-1,11,2024-01-17,20:08,airthings,spaceplus,15.8,20.0,964.0,426.0,138.0,2.0,41.0
no-1,11,2024-01-17,20:13,airthings,spaceplus,15.8,20.0,964.0,428.0,125.0,2.0,40.0
no-1,11,2024-01-17,20:18,airthings,spaceplus,15.8,20.0,965.0,427.0,138.0,2.0,40.0
no-1,11,2024-01-17,20:23,airthings,spaceplus,15.8,20.0,965.0,429.0,140.0,2.0,40.0
no-1,11,2024-01-17,20:28,airthings,spaceplus,15.9,20.0,965.0,429.0,138.0,2.0,40.0
no-1,11,2024-01-17,20:33,airthings,spaceplus,16.0,20.0,965.0,430.0,131.0,1.0,40.0
no-1,11,2024-01-17,20:38,airthings,spaceplus,16.2,20.0,965.0,432.0,131.0,2.0,40.0
no-1,11,2024-01-17,20:43,airthings,spaceplus,16.3,20.0,965.0,429.0,131.0,2.0,40.0
no-1,11,2024-01-17,20:48,airthings,spaceplus,16.4,20.0,965.0,428.0,131.0,1.0,40.0
no-1,11,2024-01-17,20:53,airthings,spaceplus,16.5,20.0,965.0,428.0,131.0,1.0,40.0
no-1,11,2024-01-17,20:58,airthings,spaceplus,16.5,20.0,965.0,431.0,136.0,2.0,40.0
no-1,11,2024-01-17,21:03,airthings,spaceplus,16.5,20.0,965.0,431.0,131.0,2.0,40.0
no-1,11,2024-01-17,21:08,airthings,spaceplus,16.5,20.0,965.0,429.0,144.0,1.0,40.0
no-1,11,2024-01-17,21:13,airthings,spaceplus,16.4,20.0,965.0,431.0,142.0,2.0,34.0
no-1,11,2024-01-17,21:18,airthings,spaceplus,16.4,20.0,966.0,429.0,153.0,2.0,34.0
no-1,11,2024-01-17,21:23,airthings,spaceplus,16.3,20.0,966.0,430.0,150.0,2.0,34.0
no-1,11,2024-01-17,21:28,airthings,spaceplus,16.2,20.0,966.0,428.0,161.0,1.0,34.0
no-1,11,2024-01-17,21:33,airthings,spaceplus,16.2,20.0,966.0,427.0,159.0,2.0,34.0
no-1,11,2024-01-17,21:38,airthings,spaceplus,16.1,20.0,966.0,430.0,152.0,1.0,34.0
no-1,11,2024-01-17,21:43,airthings,spaceplus,16.0,20.0,966.0,430.0,159.0,1.0,34.0
no-1,11,2024-01-17,21:48,airthings,spaceplus,15.9,20.0,966.0,429.0,169.0,0.0,34.0
no-1,11,2024-01-17,21:53,airthings,spaceplus,15.9,20.0,966.0,428.0,166.0,2.0,34.0
no-1,11,2024-01-17,21:58,airthings,spaceplus,15.9,20.0,966.0,425.0,150.0,3.0,34.0
no-1,11,2024-01-17,22:03,airthings,spaceplus,15.8,20.0,966.0,427.0,172.0,2.0,34.0
no-1,11,2024-01-17,22:08,airthings,spaceplus,15.8,20.0,966.0,427.0,176.0,1.0,34.0
no-1,11,2024-01-17,22:13,airthings,spaceplus,15.9,20.0,966.0,431.0,142.0,2.0,31.0
no-1,11,2024-01-17,22:18,airthings,spaceplus,16.0,20.0,966.0,427.0,152.0,2.0,31.0
no-1,11,2024-01-17,22:23,airthings,spaceplus,16.2,20.0,966.0,427.0,152.0,2.0,31.0
no-1,11,2024-01-17,22:28,airthings,spaceplus,16.2,20.0,966.0,425.0,157.0,2.0,31.0
no-1,11,2024-01-17,22:33,airthings,spaceplus,16.3,20.0,966.0,427.0,138.0,1.0,31.0
no-1,11,2024-01-17,22:38,airthings,spaceplus,16.4,20.0,966.0,425.0,150.0,2.0,31.0
no-1,11,2024-01-17,22:43,airthings,spaceplus,16.5,20.0,967.0,431.0,146.0,1.0,31.0
no-1,11,2024-01-17,22:48,airthings,spaceplus,16.5,20.0,967.0,430.0,150.0,1.0,31.0
no-1,11,2024-01-17,22:53,airthings,spaceplus,16.5,20.0,967.0,430.0,159.0,1.0,31.0
no-1,11,2024-01-17,22:58,airthings,spaceplus,16.4,20.0,967.0,428.0,163.0,1.0,31.0
no-1,11,2024-01-17,23:03,airthings,spaceplus,16.4,20.0,967.0,428.0,170.0,1.0,31.0
no-1,11,2024-01-17,23:08,airthings,spaceplus,16.3,20.0,967.0,426.0,170.0,1.0,31.0
no-1,11,2024-01-17,23:13,airthings,spaceplus,16.2,20.0,967.0,427.0,174.0,1.0,31.0
no-1,11,2024-01-17,23:18,airthings,spaceplus,16.2,20.0,967.0,428.0,161.0,1.0,31.0
no-1,11,2024-01-17,23:23,airthings,spaceplus,16.1,20.0,967.0,429.0,172.0,1.0,31.0
no-1,11,2024-01-17,23:28,airthings,spaceplus,16.0,20.0,967.0,429.0,176.0,0.0,31.0
no-1,11,2024-01-17,23:33,airthings,spaceplus,15.9,20.0,967.0,428.0,172.0,1.0,31.0
no-1,11,2024-01-17,23:38,airthings,spaceplus,15.9,20.0,967.0,430.0,184.0,1.0,31.0
no-1,11,2024-01-17,23:43,airthings,spaceplus,15.9,20.0,967.0,430.0,163.0,1.0,31.0
no-1,11,2024-01-17,23:48,airthings,spaceplus,15.8,20.0,967.0,429.0,174.0,2.0,31.0
no-1,11,2024-01-17,23:53,airthings,spaceplus,15.9,20.0,967.0,424.0,176.0,1.0,31.0
no-1,11,2024-01-17,23:58,airthings,spaceplus,16.0,20.0,967.0,426.0,157.0,1.0,31.0
