model,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,macro_f1_mean,macro_f1_std,weighted_f1_mean,weighted_f1_std,ordinal_mae_mean,ordinal_mae_std,fit_seconds_mean,fit_seconds_std,predict_seconds_mean,predict_seconds_std,total_seconds_mean,total_seconds_std,macro_f1_per_second,best_cv_macro_f1,tuning_seconds,best_params_json
ANN / MLP,0.636669626341895,0.005105916458204574,0.5145132478149745,0.02394420438989365,0.5275864906019335,0.023982596140676896,0.6213638844260762,0.012037205608675387,0.42830170693645764,0.008897967426029581,1.468082859995775,0.2191194923070128,0.006341699999757111,0.000962435741132593,1.4744245599955321,0.21865882212549637,0.357825354322321,0.5265180661433203,34.87565679999534,"{""model__activation"": ""relu"", ""model__alpha"": 0.001, ""model__hidden_layer_sizes"": [32], ""model__learning_rate_init"": 0.003}"
Extra Trees,0.642814361957927,0.011150174351808432,0.5957884587675989,0.014853288145624345,0.5769840310165872,0.012831211445385318,0.6495912357458808,0.01138963195492225,0.4348852527844689,0.008405057362856294,1.9656946399947628,0.03698162165758014,0.0706915800110437,0.007418005420585605,2.0363862200058067,0.043049497420144626,0.2833372301129311,0.5787579725491802,50.4060195000493,"{""model__class_weight"": ""balanced_subsample"", ""model__max_depth"": 20, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 2, ""model__min_samples_split"": 10, ""model__n_estimators"": 300}"
Gradient boosting,0.6344746112346986,0.015016846873076738,0.455557064872146,0.0200000258254932,0.46549662565818545,0.028008219896142265,0.5881546405807423,0.016642819681506847,0.4502480022192209,0.01644220462120562,0.6556814200012013,0.030296369409880033,0.01018810000969097,0.002752152497793605,0.6658695200108923,0.030502012711018548,0.6990808434219528,0.4698980209675391,27.17568789998768,"{""model__learning_rate"": 0.08, ""model__max_depth"": 3, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 3, ""model__n_estimators"": 120, ""model__subsample"": 1.0}"
Logistic regression,0.48288125990054204,0.011021656541064299,0.48417907991743714,0.013899375490015093,0.44184841833270666,0.010404639685136515,0.5076151777556737,0.009691414297281965,0.6861249425648067,0.018629771064431585,0.2074216599925421,0.06417423809423639,0.005639839998912067,0.0015676601378033885,0.21306149999145418,0.0640157778181914,2.0738069447104666,0.44184841833270666,3.292208800034132,"{""model__C"": 30.0, ""model__class_weight"": ""balanced""}"
Random Forest,0.6690074877284153,0.015516746422301093,0.5936899869195003,0.01850191090306062,0.592524574480811,0.017286736249957996,0.6670598523257074,0.01566314929130649,0.3958148621394703,0.012001010924238036,2.960484219994396,0.1414377354157966,0.066344859986566,0.0057459513813230756,3.026829079980962,0.1408390353003234,0.19575752671324864,0.5937405659763161,71.33190360001754,"{""model__class_weight"": ""balanced_subsample"", ""model__max_depth"": 20, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 2, ""model__min_samples_split"": 10, ""model__n_estimators"": 300}"
