model,fold,repeat,domain,features,baseline_macro_f1,permuted_macro_f1,macro_f1_drop
Logistic regression,5,3,EA,EA,0.3973325505741168,0.3901370705836004,0.007195479990516396
Logistic regression,5,4,EA,EA,0.3973325505741168,0.3825927157035622,0.014739834870554636
Logistic regression,5,5,EA,EA,0.3973325505741168,0.3873325069016344,0.010000043672482417
Logistic regression,5,1,LocationBack,LocationBack,0.3973325505741168,0.38443714017944125,0.012895410394675566
Logistic regression,5,2,LocationBack,LocationBack,0.3973325505741168,0.3879780436028872,0.009354506971229637
Logistic regression,5,3,LocationBack,LocationBack,0.3973325505741168,0.3860953352477738,0.01123721532634303
Logistic regression,5,4,LocationBack,LocationBack,0.3973325505741168,0.3889423517032054,0.008390198870911414
Logistic regression,5,5,LocationBack,LocationBack,0.3973325505741168,0.4060546470087291,-0.008722096434612303
Logistic regression,5,1,LocationFront,LocationFront,0.3973325505741168,0.3808915151203247,0.016441035453792108
Logistic regression,5,2,LocationFront,LocationFront,0.3973325505741168,0.3671902497283274,0.030142300845789394
Logistic regression,5,3,LocationFront,LocationFront,0.3973325505741168,0.3859173610764269,0.011415189497689937
Logistic regression,5,4,LocationFront,LocationFront,0.3973325505741168,0.3707124088258172,0.02662014174829963
Logistic regression,5,5,LocationFront,LocationFront,0.3973325505741168,0.39098229237907667,0.006350258195040148
Logistic regression,5,1,LocationLeft,LocationLeft,0.3973325505741168,0.37626181146321525,0.02107073911090157
Logistic regression,5,2,LocationLeft,LocationLeft,0.3973325505741168,0.37260087914258905,0.02473167143152777
Logistic regression,5,3,LocationLeft,LocationLeft,0.3973325505741168,0.37709576647297904,0.020236784101137772
Logistic regression,5,4,LocationLeft,LocationLeft,0.3973325505741168,0.3723467269284051,0.024985823645711724
Logistic regression,5,5,LocationLeft,LocationLeft,0.3973325505741168,0.3664969589559754,0.030835591618141422
Logistic regression,5,1,LocationRight,LocationRight,0.3973325505741168,0.38274929121994195,0.014583259354174871
Logistic regression,5,2,LocationRight,LocationRight,0.3973325505741168,0.3874603580970777,0.009872192477039132
Logistic regression,5,3,LocationRight,LocationRight,0.3973325505741168,0.3909489633173844,0.006383587256732437
Logistic regression,5,4,LocationRight,LocationRight,0.3973325505741168,0.38955679042548647,0.007775760148630351
Logistic regression,5,5,LocationRight,LocationRight,0.3973325505741168,0.38768973924385547,0.009642811330261347
Logistic regression,5,1,LocationMiddle,LocationMiddle,0.3973325505741168,0.39622033166416354,0.0011122189099532775
Logistic regression,5,2,LocationMiddle,LocationMiddle,0.3973325505741168,0.39093993141757927,0.006392619156537549
Logistic regression,5,3,LocationMiddle,LocationMiddle,0.3973325505741168,0.3814013432924456,0.01593120728167119
Logistic regression,5,4,LocationMiddle,LocationMiddle,0.3973325505741168,0.3906525944419421,0.0066799561321747025
Logistic regression,5,5,LocationMiddle,LocationMiddle,0.3973325505741168,0.4035901162311835,-0.006257565657066699
Logistic regression,5,1,Ttrend,Ttrend,0.3973325505741168,0.3969242801606869,0.0004082704134298898
Logistic regression,5,2,Ttrend,Ttrend,0.3973325505741168,0.39517514099081347,0.002157409583303349
Logistic regression,5,3,Ttrend,Ttrend,0.3973325505741168,0.39428372357379954,0.003048827000317278
Logistic regression,5,4,Ttrend,Ttrend,0.3973325505741168,0.39566099620225353,0.001671554371863282
Logistic regression,5,5,Ttrend,Ttrend,0.3973325505741168,0.3950328835352323,0.002299667038884512
Logistic regression,5,1,Vote hour,Vote hour,0.3973325505741168,0.3859770130788978,0.011355537495219004
Logistic regression,5,2,Vote hour,Vote hour,0.3973325505741168,0.3857360716758134,0.011596478898303397
Logistic regression,5,3,Vote hour,Vote hour,0.3973325505741168,0.3891016849464645,0.008230865627652295
Logistic regression,5,4,Vote hour,Vote hour,0.3973325505741168,0.38627849303143263,0.011054057542684181
Logistic regression,5,5,Vote hour,Vote hour,0.3973325505741168,0.38162600200065516,0.015706548573461654
Logistic regression,5,1,Vote weekday,Vote weekday,0.3973325505741168,0.3748605900214505,0.022471960552666315
Logistic regression,5,2,Vote weekday,Vote weekday,0.3973325505741168,0.3779032440149053,0.01942930655921149
Logistic regression,5,3,Vote weekday,Vote weekday,0.3973325505741168,0.37185076420805147,0.02548178636606535
Logistic regression,5,4,Vote weekday,Vote weekday,0.3973325505741168,0.3757719970960028,0.02156055347811403
Logistic regression,5,5,Vote weekday,Vote weekday,0.3973325505741168,0.37220389252651326,0.025128658047603558
Logistic regression,5,1,Moment,Moment,0.3973325505741168,0.37963773429959424,0.017694816274522573
Logistic regression,5,2,Moment,Moment,0.3973325505741168,0.3844789696730606,0.012853580901056205
Logistic regression,5,3,Moment,Moment,0.3973325505741168,0.3790162592301692,0.018316291343947633
Logistic regression,5,4,Moment,Moment,0.3973325505741168,0.38046154916305897,0.01687100141105785
Logistic regression,5,5,Moment,Moment,0.3973325505741168,0.38555436260070275,0.011778187973414067
Logistic regression,5,1,AC on/off,AC on/off,0.3973325505741168,0.3751936095422496,0.0221389410318672
Logistic regression,5,2,AC on/off,AC on/off,0.3973325505741168,0.37407626465388244,0.023256285920234376
Logistic regression,5,3,AC on/off,AC on/off,0.3973325505741168,0.37444272018330343,0.02288983039081338
Logistic regression,5,4,AC on/off,AC on/off,0.3973325505741168,0.37024004744387673,0.027092503130240086
Logistic regression,5,5,AC on/off,AC on/off,0.3973325505741168,0.3740673860555381,0.02326516451857874
Random Forest,1,1,Student,Student,0.6068550897972108,0.6026219354994226,0.004233154297788255
Random Forest,1,2,Student,Student,0.6068550897972108,0.6025628545272301,0.004292235269980682
Random Forest,1,3,Student,Student,0.6068550897972108,0.5949634394322346,0.011891650364976192
Random Forest,1,4,Student,Student,0.6068550897972108,0.5991936405178022,0.007661449279408594
Random Forest,1,5,Student,Student,0.6068550897972108,0.6040098200456755,0.0028452697515353176
Random Forest,1,1,Temperature,Temperature,0.6068550897972108,0.607440450382343,-0.0005853605851321442
Random Forest,1,2,Temperature,Temperature,0.6068550897972108,0.5846915366163193,0.02216355318089147
Random Forest,1,3,Temperature,Temperature,0.6068550897972108,0.5894522687449688,0.017402821052242
Random Forest,1,4,Temperature,Temperature,0.6068550897972108,0.5919639254911715,0.014891164306039317
Random Forest,1,5,Temperature,Temperature,0.6068550897972108,0.5887259589195045,0.01812913087770629
Random Forest,1,1,RH,RH,0.6068550897972108,0.5868366911258464,0.020018398671364457
Random Forest,1,2,RH,RH,0.6068550897972108,0.5888778362010325,0.0179772535961783
Random Forest,1,3,RH,RH,0.6068550897972108,0.5937266223104646,0.013128467486746231
Random Forest,1,4,RH,RH,0.6068550897972108,0.5934502832688286,0.013404806528382163
Random Forest,1,5,RH,RH,0.6068550897972108,0.5857187353953505,0.021136354401860347
Random Forest,1,1,CLO,CLO,0.6068550897972108,0.5769036122746284,0.029951477522582426
Random Forest,1,2,CLO,CLO,0.6068550897972108,0.5790232490100198,0.02783184078719103
Random Forest,1,3,CLO,CLO,0.6068550897972108,0.5704914897685982,0.03636360002861261
Random Forest,1,4,CLO,CLO,0.6068550897972108,0.5792999298923927,0.02755515990481816
Random Forest,1,5,CLO,CLO,0.6068550897972108,0.5798401939554133,0.027014895841797504
Random Forest,1,1,CO2,CO2,0.6068550897972108,0.5920644511321868,0.014790638665024058
Random Forest,1,2,CO2,CO2,0.6068550897972108,0.594315731644463,0.01253935815274776
Random Forest,1,3,CO2,CO2,0.6068550897972108,0.604278904580946,0.0025761852162647925
Random Forest,1,4,CO2,CO2,0.6068550897972108,0.5890413911358093,0.017813698661401478
Random Forest,1,5,CO2,CO2,0.6068550897972108,0.5918520339682805,0.015003055828930356
Random Forest,1,1,Lighting,Lighting,0.6068550897972108,0.5811790400025694,0.025676049794641442
Random Forest,1,2,Lighting,Lighting,0.6068550897972108,0.5890082175872587,0.01784687220995207
Random Forest,1,3,Lighting,Lighting,0.6068550897972108,0.5863401714301829,0.0205149183670279
Random Forest,1,4,Lighting,Lighting,0.6068550897972108,0.589255824935416,0.01759926486179486
Random Forest,1,5,Lighting,Lighting,0.6068550897972108,0.5943759254425721,0.012479164354638694
Random Forest,1,1,Sound,Sound,0.6068550897972108,0.5958781587840327,0.010976931013178093
Random Forest,1,2,Sound,Sound,0.6068550897972108,0.5932749293886735,0.013580160408537267
Random Forest,1,3,Sound,Sound,0.6068550897972108,0.6005527726352038,0.006302317162007021
Random Forest,1,4,Sound,Sound,0.6068550897972108,0.6042159485241023,0.0026391412731084918
Random Forest,1,5,Sound,Sound,0.6068550897972108,0.602994634626572,0.0038604551706388213
Random Forest,1,1,Age,Age,0.6068550897972108,0.5214122933921382,0.08544279640507257
Random Forest,1,2,Age,Age,0.6068550897972108,0.5344701807406151,0.07238490905659567
Random Forest,1,3,Age,Age,0.6068550897972108,0.5386978757523119,0.06815721404489894
Random Forest,1,4,Age,Age,0.6068550897972108,0.5563564484775546,0.0504986413196562
Random Forest,1,5,Age,Age,0.6068550897972108,0.5492182018896172,0.05763688790759358
Random Forest,1,1,Gender,Gender,0.6068550897972108,0.5410485410777192,0.06580654871949165
Random Forest,1,2,Gender,Gender,0.6068550897972108,0.5434252919935064,0.06342979780370439
Random Forest,1,3,Gender,Gender,0.6068550897972108,0.5407789375351595,0.06607615226205132
Random Forest,1,4,Gender,Gender,0.6068550897972108,0.5600741440421722,0.04678094575503866
Random Forest,1,5,Gender,Gender,0.6068550897972108,0.5718826966445093,0.03497239315270151
Random Forest,1,1,EA,EA,0.6068550897972108,0.6158117592795139,-0.008956669482303115
Random Forest,1,2,EA,EA,0.6068550897972108,0.5952262512986108,0.01162883849859997
Random Forest,1,3,EA,EA,0.6068550897972108,0.6054956638645139,0.0013594259326968894
Random Forest,1,4,EA,EA,0.6068550897972108,0.6045380556922441,0.002317034104966753
Random Forest,1,5,EA,EA,0.6068550897972108,0.5963818294979477,0.010473260299263099
Random Forest,1,1,LocationBack,LocationBack,0.6068550897972108,0.5755068526056963,0.03134823719151447
Random Forest,1,2,LocationBack,LocationBack,0.6068550897972108,0.5795543633407155,0.027300726456495283
Random Forest,1,3,LocationBack,LocationBack,0.6068550897972108,0.5751455182681048,0.03170957152910603
Random Forest,1,4,LocationBack,LocationBack,0.6068550897972108,0.5795125980030432,0.02734249179416759
Random Forest,1,5,LocationBack,LocationBack,0.6068550897972108,0.5760428106733192,0.030812279123891617
Random Forest,1,1,LocationFront,LocationFront,0.6068550897972108,0.5362410315547915,0.07061405824241929
Random Forest,1,2,LocationFront,LocationFront,0.6068550897972108,0.5544601313445535,0.05239495845265729
Random Forest,1,3,LocationFront,LocationFront,0.6068550897972108,0.546499090714078,0.06035599908313283
Random Forest,1,4,LocationFront,LocationFront,0.6068550897972108,0.5343014703597379,0.07255361943747296
Random Forest,1,5,LocationFront,LocationFront,0.6068550897972108,0.5587940896159119,0.048061000181298885
Random Forest,1,1,LocationLeft,LocationLeft,0.6068550897972108,0.5781377072238628,0.028717382573347994
Random Forest,1,2,LocationLeft,LocationLeft,0.6068550897972108,0.5858865250945225,0.020968564702688264
Random Forest,1,3,LocationLeft,LocationLeft,0.6068550897972108,0.5621633025836833,0.04469178721352751
Random Forest,1,4,LocationLeft,LocationLeft,0.6068550897972108,0.5800266015158142,0.026828488281396612
Random Forest,1,5,LocationLeft,LocationLeft,0.6068550897972108,0.5836093336981584,0.02324575609905244
Random Forest,1,1,LocationRight,LocationRight,0.6068550897972108,0.5723810121727945,0.034474077624416344
Random Forest,1,2,LocationRight,LocationRight,0.6068550897972108,0.5804328300746361,0.026422259722574726
Random Forest,1,3,LocationRight,LocationRight,0.6068550897972108,0.5768342539290692,0.030020835868141638
Random Forest,1,4,LocationRight,LocationRight,0.6068550897972108,0.584151449996256,0.0227036398009548
Random Forest,1,5,LocationRight,LocationRight,0.6068550897972108,0.581960235540735,0.024894854256475862
Random Forest,1,1,LocationMiddle,LocationMiddle,0.6068550897972108,0.5734049002634592,0.03345018953375156
Random Forest,1,2,LocationMiddle,LocationMiddle,0.6068550897972108,0.5758536065343157,0.03100148326289509
Random Forest,1,3,LocationMiddle,LocationMiddle,0.6068550897972108,0.5714605586794556,0.03539453111775526
Random Forest,1,4,LocationMiddle,LocationMiddle,0.6068550897972108,0.5779910083966522,0.028864081400558628
Random Forest,1,5,LocationMiddle,LocationMiddle,0.6068550897972108,0.5773172450891284,0.029537844708082406
Random Forest,1,1,Ttrend,Ttrend,0.6068550897972108,0.6110744174449247,-0.004219327647713933
Random Forest,1,2,Ttrend,Ttrend,0.6068550897972108,0.6073301778559155,-0.00047508805870466464
Random Forest,1,3,Ttrend,Ttrend,0.6068550897972108,0.6056625194186097,0.0011925703786010988
Random Forest,1,4,Ttrend,Ttrend,0.6068550897972108,0.6142676903452878,-0.00741260054807702
Random Forest,1,5,Ttrend,Ttrend,0.6068550897972108,0.602279526166062,0.00457556363114886
Random Forest,1,1,Vote hour,Vote hour,0.6068550897972108,0.6016225180156806,0.005232571781530249
Random Forest,1,2,Vote hour,Vote hour,0.6068550897972108,0.605035675059357,0.0018194147378538528
Random Forest,1,3,Vote hour,Vote hour,0.6068550897972108,0.60232132467093,0.0045337651262807865
Random Forest,1,4,Vote hour,Vote hour,0.6068550897972108,0.6036235058432792,0.0032315839539316382
Random Forest,1,5,Vote hour,Vote hour,0.6068550897972108,0.614740243132469,-0.007885153335258188
Random Forest,1,1,Vote weekday,Vote weekday,0.6068550897972108,0.5914954779974183,0.015359611799792505
Random Forest,1,2,Vote weekday,Vote weekday,0.6068550897972108,0.5945744206773619,0.01228066911984893
Random Forest,1,3,Vote weekday,Vote weekday,0.6068550897972108,0.5766062805977654,0.030248809199445392
Random Forest,1,4,Vote weekday,Vote weekday,0.6068550897972108,0.5917646013044092,0.01509048849280159
Random Forest,1,5,Vote weekday,Vote weekday,0.6068550897972108,0.570442924200736,0.036412165596474866
Random Forest,1,1,Moment,Moment,0.6068550897972108,0.6093457311418272,-0.0024906413446164066
Random Forest,1,2,Moment,Moment,0.6068550897972108,0.6127638503321942,-0.005908760534983348
Random Forest,1,3,Moment,Moment,0.6068550897972108,0.616304347826087,-0.009449258028876195
Random Forest,1,4,Moment,Moment,0.6068550897972108,0.6083823860804989,-0.001527296283288071
Random Forest,1,5,Moment,Moment,0.6068550897972108,0.61959989906322,-0.012744809266009183
Random Forest,1,1,AC on/off,AC on/off,0.6068550897972108,0.570582554447027,0.03627253535018382
Random Forest,1,2,AC on/off,AC on/off,0.6068550897972108,0.5714433839625036,0.03541170583470721
Random Forest,1,3,AC on/off,AC on/off,0.6068550897972108,0.5684076895175916,0.03844740027961924
Random Forest,1,4,AC on/off,AC on/off,0.6068550897972108,0.5782412941035532,0.02861379569365763
Random Forest,1,5,AC on/off,AC on/off,0.6068550897972108,0.5687369296170591,0.03811816018015168
Random Forest,2,1,Student,Student,0.5841570399241172,0.5818401335070038,0.0023169064171133513
Random Forest,2,2,Student,Student,0.5841570399241172,0.5810638038099897,0.0030932361141274844
Random Forest,2,3,Student,Student,0.5841570399241172,0.5802761109777003,0.003880928946416895
Random Forest,2,4,Student,Student,0.5841570399241172,0.5783931265114207,0.005763913412696442
Random Forest,2,5,Student,Student,0.5841570399241172,0.5766851583419677,0.007471881582149509
Random Forest,2,1,Temperature,Temperature,0.5841570399241172,0.5711917577961405,0.012965282127976652
Random Forest,2,2,Temperature,Temperature,0.5841570399241172,0.5705901272106263,0.013566912713490864
Random Forest,2,3,Temperature,Temperature,0.5841570399241172,0.5722338276714174,0.011923212252699766
Random Forest,2,4,Temperature,Temperature,0.5841570399241172,0.5716628066699803,0.0124942332541369
Random Forest,2,5,Temperature,Temperature,0.5841570399241172,0.5651985341939093,0.018958505730207853
Random Forest,2,1,RH,RH,0.5841570399241172,0.5709064917139451,0.01325054821017202
Random Forest,2,2,RH,RH,0.5841570399241172,0.5701369279630902,0.014020111961026926
Random Forest,2,3,RH,RH,0.5841570399241172,0.5732614886168874,0.010895551307229745
Random Forest,2,4,RH,RH,0.5841570399241172,0.5697106701964599,0.014446369727657227
Random Forest,2,5,RH,RH,0.5841570399241172,0.582983637225081,0.0011734026990362079
Random Forest,2,1,CLO,CLO,0.5841570399241172,0.5492917951491014,0.034865244775015736
Random Forest,2,2,CLO,CLO,0.5841570399241172,0.5527526650961819,0.03140437482793523
Random Forest,2,3,CLO,CLO,0.5841570399241172,0.5469134609463039,0.037243578977813274
Random Forest,2,4,CLO,CLO,0.5841570399241172,0.5483311269183552,0.03582591300576199
Random Forest,2,5,CLO,CLO,0.5841570399241172,0.5478157929491926,0.03634124697492458
Random Forest,2,1,CO2,CO2,0.5841570399241172,0.5879347098279188,-0.0037776699038016837
Random Forest,2,2,CO2,CO2,0.5841570399241172,0.5946100309392817,-0.010452991015164503
Random Forest,2,3,CO2,CO2,0.5841570399241172,0.5983396431280849,-0.014182603203967692
Random Forest,2,4,CO2,CO2,0.5841570399241172,0.5948836713901494,-0.010726631466032255
Random Forest,2,5,CO2,CO2,0.5841570399241172,0.6049741945474535,-0.02081715462333633
Random Forest,2,1,Lighting,Lighting,0.5841570399241172,0.5674985666822402,0.01665847324187697
Random Forest,2,2,Lighting,Lighting,0.5841570399241172,0.5629688125766685,0.02118822734744863
Random Forest,2,3,Lighting,Lighting,0.5841570399241172,0.5836813650806638,0.0004756748434533442
Random Forest,2,4,Lighting,Lighting,0.5841570399241172,0.5713680781758957,0.012788961748221417
Random Forest,2,5,Lighting,Lighting,0.5841570399241172,0.5853431501767247,-0.0011861102526075085
Random Forest,2,1,Sound,Sound,0.5841570399241172,0.5768423111770035,0.007314728747113697
Random Forest,2,2,Sound,Sound,0.5841570399241172,0.5821521251929499,0.002004914731167262
Random Forest,2,3,Sound,Sound,0.5841570399241172,0.5789271719909962,0.0052298679331209685
Random Forest,2,4,Sound,Sound,0.5841570399241172,0.5791710098282988,0.004986030095818328
Random Forest,2,5,Sound,Sound,0.5841570399241172,0.5779862442087206,0.006170795715396582
Random Forest,2,1,Age,Age,0.5841570399241172,0.5452851791767155,0.038871860747401676
Random Forest,2,2,Age,Age,0.5841570399241172,0.5332274443404011,0.050929595583716014
Random Forest,2,3,Age,Age,0.5841570399241172,0.5413458232325389,0.04281121669157828
Random Forest,2,4,Age,Age,0.5841570399241172,0.5389665798461676,0.04519046007794958
Random Forest,2,5,Age,Age,0.5841570399241172,0.5370560830809373,0.04710095684317983
Random Forest,2,1,Gender,Gender,0.5841570399241172,0.5471148395249718,0.03704220039914541
Random Forest,2,2,Gender,Gender,0.5841570399241172,0.5403728836678555,0.04378415625626164
Random Forest,2,3,Gender,Gender,0.5841570399241172,0.5346992946810659,0.04945774524305124
Random Forest,2,4,Gender,Gender,0.5841570399241172,0.5334495147343574,0.05070752518975974
Random Forest,2,5,Gender,Gender,0.5841570399241172,0.5282005033806582,0.055956536543459
Random Forest,2,1,EA,EA,0.5841570399241172,0.5829596024057692,0.001197437518347999
Random Forest,2,2,EA,EA,0.5841570399241172,0.5713696937728726,0.01278734615124455
Random Forest,2,3,EA,EA,0.5841570399241172,0.5884235423119043,-0.004266502387787141
Random Forest,2,4,EA,EA,0.5841570399241172,0.5802005012531328,0.003956538670984333
Random Forest,2,5,EA,EA,0.5841570399241172,0.5864031626187027,-0.002246122694585573
Random Forest,2,1,LocationBack,LocationBack,0.5841570399241172,0.5482392189883671,0.03591782093575002
Random Forest,2,2,LocationBack,LocationBack,0.5841570399241172,0.5244018128770613,0.059755227047055826
Random Forest,2,3,LocationBack,LocationBack,0.5841570399241172,0.5428039809591495,0.04135305896496766
Random Forest,2,4,LocationBack,LocationBack,0.5841570399241172,0.5481770234274558,0.03598001649666138
Random Forest,2,5,LocationBack,LocationBack,0.5841570399241172,0.5472272037762103,0.0369298361479069
Random Forest,2,1,LocationFront,LocationFront,0.5841570399241172,0.5294714198849532,0.054685620039163996
Random Forest,2,2,LocationFront,LocationFront,0.5841570399241172,0.5427043362810445,0.04145270364307263
Random Forest,2,3,LocationFront,LocationFront,0.5841570399241172,0.5290161911361622,0.055140848787955
Random Forest,2,4,LocationFront,LocationFront,0.5841570399241172,0.5366607832221231,0.04749625670199409
Random Forest,2,5,LocationFront,LocationFront,0.5841570399241172,0.5246849732821146,0.05947206664200255
Random Forest,2,1,LocationLeft,LocationLeft,0.5841570399241172,0.5534955680644907,0.03066147185962642
Random Forest,2,2,LocationLeft,LocationLeft,0.5841570399241172,0.5577954487826943,0.02636159114142289
Random Forest,2,3,LocationLeft,LocationLeft,0.5841570399241172,0.5485809638680368,0.035576076056080375
Random Forest,2,4,LocationLeft,LocationLeft,0.5841570399241172,0.5656282243035505,0.01852881562056663
Random Forest,2,5,LocationLeft,LocationLeft,0.5841570399241172,0.5500974658869396,0.03405957403717752
Random Forest,2,1,LocationRight,LocationRight,0.5841570399241172,0.5485651239860166,0.035591915938100516
Random Forest,2,2,LocationRight,LocationRight,0.5841570399241172,0.5486686632710427,0.03548837665307447
Random Forest,2,3,LocationRight,LocationRight,0.5841570399241172,0.538715083729589,0.04544195619452818
Random Forest,2,4,LocationRight,LocationRight,0.5841570399241172,0.5526467322287022,0.03151030769541496
Random Forest,2,5,LocationRight,LocationRight,0.5841570399241172,0.5511971649068423,0.03295987501727482
Random Forest,2,1,LocationMiddle,LocationMiddle,0.5841570399241172,0.5584749318229495,0.025682108101167667
Random Forest,2,2,LocationMiddle,LocationMiddle,0.5841570399241172,0.5638857252525666,0.020271314671550522
Random Forest,2,3,LocationMiddle,LocationMiddle,0.5841570399241172,0.5674077857475961,0.016749254176521067
Random Forest,2,4,LocationMiddle,LocationMiddle,0.5841570399241172,0.5757044472837364,0.008452592640380785
Random Forest,2,5,LocationMiddle,LocationMiddle,0.5841570399241172,0.5557887251090182,0.02836831481509894
Random Forest,2,1,Ttrend,Ttrend,0.5841570399241172,0.5827328461131334,0.0014241938109837982
Random Forest,2,2,Ttrend,Ttrend,0.5841570399241172,0.5820616338212251,0.00209540610289205
Random Forest,2,3,Ttrend,Ttrend,0.5841570399241172,0.5821523369669777,0.0020047029571395036
Random Forest,2,4,Ttrend,Ttrend,0.5841570399241172,0.580797461088857,0.0033595788352601685
Random Forest,2,5,Ttrend,Ttrend,0.5841570399241172,0.5882503809407219,-0.004093341016604746
Random Forest,2,1,Vote hour,Vote hour,0.5841570399241172,0.5873980021725215,-0.003240962248404311
Random Forest,2,2,Vote hour,Vote hour,0.5841570399241172,0.5779871087863798,0.006169931137737339
Random Forest,2,3,Vote hour,Vote hour,0.5841570399241172,0.5791384447703055,0.005018595153811645
Random Forest,2,4,Vote hour,Vote hour,0.5841570399241172,0.5750805266703379,0.009076513253779228
Random Forest,2,5,Vote hour,Vote hour,0.5841570399241172,0.5793560279147326,0.004801012009384542
Random Forest,2,1,Vote weekday,Vote weekday,0.5841570399241172,0.5698339196433349,0.014323120280782309
Random Forest,2,2,Vote weekday,Vote weekday,0.5841570399241172,0.569125933223705,0.015031106700412189
Random Forest,2,3,Vote weekday,Vote weekday,0.5841570399241172,0.5702984875702714,0.01385855235384581
Random Forest,2,4,Vote weekday,Vote weekday,0.5841570399241172,0.5719477132257874,0.012209326698329748
Random Forest,2,5,Vote weekday,Vote weekday,0.5841570399241172,0.5675695032329702,0.016587536691146987
Random Forest,2,1,Moment,Moment,0.5841570399241172,0.5861062164191017,-0.0019491764949844947
Random Forest,2,2,Moment,Moment,0.5841570399241172,0.5844360250882173,-0.00027898516410018726
Random Forest,2,3,Moment,Moment,0.5841570399241172,0.5802322837920457,0.003924756132071439
Random Forest,2,4,Moment,Moment,0.5841570399241172,0.5876108588705051,-0.0034538189463879654
Random Forest,2,5,Moment,Moment,0.5841570399241172,0.5838801126382754,0.00027692728584172155
Random Forest,2,1,AC on/off,AC on/off,0.5841570399241172,0.5684639195085327,0.01569312041558446
Random Forest,2,2,AC on/off,AC on/off,0.5841570399241172,0.5547970948667759,0.029359945057341297
Random Forest,2,3,AC on/off,AC on/off,0.5841570399241172,0.5523560357188969,0.03180100420522025
Random Forest,2,4,AC on/off,AC on/off,0.5841570399241172,0.5522413139049668,0.03191572601915038
Random Forest,2,5,AC on/off,AC on/off,0.5841570399241172,0.5485430641032524,0.035613975820864785
Random Forest,3,1,Student,Student,0.609346984411944,0.6082496024048881,0.0010973820070558915
Random Forest,3,2,Student,Student,0.609346984411944,0.6108019179692709,-0.001454933557326843
Random Forest,3,3,Student,Student,0.609346984411944,0.6099695651998708,-0.0006225807879267631
Random Forest,3,4,Student,Student,0.609346984411944,0.6029701805976626,0.0063768038142814065
Random Forest,3,5,Student,Student,0.609346984411944,0.6093661077492396,-1.9123337295590126e-05
Random Forest,3,1,Temperature,Temperature,0.609346984411944,0.5823489121214206,0.026998072290523423
Random Forest,3,2,Temperature,Temperature,0.609346984411944,0.5703313945267007,0.03901558988524334
Random Forest,3,3,Temperature,Temperature,0.609346984411944,0.5774626055955979,0.03188437881634609
Random Forest,3,4,Temperature,Temperature,0.609346984411944,0.5862000668401416,0.023146917571802428
Random Forest,3,5,Temperature,Temperature,0.609346984411944,0.5860907783399406,0.023256206072003405
Random Forest,3,1,RH,RH,0.609346984411944,0.5821362616627931,0.02721072274915093
Random Forest,3,2,RH,RH,0.609346984411944,0.5883359227572788,0.021011061654665264
Random Forest,3,3,RH,RH,0.609346984411944,0.5832145204803258,0.026132463931618166
Random Forest,3,4,RH,RH,0.609346984411944,0.5845557063818961,0.02479127803004788
Random Forest,3,5,RH,RH,0.609346984411944,0.5924249246391783,0.01692205977276573
Random Forest,3,1,CLO,CLO,0.609346984411944,0.5685272535215048,0.04081973089043922
Random Forest,3,2,CLO,CLO,0.609346984411944,0.5640921789257535,0.04525480548619054
Random Forest,3,3,CLO,CLO,0.609346984411944,0.5656487546498464,0.043698229762097585
Random Forest,3,4,CLO,CLO,0.609346984411944,0.5727883672721014,0.03655861713984265
Random Forest,3,5,CLO,CLO,0.609346984411944,0.5685207042871775,0.04082628012476652
Random Forest,3,1,CO2,CO2,0.609346984411944,0.5971333170360356,0.012213667375908455
Random Forest,3,2,CO2,CO2,0.609346984411944,0.5969287925403161,0.01241819187162796
Random Forest,3,3,CO2,CO2,0.609346984411944,0.5895044719572099,0.019842512454734118
Random Forest,3,4,CO2,CO2,0.609346984411944,0.5922444459617001,0.017102538450243898
Random Forest,3,5,CO2,CO2,0.609346984411944,0.6023250062522577,0.007021978159686304
Random Forest,3,1,Lighting,Lighting,0.609346984411944,0.5976246495510457,0.011722334860898354
Random Forest,3,2,Lighting,Lighting,0.609346984411944,0.6062817598498825,0.003065224562061486
Random Forest,3,3,Lighting,Lighting,0.609346984411944,0.6031854052683133,0.006161579143630691
Random Forest,3,4,Lighting,Lighting,0.609346984411944,0.5937104752580633,0.015636509153880707
Random Forest,3,5,Lighting,Lighting,0.609346984411944,0.6005337620491332,0.00881322236281079
Random Forest,3,1,Sound,Sound,0.609346984411944,0.6022656741535527,0.007081310258391316
Random Forest,3,2,Sound,Sound,0.609346984411944,0.6042030310095329,0.005143953402411139
Random Forest,3,3,Sound,Sound,0.609346984411944,0.6067510955616431,0.0025958888503009314
Random Forest,3,4,Sound,Sound,0.609346984411944,0.6150028545364333,-0.005655870124489315
Random Forest,3,5,Sound,Sound,0.609346984411944,0.6128064482266008,-0.0034594638146567824
Random Forest,3,1,Age,Age,0.609346984411944,0.5647711125554151,0.04457587185652889
Random Forest,3,2,Age,Age,0.609346984411944,0.5585699573883166,0.05077702702362741
Random Forest,3,3,Age,Age,0.609346984411944,0.5504572656337611,0.05888971877818294
Random Forest,3,4,Age,Age,0.609346984411944,0.5508042471764552,0.05854273723548886
Random Forest,3,5,Age,Age,0.609346984411944,0.5737168991409731,0.03563008527097089
Random Forest,3,1,Gender,Gender,0.609346984411944,0.5472362722857046,0.06211071212623942
Random Forest,3,2,Gender,Gender,0.609346984411944,0.5496179773054638,0.059729007106480214
